race_id,race_date,track,race_no,race_type,start_time,deadline,entry_count,source_url,captured_at_utc,predicted_line_formation,line_status,line_provider,line_source
2720240101010006,2024-01-01,京王閣競輪,6,Ｓ級予選,17:49,17:44,6,https://keirin.kdreams.jp/keiokaku/racedetail/2720240101010006/?pageType=result,2026-08-28T12:08:07.519264+00:00,4-1-6/3-5-2,published,アオケイ,楽天Kドリームス 並び予想
2720240101010007,2024-01-01,京王閣競輪,7,Ｓ級予選,18:13,18:08,6,https://keirin.kdreams.jp/keiokaku/racedetail/2720240101010007/?pageType=result,2026-08-28T12:08:09.121653+00:00,1-5/6/4-3-2,published,アオケイ,楽天Kドリームス 並び予想
2720240101010008,2024-01-01,京王閣競輪,8,Ｓ級予選,18:37,18:32,7,https://keirin.kdreams.jp/keiokaku/racedetail/2720240101010008/?pageType=result,2026-08-28T12:08:10.858625+00:00,7-1-4/5-2-3/6,published,アオケイ,楽天Kドリームス 並び予想
2720240101010009,2024-01-01,京王閣競輪,9,Ｓ級予選,19:01,18:56,7,https://keirin.kdreams.jp/keiokaku/racedetail/2720240101010009/?pageType=result,2026-08-28T12:08:12.629666+00:00,1-4/2-6/5-7-3,published,アオケイ,楽天Kドリームス 並び予想
2720240101010010,2024-01-01,京王閣競輪,10,Ｓ級予選,19:26,19:21,7,https://keirin.kdreams.jp/keiokaku/racedetail/2720240101010010/?pageType=result,2026-08-28T12:08:14.390856+00:00,5-1-7/4-2/6-3,published,アオケイ,楽天Kドリームス 並び予想
2720240101010011,2024-01-01,京王閣競輪,11,Ｓ級予選,19:51,19:46,7,https://keirin.kdreams.jp/keiokaku/racedetail/2720240101010011/?pageType=result,2026-08-28T12:08:16.135677+00:00,6-2/3-4/5-1-7,published,アオケイ,楽天Kドリームス 並び予想
8620240103010006,2024-01-03,別府競輪,6,Ｓ級予選,17:45,17:40,6,https://keirin.kdreams.jp/beppu/racedetail/8620240103010006/?pageType=result,2026-08-28T12:08:26.132105+00:00,5-1/6-2/3-4,published,ダービー,楽天Kドリームス 並び予想
8620240103010007,2024-01-03,別府競輪,7,Ｓ級予選,18:09,18:04,7,https://keirin.kdreams.jp/beppu/racedetail/8620240103010007/?pageType=result,2026-08-28T12:08:27.925544+00:00,5-1-6/7-2/4-3,published,ダービー,楽天Kドリームス 並び予想
8620240103010008,2024-01-03,別府競輪,8,Ｓ級予選,18:34,18:29,7,https://keirin.kdreams.jp/beppu/racedetail/8620240103010008/?pageType=result,2026-08-28T12:08:29.496923+00:00,6-3/1/5/2-7-4,published,ダービー,楽天Kドリームス 並び予想
8620240103010009,2024-01-03,別府競輪,9,Ｓ級予選,18:59,18:54,7,https://keirin.kdreams.jp/beppu/racedetail/8620240103010009/?pageType=result,2026-08-28T12:08:31.319866+00:00,4-1/3-6/5-2-7,published,ダービー,楽天Kドリームス 並び予想
8620240103010010,2024-01-03,別府競輪,10,Ｓ級予選,19:24,19:19,7,https://keirin.kdreams.jp/beppu/racedetail/8620240103010010/?pageType=result,2026-08-28T12:08:33.096807+00:00,3-5/6/7-2-4-1,published,ダービー,楽天Kドリームス 並び予想
8620240103010011,2024-01-03,別府競輪,11,Ｓ級予選,19:50,19:45,7,https://keirin.kdreams.jp/beppu/racedetail/8620240103010011/?pageType=result,2026-08-28T12:08:34.917808+00:00,1-7/2-4/3-5-6,published,ダービー,楽天Kドリームス 並び予想
7420240103010008,2024-01-03,高知競輪,8,Ｓ級予選,14:02,13:57,7,https://keirin.kdreams.jp/kochi/racedetail/7420240103010008/?pageType=result,2026-08-28T12:08:36.767537+00:00,5-1/2-7/3-4-6,published,福ちゃん出版社,楽天Kドリームス 並び予想
7420240103010009,2024-01-03,高知競輪,9,Ｓ級予選,14:31,14:26,7,https://keirin.kdreams.jp/kochi/racedetail/7420240103010009/?pageType=result,2026-08-28T12:08:38.490662+00:00,4-1-6/2/3-5/7,published,福ちゃん出版社,楽天Kドリームス 並び予想
7420240103010010,2024-01-03,高知競輪,10,Ｓ級予選,15:05,15:00,7,https://keirin.kdreams.jp/kochi/racedetail/7420240103010010/?pageType=result,2026-08-28T12:08:40.290360+00:00,7-1-4/5-2/3-6,published,福ちゃん出版社,楽天Kドリームス 並び予想
7420240103010011,2024-01-03,高知競輪,11,Ｓ級予選,15:39,15:34,7,https://keirin.kdreams.jp/kochi/racedetail/7420240103010011/?pageType=result,2026-08-28T12:08:41.855865+00:00,1-4-7/6-2/5-3,published,福ちゃん出版社,楽天Kドリームス 並び予想
3720240106010006,2024-01-06,伊東競輪,6,Ｓ級予選,17:39,17:34,7,https://keirin.kdreams.jp/ito/racedetail/3720240106010006/?pageType=result,2026-08-28T12:08:43.682695+00:00,7-1-6/5-2/3-4,published,ひかり・小田競,楽天Kドリームス 並び予想
3720240106010007,2024-01-06,伊東競輪,7,Ｓ級予選,18:05,18:00,7,https://keirin.kdreams.jp/ito/racedetail/3720240106010007/?pageType=result,2026-08-28T12:08:45.422270+00:00,4-1-5/6-2/7-3,published,ひかり・小田競,楽天Kドリームス 並び予想
3720240106010008,2024-01-06,伊東競輪,8,Ｓ級予選,18:32,18:27,7,https://keirin.kdreams.jp/ito/racedetail/3720240106010008/?pageType=result,2026-08-28T12:08:47.211044+00:00,7-2-4/1-5/3-6,published,ひかり・小田競,楽天Kドリームス 並び予想
3720240106010009,2024-01-06,伊東競輪,9,Ｓ級予選,18:59,18:54,7,https://keirin.kdreams.jp/ito/racedetail/3720240106010009/?pageType=result,2026-08-28T12:08:48.977616+00:00,1-4-7/5-3/2/6,published,ひかり・小田競,楽天Kドリームス 並び予想
3720240106010010,2024-01-06,伊東競輪,10,Ｓ級予選,19:27,19:22,7,https://keirin.kdreams.jp/ito/racedetail/3720240106010010/?pageType=result,2026-08-28T12:08:50.769680+00:00,2-7/6-1/5-3-4,published,ひかり・小田競,楽天Kドリームス 並び予想
3720240106010011,2024-01-06,伊東競輪,11,Ｓ級予選,19:55,19:50,7,https://keirin.kdreams.jp/ito/racedetail/3720240106010011/?pageType=result,2026-08-28T12:08:52.518411+00:00,3-4-1/6/5-2-7,published,ひかり・小田競,楽天Kドリームス 並び予想
5620240107010006,2024-01-07,岸和田競輪,6,Ｓ級予選,13:08,13:03,7,https://keirin.kdreams.jp/kishiwada/racedetail/5620240107010006/?pageType=result,2026-08-28T12:08:54.425579+00:00,1-7-5/4-2/6-3,published,競輪研究,楽天Kドリームス 並び予想
5620240107010007,2024-01-07,岸和田競輪,7,Ｓ級予選,13:38,13:33,7,https://keirin.kdreams.jp/kishiwada/racedetail/5620240107010007/?pageType=result,2026-08-28T12:08:57.279470+00:00,5-1-6/7-2/4-3,published,競輪研究,楽天Kドリームス 並び予想
5620240107010008,2024-01-07,岸和田競輪,8,Ｓ級予選,14:08,14:03,7,https://keirin.kdreams.jp/kishiwada/racedetail/5620240107010008/?pageType=result,2026-08-28T12:08:59.164032+00:00,3-5-6/7/4-1-2,published,競輪研究,楽天Kドリームス 並び予想
5620240107010009,2024-01-07,岸和田競輪,9,Ｓ級予選,14:39,14:34,7,https://keirin.kdreams.jp/kishiwada/racedetail/5620240107010009/?pageType=result,2026-08-28T12:09:00.946342+00:00,5-1/6-3/4-2-7,published,競輪研究,楽天Kドリームス 並び予想
5620240107010010,2024-01-07,岸和田競輪,10,Ｓ級予選,15:10,15:05,7,https://keirin.kdreams.jp/kishiwada/racedetail/5620240107010010/?pageType=result,2026-08-28T12:09:02.722394+00:00,1-5-6/3-4/7-2,published,競輪研究,楽天Kドリームス 並び予想
5620240107010011,2024-01-07,岸和田競輪,11,Ｓ級予選,15:42,15:37,7,https://keirin.kdreams.jp/kishiwada/racedetail/5620240107010011/?pageType=result,2026-08-28T12:09:04.722272+00:00,4-1/5-2-6/7-3,published,競輪研究,楽天Kドリームス 並び予想
7520240108010008,2024-01-08,松山競輪,8,Ｓ級予選,18:25,18:20,7,https://keirin.kdreams.jp/matsuyama/racedetail/7520240108010008/?pageType=result,2026-08-28T12:09:06.479920+00:00,2-4/7-1-6/5-3,published,金星社,楽天Kドリームス 並び予想
7520240108010009,2024-01-08,松山競輪,9,Ｓ級予選,18:53,18:48,7,https://keirin.kdreams.jp/matsuyama/racedetail/7520240108010009/?pageType=result,2026-08-28T12:09:08.326384+00:00,5-1-3-6/7-2-4,published,金星社,楽天Kドリームス 並び予想
7520240108010010,2024-01-08,松山競輪,10,Ｓ級予選,19:21,19:16,7,https://keirin.kdreams.jp/matsuyama/racedetail/7520240108010010/?pageType=result,2026-08-28T12:09:11.151098+00:00,4-1-7/3/6-2-5,published,金星社,楽天Kドリームス 並び予想
7520240108010011,2024-01-08,松山競輪,11,Ｓ級予選,19:53,19:48,7,https://keirin.kdreams.jp/matsuyama/racedetail/7520240108010011/?pageType=result,2026-08-28T12:09:14.452521+00:00,3-5-7/4/6-1-2,published,金星社,楽天Kドリームス 並び予想
3620240110010006,2024-01-10,小田原競輪,6,Ｓ級予選,13:07,13:02,7,https://keirin.kdreams.jp/odawara/racedetail/3620240110010006/?pageType=result,2026-08-28T12:09:17.436658+00:00,5-1/6-2/7-4-3,published,小田競・サイクル,楽天Kドリームス 並び予想
3620240110010007,2024-01-10,小田原競輪,7,Ｓ級予選,13:36,13:31,7,https://keirin.kdreams.jp/odawara/racedetail/3620240110010007/?pageType=result,2026-08-28T12:09:19.356893+00:00,2-7/1-4-6/3-5,published,小田競・サイクル,楽天Kドリームス 並び予想
3620240110010008,2024-01-10,小田原競輪,8,Ｓ級予選,14:05,14:00,7,https://keirin.kdreams.jp/odawara/racedetail/3620240110010008/?pageType=result,2026-08-28T12:09:21.268878+00:00,5-2/7-1-6/4-3,published,小田競・サイクル,楽天Kドリームス 並び予想
