race_id,purchased,reason,winner,winner_selected,winner_kind,stake_yen,payout_yen,profit_yen,ticket_count,main_count,middle_count,hole_count,middle_candidates,hole_candidates,min_hit_roi_pct,tickets
1120240529010009,1,,1-2-7,0,,400,0,-400,3,1,2,0,2,0,130.0,main:1-5-7@2.6x2u | middle:4-5-7@10.8x1u | middle:5-6-7@67.8x1u
1120240529010010,1,,1-4-5,1,main,500,540.0,40.0,3,1,1,1,1,1,108.0,main:1-4-5@2.7x2u | middle:1-2-4@3.7x2u | hole:2-3-4@46.2x1u
1120240529010011,1,,1-3-6,1,middle,700,870.0,170.0,3,1,1,1,1,1,102.857143,main:1-3-5@2.4x3u | middle:1-3-6@2.9x3u | hole:1-2-6@35.6x1u
1120240819010008,1,,1-5-7,0,,700,0,-700,6,1,3,2,3,2,145.714286,main:2-4-5@5.1x2u | middle:2-4-7@29.6x1u | middle:3-4-5@54.4x1u | middle:4-5-6@74.0x1u | hole:1-3-4@17.7x1u | hole:4-6-7@234.9x1u
1120240819010009,1,,2-3-5,0,,600,0,-600,3,1,1,1,1,1,106.666667,main:2-3-7@1.6x4u | middle:2-3-6@11.8x1u | hole:2-4-6@79.3x1u
1120240819010010,1,,2-5-7,1,hole,500,2120.0,1620.0,4,1,1,2,1,2,118.0,main:1-5-6@3.2x2u | middle:1-2-5@5.9x1u | hole:2-5-7@21.2x1u | hole:2-3-7@16.2x1u
1120240819010011,1,,1-2-4,0,,400,0,-400,3,1,0,2,0,2,110.0,main:1-4-5@2.2x2u | hole:2-3-6@18.6x1u | hole:1-3-7@90.6x1u
1120241001010006,1,,1-4-5,0,,500,0,-500,5,1,1,3,1,3,106.0,main:2-3-5@5.3x1u | middle:3-5-6@61.9x1u | hole:1-2-4@7.0x1u | hole:2-4-6@29.5x1u | hole:1-4-7@71.4x1u
1120241001010007,1,,1-2-7,0,,600,0,-600,5,1,2,2,2,2,133.333333,main:2-4-7@4.0x2u | middle:2-3-4@58.9x1u | middle:4-5-7@56.9x1u | hole:3-4-5@29.0x1u | hole:3-4-6@172.1x1u
1120241001010008,1,,3-4-7,0,,500,0,-500,4,1,3,0,3,0,108.0,main:1-3-5@2.7x2u | middle:1-2-5@15.3x1u | middle:3-5-7@14.0x1u | middle:1-5-6@45.0x1u
1120241001010009,1,,1-3-5,1,main,600,750.0,150.0,4,1,1,2,1,2,125.0,main:1-3-5@2.5x3u | middle:1-3-6@25.3x1u | hole:2-4-7@15.0x1u | hole:2-6-7@117.9x1u
1120241001010010,1,,1-4-7,1,main,3700,3720.0,20.0,5,1,3,1,3,1,100.540541,main:1-4-7@1.2x31u | middle:3-4-7@70.0x1u | middle:1-4-6@105.4x1u | middle:4-5-7@15.5x3u | hole:3-5-7@100.1x1u
1120241001010011,1,,1-3-4,0,,500,0,-500,4,1,0,3,0,3,108.0,main:1-2-4@2.7x2u | hole:1-3-7@11.1x1u | hole:1-3-5@16.9x1u | hole:3-5-7@33.0x1u
1120241028010008,1,,3-5-7,0,,200,0,-200,2,1,1,0,1,0,225.0,main:3-4-5@4.5x1u | middle:3-5-6@21.1x1u
1120241028010009,1,,1-3-5,0,,1000,0,-1000,9,1,2,6,2,6,116.0,main:2-5-7@5.8x2u | middle:1-2-7@14.4x1u | middle:5-6-7@41.1x1u | hole:3-4-5@25.3x1u | hole:1-4-5@11.6x1u | hole:4-6-7@74.1x1u | hole:1-3-4@40.8x1u | hole:2-3-6@300.9x1u | hole:1-6-7@86.4x1u
1120241028010010,1,,1-5-7,1,main,800,850.0,50.0,4,1,3,0,3,0,106.25,main:1-5-7@1.7x5u | middle:1-2-7@22.5x1u | middle:1-3-5@24.0x1u | middle:1-5-6@35.9x1u
1120241028010011,1,,1-4-7,1,main,4500,4510.0,10.0,4,1,3,0,3,0,100.222222,main:1-4-7@1.1x41u | middle:1-5-7@23.0x2u | middle:1-2-7@68.1x1u | middle:1-6-7@124.0x1u
1220240619010006,1,,1-2-5,1,middle,700,1200.0,500.0,4,1,3,0,3,0,114.285714,main:1-2-4@4.0x2u | middle:1-2-5@6.0x2u | middle:1-4-7@5.0x2u | middle:1-3-4@24.7x1u
1220240619010007,1,,2-5-7,0,,800,0,-800,6,1,3,2,3,2,115.0,main:1-3-7@4.6x2u | middle:1-3-4@7.0x2u | middle:1-5-7@30.3x1u | middle:1-6-7@10.1x1u | hole:3-4-5@35.3x1u | hole:2-3-4@10.4x1u
1220240619010008,1,,1-2-7,1,main,1000,1110.0,110.0,7,1,2,4,2,4,106.0,main:1-2-7@3.7x3u | middle:2-5-7@5.3x2u | middle:2-6-7@13.2x1u | hole:1-3-5@18.2x1u | hole:1-5-6@384.9x1u | hole:1-3-6@357.4x1u | hole:3-4-6@476.5x1u
1220240619010009,1,,1-3-5,0,,200,0,-200,2,1,1,0,1,0,120.0,main:3-4-5@2.4x1u | middle:2-3-5@12.3x1u
1220240619010010,1,,1-4-7,1,main,2200,2280.0,80.0,5,1,3,1,3,1,103.636364,main:1-4-7@1.9x12u | middle:1-5-7@12.6x2u | middle:1-2-7@4.0x6u | middle:1-6-7@37.0x1u | hole:2-5-7@37.1x1u
1220240619010011,1,,1-2-5,0,,500,0,-500,3,1,2,0,2,0,108.0,main:1-5-7@1.8x3u | middle:1-4-5@5.7x1u | middle:1-3-5@15.1x1u
1220240704010008,1,,1-4-7,1,main,1400,1440.0,40.0,5,1,3,1,3,1,102.857143,main:1-4-7@1.6x9u | middle:4-5-7@8.8x2u | middle:2-4-7@34.2x1u | middle:1-3-4@63.2x1u | hole:3-4-5@33.2x1u
1220240704010009,1,,1-3-4,1,middle,200,530.0,330.0,2,1,1,0,1,0,200.0,main:2-3-4@4.0x1u | middle:1-3-4@5.3x1u
1220240704010010,1,,3-4-7,1,middle,400,640.0,240.0,4,1,3,0,3,0,102.5,main:2-4-7@4.1x1u | middle:3-4-7@6.4x1u | middle:4-6-7@21.6x1u | middle:1-2-4@16.0x1u
1220240704010011,1,,1-5-7,1,main,3100,3120.0,20.0,5,1,1,3,1,3,100.645161,main:1-5-7@1.3x24u | middle:1-2-5@7.8x4u | hole:3-4-5@48.1x1u | hole:2-3-5@72.9x1u | hole:2-3-4@100.3x1u
1220240716010006,1,,1-4-5,1,main,300,510.0,210.0,3,1,1,1,1,1,163.333333,main:1-4-5@5.1x1u | middle:1-2-5@4.9x1u | hole:1-3-6@24.2x1u
1220240716010007,1,,3-4-7,0,,500,0,-500,4,1,3,0,3,0,112.0,main:3-5-7@2.8x2u | middle:1-3-5@13.1x1u | middle:2-3-7@29.6x1u | middle:3-6-7@32.0x1u
1220240716010008,1,,1-3-7,0,,700,0,-700,6,1,0,5,0,5,102.857143,main:3-4-6@3.6x2u | hole:1-4-7@23.7x1u | hole:2-4-5@24.3x1u | hole:2-5-7@33.3x1u | hole:1-2-7@35.2x1u | hole:1-5-7@18.0x1u
1220240716010009,1,,1-5-7,0,,200,0,-200,2,1,0,1,0,1,205.0,main:2-4-7@4.1x1u | hole:1-3-5@7.0x1u
1220240716010010,1,,2-3-5,1,hole,600,810.0,210.0,4,1,1,2,1,2,126.666667,main:3-4-7@3.8x2u | middle:3-5-7@4.6x2u | hole:2-3-5@8.1x1u | hole:2-3-6@63.4x1u
1220240716010011,1,,1-4-5,1,main,3400,3420.0,20.0,6,1,2,3,3,3,100.588235,main:1-4-5@1.9x18u | middle:2-4-5@4.5x8u | middle:4-5-7@7.5x5u | hole:2-5-7@114.2x1u | hole:3-5-7@39.6x1u | hole:2-4-6@76.1x1u
1220240813010006,1,,1-3-4,0,,600,0,-600,5,1,3,1,3,1,116.666667,main:3-5-7@3.5x2u | middle:3-4-5@16.3x1u | middle:1-3-7@40.9x1u | middle:3-6-7@51.3x1u | hole:2-5-6@57.5x1u
1220240813010007,1,,1-4-5,0,,300,0,-300,3,1,2,0,2,0,126.666667,main:1-3-4@3.8x1u | middle:1-3-5@15.4x1u | middle:3-4-6@11.4x1u
1220240813010008,1,,1-5-6,1,hole,500,2320.0,1820.0,5,1,1,3,1,3,148.0,main:3-4-7@7.4x1u | middle:3-6-7@23.9x1u | hole:1-5-6@23.2x1u | hole:1-2-5@7.8x1u | hole:1-2-6@26.6x1u
1220240813010009,1,,2-5-7,1,main,900,1050.0,150.0,6,1,2,3,2,3,116.666667,main:2-5-7@3.5x3u | middle:1-2-5@24.5x1u | middle:2-6-7@50.6x1u | hole:1-2-4@7.6x2u | hole:1-3-4@22.0x1u | hole:1-2-6@130.4x1u
1220240813010010,1,,2-5-7,0,,700,0,-700,5,1,3,1,3,1,111.428571,main:1-4-5@2.6x3u | middle:1-3-5@9.4x1u | middle:1-5-6@21.0x1u | middle:4-5-7@83.8x1u | hole:1-2-6@26.4x1u
1220240813010011,1,,2-3-5,0,,200,0,-200,2,1,0,1,0,1,125.0,main:1-4-7@2.5x1u | hole:1-3-5@16.5x1u
1220240830010008,1,,1-3-7,0,,400,0,-400,4,1,1,2,1,2,122.5,main:1-5-7@4.9x1u | middle:1-5-6@17.0x1u | hole:3-4-7@9.7x1u | hole:1-3-6@48.0x1u
1220240830010009,1,,3-4-5,1,middle,1100,2110.0,1010.0,9,1,3,5,3,5,117.272727,main:2-3-5@4.3x3u | middle:3-4-5@21.1x1u | middle:1-2-5@33.1x1u | middle:2-3-6@103.1x1u | hole:1-3-4@30.1x1u | hole:1-3-6@142.4x1u | hole:1-5-7@69.0x1u | hole:3-6-7@169.4x1u | hole:1-4-6@233.3x1u
1220240830010010,1,,1-5-7,1,middle,1400,1520.0,120.0,7,1,3,3,3,3,103.571429,main:1-4-7@3.0x5u | middle:1-5-7@3.8x4u | middle:1-3-4@74.2x1u | middle:2-4-7@128.8x1u | hole:1-2-5@14.5x1u | hole:2-5-6@36.9x1u | hole:1-3-5@44.8x1u
1220240830010011,1,,2-4-5,0,,2500,0,-2500,5,1,3,1,3,1,100.8,main:1-3-4@1.8x14u | middle:1-2-4@3.2x8u | middle:1-4-5@27.9x1u | middle:1-4-6@30.9x1u | hole:2-4-6@78.6x1u
1220241015010006,1,,2-3-7,1,middle,1000,1110.0,110.0,7,1,3,3,3,3,111.0,main:2-3-4@3.8x3u | middle:2-3-7@11.1x1u | middle:1-2-3@27.7x1u | middle:3-4-6@30.4x1u | hole:2-5-7@7.5x2u | hole:2-5-6@62.3x1u | hole:3-6-7@182.8x1u
1220241015010007,1,,2-5-7,0,,600,0,-600,5,1,3,1,3,1,140.0,main:1-2-4@4.2x2u | middle:1-4-7@11.6x1u | middle:1-3-4@8.7x1u | middle:2-4-5@16.3x1u | hole:2-6-7@87.8x1u
1220241015010008,1,,1-4-5,1,main,500,580.0,80.0,4,1,2,1,2,1,116.0,main:1-4-5@2.9x2u | middle:1-2-5@15.8x1u | middle:1-5-6@37.8x1u | hole:3-4-7@100.0x1u
1220241015010009,1,,1-4-7,0,,1100,0,-1100,5,1,2,2,2,2,104.545455,main:1-3-4@2.3x5u | middle:1-3-7@4.4x3u | middle:1-2-3@13.5x1u | hole:2-5-7@18.0x1u | hole:2-6-7@120.5x1u
1220241015010010,1,,2-4-5,1,main,800,880.0,80.0,6,1,2,3,2,3,110.0,main:2-4-5@4.4x2u | middle:2-5-7@5.7x2u | middle:1-2-5@12.0x1u | hole:1-3-7@16.5x1u | hole:3-5-6@80.2x1u | hole:1-6-7@42.8x1u
1220241015010011,1,,1-2-7,0,,1700,0,-1700,5,1,2,2,2,2,104.117647,main:1-4-5@2.0x9u | middle:1-5-7@3.6x5u | middle:1-5-6@27.4x1u | hole:3-5-7@17.7x1u | hole:3-6-7@145.6x1u
1220241023010008,1,,1-2-7,1,main,600,960.0,360.0,5,1,2,2,2,2,160.0,main:1-2-7@4.8x2u | middle:1-4-7@16.4x1u | middle:1-3-7@27.7x1u | hole:3-5-6@253.4x1u | hole:1-4-5@45.3x1u
1220241023010009,1,,1-2-4,0,,400,0,-400,4,1,2,1,2,1,115.0,main:2-5-7@4.6x1u | middle:2-4-5@22.0x1u | middle:2-6-7@84.9x1u | hole:3-5-6@360.9x1u
1220241023010010,1,,1-6-7,1,middle,3400,3470.0,70.0,8,1,3,4,3,4,101.470588,main:1-5-7@1.5x23u | middle:1-2-7@19.2x2u | middle:1-4-7@13.8x3u | middle:1-6-7@34.7x1u | hole:1-2-6@34.6x1u | hole:1-3-4@23.9x2u | hole:2-3-4@52.4x1u | hole:2-4-6@76.8x1u
1220241023010011,1,,2-3-5,1,main,1100,1320.0,220.0,8,1,2,5,2,5,114.545455,main:2-3-5@4.4x3u | middle:3-5-6@6.3x2u | middle:2-3-7@21.1x1u | hole:1-3-7@94.7x1u | hole:2-6-7@118.9x1u | hole:1-3-4@19.1x1u | hole:3-4-6@101.9x1u | hole:1-6-7@362.7x1u
1320240116010006,1,,1-4-5,0,,200,0,-200,2,1,1,0,1,0,190.0,main:1-4-7@3.8x1u | middle:1-4-6@21.4x1u
1320240116010007,1,,1-3-4,0,,600,0,-600,6,1,2,3,2,3,133.333333,main:1-2-7@8.0x1u | middle:1-2-6@43.9x1u | middle:2-3-7@16.9x1u | hole:1-4-6@15.8x1u | hole:3-4-5@31.2x1u | hole:3-5-6@87.6x1u
1320240116010008,1,,1-5-6,0,,200,0,-200,2,1,1,0,1,0,230.0,main:1-2-5@4.6x1u | middle:2-5-7@8.0x1u
1320240116010009,1,,1-3-7,0,,600,0,-600,4,1,2,1,2,1,103.333333,main:2-3-7@3.1x2u | middle:1-2-7@4.7x2u | middle:2-4-7@40.1x1u | hole:1-5-6@8.3x1u
1320240116010010,1,,2-4-6,0,,700,0,-700,6,1,2,3,2,3,117.142857,main:3-5-7@4.1x2u | middle:1-3-7@60.6x1u | middle:3-4-5@16.6x1u | hole:2-3-4@8.2x1u | hole:1-2-4@15.8x1u | hole:2-3-6@74.6x1u
1320240116010011,1,,1-3-7,1,middle,400,980.0,580.0,3,1,1,1,1,1,125.0,main:1-5-7@2.5x2u | middle:1-3-7@9.8x1u | hole:2-3-5@44.8x1u
1320240202010006,1,,3-4-5,0,,400,0,-400,3,1,2,0,2,0,150.0,main:1-3-5@3.0x2u | middle:1-3-4@12.2x1u | middle:1-5-6@44.6x1u
1320240202010007,1,,1-4-5,0,,500,0,-500,4,1,2,1,2,1,108.0,main:3-4-5@2.7x2u | middle:2-3-5@18.0x1u | middle:4-5-6@83.7x1u | hole:1-5-7@98.7x1u
1320240202010008,1,,3-4-7,0,,200,0,-200,2,1,1,0,1,0,185.0,main:3-5-7@3.7x1u | middle:2-3-7@15.2x1u
1320240202010009,1,,3-4-7,1,main,1400,1560.0,160.0,6,1,3,2,3,2,108.571429,main:3-4-7@2.6x6u | middle:4-5-7@3.8x4u | middle:4-6-7@35.1x1u | middle:1-3-7@158.7x1u | hole:1-4-6@63.3x1u | hole:2-4-6@143.0x1u
1320240202010010,1,,2-5-7,1,middle,1000,2940.0,1940.0,4,1,3,0,3,0,105.0,main:2-4-5@1.5x7u | middle:3-4-5@36.3x1u | middle:2-5-7@29.4x1u | middle:4-5-6@53.9x1u
1320240202010011,1,,1-5-7,1,main,500,510.0,10.0,3,1,2,0,2,0,102.0,main:1-5-7@1.7x3u | middle:1-3-5@5.8x1u | middle:1-2-5@16.7x1u
1320240301010006,1,,3-4-6,0,,500,0,-500,4,1,1,2,1,2,124.0,main:2-4-7@3.1x2u | middle:2-5-7@23.9x1u | hole:3-4-5@10.1x1u | hole:3-6-7@78.1x1u
1320240301010007,1,,1-3-7,1,main,600,680.0,80.0,5,1,2,2,2,2,113.333333,main:1-3-7@3.4x2u | middle:1-6-7@20.6x1u | middle:3-5-7@17.4x1u | hole:4-5-7@46.9x1u | hole:4-6-7@189.3x1u
1320240301010008,1,,2-3-5,0,,800,0,-800,6,1,1,4,1,4,123.75,main:1-4-5@3.3x3u | middle:1-5-6@49.4x1u | hole:3-5-7@20.6x1u | hole:1-3-6@76.1x1u | hole:2-4-7@84.0x1u | hole:1-6-7@99.7x1u
1320240301010009,1,,1-5-6,1,hole,4900,6810.0,1910.0,8,1,4,3,4,3,100.816327,main:3-5-7@2.6x19u | middle:1-5-7@4.7x11u | middle:2-5-7@8.4x6u | middle:5-6-7@19.6x3u | middle:4-5-7@17.2x3u | hole:1-5-6@22.7x3u | hole:1-2-6@30.5x2u | hole:1-2-4@33.3x2u
1320240301010010,1,,1-2-4,0,,600,0,-600,3,1,2,0,2,0,106.666667,main:2-3-7@1.6x4u | middle:2-6-7@31.5x1u | middle:2-3-4@59.1x1u
1320240301010011,1,,1-2-4,0,,2100,0,-2100,8,1,2,5,2,5,102.857143,main:1-4-5@1.8x12u | middle:1-4-7@8.3x3u | middle:1-4-6@24.4x1u | hole:3-4-7@24.7x1u | hole:2-3-4@74.7x1u | hole:2-4-6@109.9x1u | hole:1-6-7@165.4x1u | hole:2-3-6@169.3x1u
1320240405010008,1,,1-5-7,0,,800,0,-800,6,1,2,3,2,3,123.75,main:3-4-7@3.3x3u | middle:3-4-6@37.9x1u | middle:2-3-4@21.3x1u | hole:1-2-4@19.5x1u | hole:2-4-6@25.8x1u | hole:1-6-7@228.8x1u
1320240405010009,1,,1-5-7,0,,800,0,-800,7,1,2,4,2,4,117.5,main:1-3-7@4.7x2u | middle:3-6-7@65.8x1u | middle:1-2-3@32.8x1u | hole:2-3-5@21.0x1u | hole:2-3-6@112.8x1u | hole:3-4-6@117.4x1u | hole:2-5-6@130.1x1u
1320240405010010,1,,4-5-7,0,,1900,0,-1900,6,1,3,2,3,2,103.157895,main:2-4-5@2.5x8u | middle:2-3-4@4.9x4u | middle:1-2-4@6.7x3u | middle:2-5-7@38.3x1u | hole:2-3-7@16.7x2u | hole:3-6-7@190.7x1u
1320240405010011,1,,1-3-4,1,hole,800,1390.0,590.0,7,1,2,4,2,4,110.0,main:2-5-7@4.4x2u | middle:5-6-7@14.2x1u | middle:3-5-7@35.6x1u | hole:1-3-4@13.9x1u | hole:1-5-6@57.4x1u | hole:4-5-6@26.0x1u | hole:3-5-6@105.0x1u
1320240629010008,1,,1-3-7,0,,100,0,-100,1,1,0,0,0,0,390.0,main:1-4-7@3.9x1u
1320240629010009,1,,1-4-5,1,main,800,930.0,130.0,6,1,2,3,2,3,116.25,main:1-4-5@3.1x3u | middle:1-5-7@12.9x1u | middle:2-4-5@99.1x1u | hole:2-3-7@13.4x1u | hole:2-3-6@88.1x1u | hole:2-6-7@96.1x1u
1320240629010010,1,,1-2-7,0,,900,0,-900,7,1,2,4,2,4,104.444444,main:2-4-7@4.7x2u | middle:2-3-7@7.2x2u | middle:4-6-7@27.9x1u | hole:3-5-7@15.4x1u | hole:1-3-5@62.3x1u | hole:4-5-6@86.9x1u | hole:1-3-6@93.2x1u
1320240629010011,1,,1-4-5,1,middle,3300,3360.0,60.0,5,1,2,2,2,2,101.818182,main:2-4-5@2.4x14u | middle:3-4-5@5.0x7u | middle:1-4-5@5.6x6u | hole:1-3-4@9.1x4u | hole:1-3-7@21.0x2u
1320240914010006,1,,3-4-5,1,main,300,380.0,80.0,3,1,1,1,1,1,126.666667,main:3-4-5@3.8x1u | middle:3-5-6@23.3x1u | hole:1-4-6@48.3x1u
1320240914010007,1,,1-2-7,1,middle,1100,1920.0,820.0,8,1,2,5,2,5,103.636364,main:2-5-7@3.8x3u | middle:2-5-6@12.4x1u | middle:1-2-7@9.6x2u | hole:3-4-7@12.9x1u | hole:1-4-7@21.6x1u | hole:1-3-4@51.0x1u | hole:3-4-6@143.9x1u | hole:1-6-7@160.7x1u
1320240914010008,1,,2-3-7,0,,400,0,-400,3,1,0,2,0,2,150.0,main:3-4-5@3.0x2u | hole:2-5-7@23.5x1u | hole:1-2-6@44.9x1u
1320240914010009,1,,1-4-5,1,main,200,230.0,30.0,2,1,1,0,1,0,115.0,main:1-4-5@2.3x1u | middle:1-3-4@9.9x1u
1320240914010010,1,,2-5-7,1,main,1200,1250.0,50.0,6,1,3,2,3,2,104.166667,main:2-5-7@2.5x5u | middle:2-3-7@15.1x1u | middle:1-5-7@14.1x1u | middle:2-6-7@5.3x3u | hole:1-2-6@184.8x1u | hole:2-4-6@205.2x1u
1320240914010011,1,,1-5-7,1,main,1100,1120.0,20.0,4,1,3,0,3,0,101.818182,main:1-5-7@1.6x7u | middle:1-4-7@11.5x1u | middle:1-2-7@6.2x2u | middle:5-6-7@49.2x1u
1320241130010008,1,,1-2-7,0,,300,0,-300,3,1,0,2,0,2,103.333333,main:1-4-7@3.1x1u | hole:2-3-5@18.3x1u | hole:1-2-6@44.7x1u
1320241130010009,1,,2-3-4,1,main,300,410.0,110.0,3,1,2,0,2,0,136.666667,main:2-3-4@4.1x1u | middle:2-3-5@16.9x1u | middle:1-3-4@18.4x1u
1320241130010010,1,,1-4-7,1,main,700,780.0,80.0,4,1,2,1,2,1,111.428571,main:1-4-7@3.9x2u | middle:1-2-7@4.7x2u | middle:1-3-7@4.1x2u | hole:3-6-7@35.8x1u
2120240513010006,1,,1-3-5,1,main,700,820.0,120.0,5,1,1,3,1,3,117.142857,main:1-3-5@4.1x2u | middle:3-4-5@5.1x2u | hole:2-3-4@16.5x1u | hole:2-4-6@24.4x1u | hole:2-4-7@58.7x1u
2120240513010007,1,,1-3-7,1,middle,900,1120.0,220.0,6,1,4,1,4,1,114.444444,main:1-3-5@3.6x3u | middle:1-3-7@5.6x2u | middle:1-3-6@25.2x1u | middle:1-2-3@10.3x1u | middle:1-3-4@31.2x1u | hole:1-6-7@105.1x1u
2120240513010008,1,,3-4-7,1,main,300,380.0,80.0,2,1,0,1,0,1,126.666667,main:3-4-7@1.9x2u | hole:2-3-5@70.9x1u
2120240513010009,1,,2-6-7,0,,200,0,-200,2,1,1,0,1,0,175.0,main:2-3-5@3.5x1u | middle:2-4-5@3.8x1u
2120240513010011,1,,4-5-7,0,,700,0,-700,5,1,1,3,1,3,108.571429,main:1-5-7@3.8x2u | middle:1-4-5@5.4x2u | hole:4-6-7@218.4x1u | hole:2-4-5@57.8x1u | hole:2-6-7@49.7x1u
2120240614010006,1,,1-4-7,1,middle,300,520.0,220.0,3,1,2,0,2,0,116.666667,main:3-4-7@3.5x1u | middle:1-4-7@5.2x1u | middle:3-5-7@6.1x1u
2120240614010007,1,,1-2-7,0,,200,0,-200,2,1,1,0,1,0,130.0,main:1-2-5@2.6x1u | middle:1-4-5@22.7x1u
2120240614010008,1,,1-2-3,0,,400,0,-400,3,1,1,1,1,1,110.0,main:2-3-7@2.2x2u | middle:3-4-7@4.7x1u | hole:3-4-6@119.4x1u
2120240614010009,1,,1-2-5,1,main,100,280.0,180.0,1,1,0,0,0,0,280.0,main:1-2-5@2.8x1u
2120240614010010,1,,1-3-5,1,middle,300,340.0,40.0,3,1,2,0,2,0,113.333333,main:2-3-5@3.5x1u | middle:2-3-7@5.1x1u | middle:1-3-5@3.4x1u
2120240614010011,1,,2-4-5,1,middle,300,510.0,210.0,2,1,1,0,1,0,106.666667,main:2-5-7@1.6x2u | middle:2-4-5@5.1x1u
2120240729010006,1,,2-3-4,0,,500,0,-500,3,1,2,0,2,0,112.0,main:1-2-3@2.8x2u | middle:1-3-6@3.2x2u | middle:2-3-5@33.1x1u
2120240729010007,1,,3-5-7,0,,300,0,-300,3,1,2,0,2,0,156.666667,main:2-3-4@4.7x1u | middle:2-3-7@17.5x1u | middle:1-2-4@21.5x1u
2120240729010008,1,,1-2-4,0,,400,0,-400,3,1,1,1,1,1,115.0,main:2-4-5@2.3x2u | middle:1-2-5@15.7x1u | hole:1-5-7@20.2x1u
2120240729010009,1,,1-5-7,1,main,400,440.0,40.0,3,1,2,0,2,0,110.0,main:1-5-7@2.2x2u | middle:2-5-7@5.7x1u | middle:4-5-7@8.0x1u
2120240729010010,1,,1-3-7,0,,600,0,-600,3,1,2,0,2,0,106.666667,main:3-4-7@1.6x4u | middle:2-3-7@10.3x1u | middle:4-5-7@35.2x1u
