race_id,race_date,track,meeting_grade,race_no,race_type,start_time,deadline,source_url,captured_at_utc,car_no,player_name,player_profile,prefecture,age,term,class,style,gear,score,s_count,b_count,nige_count,makuri_count,sashi_count,mark_count,first_count,second_count,third_count,outside_count,win_rate,top2_rate,top3_rate,prediction_mark,evaluation,raw_row_json
2720240101010006,2024-01-01,京王閣競輪,F1,6,Ｓ級予選,17:49,17:44,https://keirin.kdreams.jp/keiokaku/racedetail/2720240101010006/?pageType=result,2026-08-31T03:13:34.068566+00:00,1,鈴木 薫,東 京/24/115,東京,24,115,S2,逃,3.92,97.83,3,9,2,0,2,0,2,2,2,13,10.5,21.0,31.5,×,5,"{""cells"": [""×"", """", ""5"", ""1"", ""1"", ""鈴木 薫 東 京/24/115"", ""S2"", ""逃"", ""3.92"", ""97.83"", ""3"", ""9"", ""2"", ""0"", ""2"", ""0"", ""2"", ""2"", ""2"", ""13"", ""10.5"", ""21.0"", ""31.5""], ""row_class"": [""n1""]}"
2720240101010006,2024-01-01,京王閣競輪,F1,6,Ｓ級予選,17:49,17:44,https://keirin.kdreams.jp/keiokaku/racedetail/2720240101010006/?pageType=result,2026-08-31T03:13:34.068566+00:00,2,泉 慶輔,宮 城/33/99,宮城,33,99,S2,追,3.92,99.63,4,0,0,0,2,1,1,2,1,7,9.0,27.2,36.3,○,4,"{""cells"": [""○"", """", ""4"", ""2"", ""2"", ""泉 慶輔 宮 城/33/99"", ""S2"", ""追"", ""3.92"", ""99.63"", ""4"", ""0"", ""0"", ""0"", ""2"", ""1"", ""1"", ""2"", ""1"", ""7"", ""9.0"", ""27.2"", ""36.3""], ""row_class"": [""n2""]}"
2720240101010006,2024-01-01,京王閣競輪,F1,6,Ｓ級予選,17:49,17:44,https://keirin.kdreams.jp/keiokaku/racedetail/2720240101010006/?pageType=result,2026-08-31T03:13:34.068566+00:00,3,真船 圭一郎,福 島/35/94,福島,35,94,S2,逃,3.92,97.52,6,7,2,2,2,0,1,5,3,12,4.7,28.5,42.8,△,5,"{""cells"": [""△"", """", ""5"", ""3"", ""3"", ""真船 圭一郎 福 島/35/94"", ""S2"", ""逃"", ""3.92"", ""97.52"", ""6"", ""7"", ""2"", ""2"", ""2"", ""0"", ""1"", ""5"", ""3"", ""12"", ""4.7"", ""28.5"", ""42.8""], ""row_class"": [""n3""]}"
2720240101010006,2024-01-01,京王閣競輪,F1,6,Ｓ級予選,17:49,17:44,https://keirin.kdreams.jp/keiokaku/racedetail/2720240101010006/?pageType=result,2026-08-31T03:13:34.068566+00:00,4,寺沼 拓摩,東 京/24/115,東京,24,115,S2,逃,3.93,103.66,0,2,0,1,2,1,1,3,1,5,10.0,40.0,50.0,注,4,"{""cells"": [""注"", """", ""4"", ""4"", ""4"", ""寺沼 拓摩 東 京/24/115"", ""S2"", ""逃"", ""3.93"", ""103.66"", ""0"", ""2"", ""0"", ""1"", ""2"", ""1"", ""1"", ""3"", ""1"", ""5"", ""10.0"", ""40.0"", ""50.0""], ""row_class"": [""n4""]}"
2720240101010006,2024-01-01,京王閣競輪,F1,6,Ｓ級予選,17:49,17:44,https://keirin.kdreams.jp/keiokaku/racedetail/2720240101010006/?pageType=result,2026-08-31T03:13:34.068566+00:00,5,大槻 寛徳,宮 城/44/85,宮城,44,85,S2,追,3.92,107.00,10,0,0,0,10,2,7,5,1,15,25.0,42.8,46.4,◎,3,"{""cells"": [""◎"", """", ""3"", ""5"", ""5"", ""大槻 寛徳 宮 城/44/85"", ""S2"", ""追"", ""3.92"", ""107.00"", ""10"", ""0"", ""0"", ""0"", ""10"", ""2"", ""7"", ""5"", ""1"", ""15"", ""25.0"", ""42.8"", ""46.4""], ""row_class"": [""n5""]}"
2720240101010006,2024-01-01,京王閣競輪,F1,6,Ｓ級予選,17:49,17:44,https://keirin.kdreams.jp/keiokaku/racedetail/2720240101010006/?pageType=result,2026-08-31T03:13:34.068566+00:00,6,矢島 一弥,群 馬/38/92,群馬,38,92,S2,追,3.92,90.66,1,0,0,0,0,1,0,1,1,4,0.0,16.6,33.3,▲,6,"{""cells"": [""▲"", """", ""6"", ""6"", ""6"", ""矢島 一弥 群 馬/38/92"", ""S2"", ""追"", ""3.92"", ""90.66"", ""1"", ""0"", ""0"", ""0"", ""0"", ""1"", ""0"", ""1"", ""1"", ""4"", ""0.0"", ""16.6"", ""33.3""], ""row_class"": [""n6""]}"
2720240101010007,2024-01-01,京王閣競輪,F1,7,Ｓ級予選,18:13,18:08,https://keirin.kdreams.jp/keiokaku/racedetail/2720240101010007/?pageType=result,2026-08-31T03:13:35.377959+00:00,1,川村 晃司,京 都/47/85,京都,47,85,S2,両,3.92,99.74,4,1,0,2,5,0,7,0,2,18,25.9,25.9,33.3,×,4,"{""cells"": [""×"", """", ""4"", ""1"", ""1"", ""川村 晃司 京 都/47/85"", ""S2"", ""両"", ""3.92"", ""99.74"", ""4"", ""1"", ""0"", ""2"", ""5"", ""0"", ""7"", ""0"", ""2"", ""18"", ""25.9"", ""25.9"", ""33.3""], ""row_class"": [""n1""]}"
2720240101010007,2024-01-01,京王閣競輪,F1,7,Ｓ級予選,18:13,18:08,https://keirin.kdreams.jp/keiokaku/racedetail/2720240101010007/?pageType=result,2026-08-31T03:13:35.377959+00:00,2,相澤 政宏,宮 城/44/99,宮城,44,99,S2,追,3.92,100.35,2,0,0,0,1,2,0,3,3,9,0.0,20.0,40.0,注,4,"{""cells"": [""注"", """", ""4"", ""2"", ""2"", ""相澤 政宏 宮 城/44/99"", ""S2"", ""追"", ""3.92"", ""100.35"", ""2"", ""0"", ""0"", ""0"", ""1"", ""2"", ""0"", ""3"", ""3"", ""9"", ""0.0"", ""20.0"", ""40.0""], ""row_class"": [""n2""]}"
2720240101010007,2024-01-01,京王閣競輪,F1,7,Ｓ級予選,18:13,18:08,https://keirin.kdreams.jp/keiokaku/racedetail/2720240101010007/?pageType=result,2026-08-31T03:13:35.377959+00:00,3,岡 光良,埼 玉/42/94,埼玉,42,94,S2,追,3.92,104.44,4,0,0,0,4,5,0,9,4,15,0.0,32.1,46.4,○,3,"{""cells"": [""○"", """", ""3"", ""3"", ""3"", ""岡 光良 埼 玉/42/94"", ""S2"", ""追"", ""3.92"", ""104.44"", ""4"", ""0"", ""0"", ""0"", ""4"", ""5"", ""0"", ""9"", ""4"", ""15"", ""0.0"", ""32.1"", ""46.4""], ""row_class"": [""n3""]}"
2720240101010007,2024-01-01,京王閣競輪,F1,7,Ｓ級予選,18:13,18:08,https://keirin.kdreams.jp/keiokaku/racedetail/2720240101010007/?pageType=result,2026-08-31T03:13:35.377959+00:00,4,吉田 昌司,茨 城/26/111,茨城,26,111,S2,逃,3.92,95.76,0,16,14,2,1,0,12,5,2,2,57.1,80.9,90.4,◎,5,"{""cells"": [""◎"", """", ""5"", ""4"", ""4"", ""吉田 昌司 茨 城/26/111"", ""S2"", ""逃"", ""3.92"", ""95.76"", ""0"", ""16"", ""14"", ""2"", ""1"", ""0"", ""12"", ""5"", ""2"", ""2"", ""57.1"", ""80.9"", ""90.4""], ""row_class"": [""n4""]}"
