race_id,race_date,track,race_no,race_type,ticket_type,bet_code,combination,payout_yen,popularity,status,result_source_url,result_source,captured_at_utc,raw_text
3720250101010008,2025-01-01,伊東競輪,8,Ｓ級予選,2車単,exacta,1-6,2650,13,paid,https://keirin.kdreams.jp/ito/racedetail/3720250101010008/?pageType=KS_RACE_CARD_PAGE_TYPE_SHOW_RESULT,楽天Kドリームス 結果・払戻金,2026-08-31T07:01:29.023496+00:00,"1-6 2,650円 (13)"
3720250101010008,2025-01-01,伊東競輪,8,Ｓ級予選,2枠単,frame_exacta,,,,not_offered,https://keirin.kdreams.jp/ito/racedetail/3720250101010008/?pageType=KS_RACE_CARD_PAGE_TYPE_SHOW_RESULT,楽天Kドリームス 結果・払戻金,2026-08-31T07:01:29.023496+00:00,未発売
3720250101010008,2025-01-01,伊東競輪,8,Ｓ級予選,2枠複,frame_quinella,,,,not_offered,https://keirin.kdreams.jp/ito/racedetail/3720250101010008/?pageType=KS_RACE_CARD_PAGE_TYPE_SHOW_RESULT,楽天Kドリームス 結果・払戻金,2026-08-31T07:01:29.023496+00:00,未発売
3720250101010008,2025-01-01,伊東競輪,8,Ｓ級予選,2車複,quinella,1=6,1820,8,paid,https://keirin.kdreams.jp/ito/racedetail/3720250101010008/?pageType=KS_RACE_CARD_PAGE_TYPE_SHOW_RESULT,楽天Kドリームス 結果・払戻金,2026-08-31T07:01:29.023496+00:00,"1=6 1,820円 (8)"
3720250101010008,2025-01-01,伊東競輪,8,Ｓ級予選,3連単,trifecta,1-6-2,5430,19,paid,https://keirin.kdreams.jp/ito/racedetail/3720250101010008/?pageType=KS_RACE_CARD_PAGE_TYPE_SHOW_RESULT,楽天Kドリームス 結果・払戻金,2026-08-31T07:01:29.023496+00:00,"1-6-2 5,430円 (19)"
3720250101010008,2025-01-01,伊東競輪,8,Ｓ級予選,3連複,trio,1=2=6,1350,7,paid,https://keirin.kdreams.jp/ito/racedetail/3720250101010008/?pageType=KS_RACE_CARD_PAGE_TYPE_SHOW_RESULT,楽天Kドリームス 結果・払戻金,2026-08-31T07:01:29.023496+00:00,"1=2=6 1,350円 (7)"
3720250101010008,2025-01-01,伊東競輪,8,Ｓ級予選,ワイド,wide,1=2,190,1,paid,https://keirin.kdreams.jp/ito/racedetail/3720250101010008/?pageType=KS_RACE_CARD_PAGE_TYPE_SHOW_RESULT,楽天Kドリームス 結果・払戻金,2026-08-31T07:01:29.023496+00:00,1=2 190円 (1)
3720250101010008,2025-01-01,伊東競輪,8,Ｓ級予選,ワイド,wide,1=6,760,12,paid,https://keirin.kdreams.jp/ito/racedetail/3720250101010008/?pageType=KS_RACE_CARD_PAGE_TYPE_SHOW_RESULT,楽天Kドリームス 結果・払戻金,2026-08-31T07:01:29.023496+00:00,1=6 760円 (12)
3720250101010008,2025-01-01,伊東競輪,8,Ｓ級予選,ワイド,wide,2=6,420,7,paid,https://keirin.kdreams.jp/ito/racedetail/3720250101010008/?pageType=KS_RACE_CARD_PAGE_TYPE_SHOW_RESULT,楽天Kドリームス 結果・払戻金,2026-08-31T07:01:29.023496+00:00,2=6 420円 (7)
3720250101010009,2025-01-01,伊東競輪,9,Ｓ級予選,2車単,exacta,1-6,3990,10,paid,https://keirin.kdreams.jp/ito/racedetail/3720250101010009/?pageType=KS_RACE_CARD_PAGE_TYPE_SHOW_RESULT,楽天Kドリームス 結果・払戻金,2026-08-31T07:01:31.362989+00:00,"1-6 3,990円 (10)"
