race_id,race_date,track,meeting_grade,race_no,race_type,start_time,deadline,entry_count,source_url,captured_at_utc
2220250101010011,2025-01-01,前橋競輪,F1,11,Ｓ級予選,16:06,16:01,7,https://keirin.kdreams.jp/maebashi/racedetail/2220250101010011/?pageType=result,2026-08-31T05:30:24.753926+00:00
2220250101010012,2025-01-01,前橋競輪,F1,12,Ｓ級初特選,16:40,16:35,7,https://keirin.kdreams.jp/maebashi/racedetail/2220250101010012/?pageType=result,2026-08-31T05:30:26.277849+00:00
5620241231020006,2025-01-01,岸和田競輪,F1,6,Ｓ級予選２,13:07,13:02,6,https://keirin.kdreams.jp/kishiwada/racedetail/5620241231020006/?pageType=result,2026-08-31T05:29:43.385780+00:00
5620241231020007,2025-01-01,岸和田競輪,F1,7,Ｓ級予選２,13:38,13:33,7,https://keirin.kdreams.jp/kishiwada/racedetail/5620241231020007/?pageType=result,2026-08-31T05:29:44.953904+00:00
5620241231020008,2025-01-01,岸和田競輪,F1,8,Ｓ級予選２,14:10,14:05,7,https://keirin.kdreams.jp/kishiwada/racedetail/5620241231020008/?pageType=result,2026-08-31T05:29:46.477105+00:00
5620241231020009,2025-01-01,岸和田競輪,F1,9,Ｓ級予選２,14:42,14:37,7,https://keirin.kdreams.jp/kishiwada/racedetail/5620241231020009/?pageType=result,2026-08-31T05:29:48.828814+00:00
5620241231020010,2025-01-01,岸和田競輪,F1,10,Ｓ級予選２,15:14,15:09,7,https://keirin.kdreams.jp/kishiwada/racedetail/5620241231020010/?pageType=result,2026-08-31T05:29:50.753871+00:00
5620241231020011,2025-01-01,岸和田競輪,F1,11,Ｓ級予選２,15:50,15:45,7,https://keirin.kdreams.jp/kishiwada/racedetail/5620241231020011/?pageType=result,2026-08-31T05:29:52.464660+00:00
5620241231020012,2025-01-01,岸和田競輪,F1,12,Ｓ級予選２,16:30,16:25,7,https://keirin.kdreams.jp/kishiwada/racedetail/5620241231020012/?pageType=result,2026-08-31T05:29:53.998796+00:00
8420241230030005,2025-01-01,武雄競輪,F1,5,Ｓ級一般,17:06,17:01,6,https://keirin.kdreams.jp/takeo/racedetail/8420241230030005/?pageType=result,2026-08-31T05:31:11.406152+00:00
8420241230030006,2025-01-01,武雄競輪,F1,6,Ｓ級一般,17:33,17:28,6,https://keirin.kdreams.jp/takeo/racedetail/8420241230030006/?pageType=result,2026-08-31T05:31:12.836474+00:00
8420241230030007,2025-01-01,武雄競輪,F1,7,Ｓ級一般,18:00,17:55,7,https://keirin.kdreams.jp/takeo/racedetail/8420241230030007/?pageType=result,2026-08-31T05:31:15.618917+00:00
8420241230030008,2025-01-01,武雄競輪,F1,8,Ｓ級特選,18:28,18:23,7,https://keirin.kdreams.jp/takeo/racedetail/8420241230030008/?pageType=result,2026-08-31T05:31:17.415335+00:00
8420241230030009,2025-01-01,武雄競輪,F1,9,Ｓ級特選,18:59,18:54,7,https://keirin.kdreams.jp/takeo/racedetail/8420241230030009/?pageType=result,2026-08-31T05:31:19.068377+00:00
8420241230030010,2025-01-01,武雄競輪,F1,10,Ｓ級特選,19:30,19:25,7,https://keirin.kdreams.jp/takeo/racedetail/8420241230030010/?pageType=result,2026-08-31T05:31:20.637220+00:00
8420241230030012,2025-01-01,武雄競輪,F1,12,Ｓ級決勝,20:35,20:30,7,https://keirin.kdreams.jp/takeo/racedetail/8420241230030012/?pageType=result,2026-08-31T05:31:22.135124+00:00
4520241231020006,2025-01-01,豊橋競輪,F1,6,Ｓ級一般,13:01,12:56,5,https://keirin.kdreams.jp/toyohashi/racedetail/4520241231020006/?pageType=result,2026-08-31T05:31:33.542621+00:00
4520241231020007,2025-01-01,豊橋競輪,F1,7,Ｓ級一般,13:32,13:27,6,https://keirin.kdreams.jp/toyohashi/racedetail/4520241231020007/?pageType=result,2026-08-31T05:31:35.867059+00:00
4520241231020008,2025-01-01,豊橋競輪,F1,8,Ｓ級選抜,14:04,13:59,7,https://keirin.kdreams.jp/toyohashi/racedetail/4520241231020008/?pageType=result,2026-08-31T05:31:37.904472+00:00
4520241231020009,2025-01-01,豊橋競輪,F1,9,Ｓ級選抜,14:36,14:31,7,https://keirin.kdreams.jp/toyohashi/racedetail/4520241231020009/?pageType=result,2026-08-31T05:31:39.578572+00:00
4520241231020010,2025-01-01,豊橋競輪,F1,10,Ｓ級準決勝,15:08,15:03,7,https://keirin.kdreams.jp/toyohashi/racedetail/4520241231020010/?pageType=result,2026-08-31T05:31:41.246525+00:00
4520241231020011,2025-01-01,豊橋競輪,F1,11,Ｓ級準決勝,15:42,15:37,7,https://keirin.kdreams.jp/toyohashi/racedetail/4520241231020011/?pageType=result,2026-08-31T05:31:42.840913+00:00
4520241231020012,2025-01-01,豊橋競輪,F1,12,Ｓ級準決勝,16:24,16:19,7,https://keirin.kdreams.jp/toyohashi/racedetail/4520241231020012/?pageType=result,2026-08-31T05:31:44.346023+00:00
3720250101020008,2025-01-02,伊東競輪,F1,8,Ｓ級一般,18:25,18:20,6,https://keirin.kdreams.jp/ito/racedetail/3720250101020008/?pageType=result,2026-08-31T05:29:17.259867+00:00
3720250101020009,2025-01-02,伊東競輪,F1,9,Ｓ級一般,18:53,18:48,6,https://keirin.kdreams.jp/ito/racedetail/3720250101020009/?pageType=result,2026-08-31T05:29:18.656434+00:00
3720250101020010,2025-01-02,伊東競輪,F1,10,Ｓ級準決勝,19:23,19:18,7,https://keirin.kdreams.jp/ito/racedetail/3720250101020010/?pageType=result,2026-08-31T05:29:20.185474+00:00
3720250101020011,2025-01-02,伊東競輪,F1,11,Ｓ級準決勝,19:53,19:48,7,https://keirin.kdreams.jp/ito/racedetail/3720250101020011/?pageType=result,2026-08-31T05:29:21.751743+00:00
3720250101020012,2025-01-02,伊東競輪,F1,12,Ｓ級準決勝,20:25,20:20,7,https://keirin.kdreams.jp/ito/racedetail/3720250101020012/?pageType=result,2026-08-31T05:29:23.243234+00:00
2220250101020005,2025-01-02,前橋競輪,F1,5,Ｓ級一般,13:26,13:21,7,https://keirin.kdreams.jp/maebashi/racedetail/2220250101020005/?pageType=result,2026-08-31T05:30:27.843762+00:00
2220250101020006,2025-01-02,前橋競輪,F1,6,Ｓ級一般,13:58,13:53,7,https://keirin.kdreams.jp/maebashi/racedetail/2220250101020006/?pageType=result,2026-08-31T05:30:29.353969+00:00
2220250101020007,2025-01-02,前橋競輪,F1,7,Ｓ級選抜,14:30,14:25,7,https://keirin.kdreams.jp/maebashi/racedetail/2220250101020007/?pageType=result,2026-08-31T05:30:30.900881+00:00
2220250101020008,2025-01-02,前橋競輪,F1,8,Ｓ級選抜,15:02,14:57,7,https://keirin.kdreams.jp/maebashi/racedetail/2220250101020008/?pageType=result,2026-08-31T05:30:32.423360+00:00
2220250101020009,2025-01-02,前橋競輪,F1,9,Ｓ級準決勝,15:34,15:29,7,https://keirin.kdreams.jp/maebashi/racedetail/2220250101020009/?pageType=result,2026-08-31T05:30:34.054221+00:00
2220250101020010,2025-01-02,前橋競輪,F1,10,Ｓ級準決勝,16:06,16:01,7,https://keirin.kdreams.jp/maebashi/racedetail/2220250101020010/?pageType=result,2026-08-31T05:30:36.542249+00:00
2220250101020011,2025-01-02,前橋競輪,F1,11,Ｓ級準決勝,16:40,16:35,7,https://keirin.kdreams.jp/maebashi/racedetail/2220250101020011/?pageType=result,2026-08-31T05:30:38.225176+00:00
5620241231030005,2025-01-02,岸和田競輪,F1,5,Ｓ級一般,13:07,13:02,6,https://keirin.kdreams.jp/kishiwada/racedetail/5620241231030005/?pageType=result,2026-08-31T05:29:55.370682+00:00
5620241231030006,2025-01-02,岸和田競輪,F1,6,Ｓ級一般,13:38,13:33,7,https://keirin.kdreams.jp/kishiwada/racedetail/5620241231030006/?pageType=result,2026-08-31T05:29:56.890819+00:00
5620241231030007,2025-01-02,岸和田競輪,F1,7,Ｓ級選抜,14:10,14:05,7,https://keirin.kdreams.jp/kishiwada/racedetail/5620241231030007/?pageType=result,2026-08-31T05:29:58.401369+00:00
5620241231030008,2025-01-02,岸和田競輪,F1,8,Ｓ級選抜,14:42,14:37,7,https://keirin.kdreams.jp/kishiwada/racedetail/5620241231030008/?pageType=result,2026-08-31T05:30:00.000647+00:00
5620241231030009,2025-01-02,岸和田競輪,F1,9,Ｓ級準決勝,15:14,15:09,7,https://keirin.kdreams.jp/kishiwada/racedetail/5620241231030009/?pageType=result,2026-08-31T05:30:01.578571+00:00
5620241231030010,2025-01-02,岸和田競輪,F1,10,Ｓ級準決勝,15:50,15:45,7,https://keirin.kdreams.jp/kishiwada/racedetail/5620241231030010/?pageType=result,2026-08-31T05:30:03.160131+00:00
5620241231030011,2025-01-02,岸和田競輪,F1,11,Ｓ級準決勝,16:30,16:25,7,https://keirin.kdreams.jp/kishiwada/racedetail/5620241231030011/?pageType=result,2026-08-31T05:30:04.721838+00:00
4520241231030005,2025-01-02,豊橋競輪,F1,5,Ｓ級一般,12:30,12:25,5,https://keirin.kdreams.jp/toyohashi/racedetail/4520241231030005/?pageType=result,2026-08-31T05:31:45.659987+00:00
4520241231030006,2025-01-02,豊橋競輪,F1,6,Ｓ級一般,13:01,12:56,5,https://keirin.kdreams.jp/toyohashi/racedetail/4520241231030006/?pageType=result,2026-08-31T05:31:48.074181+00:00
4520241231030007,2025-01-02,豊橋競輪,F1,7,Ｓ級一般,13:32,13:27,6,https://keirin.kdreams.jp/toyohashi/racedetail/4520241231030007/?pageType=result,2026-08-31T05:31:49.685863+00:00
4520241231030008,2025-01-02,豊橋競輪,F1,8,Ｓ級特選,14:04,13:59,7,https://keirin.kdreams.jp/toyohashi/racedetail/4520241231030008/?pageType=result,2026-08-31T05:31:51.313187+00:00
4520241231030009,2025-01-02,豊橋競輪,F1,9,Ｓ級特選,14:36,14:31,7,https://keirin.kdreams.jp/toyohashi/racedetail/4520241231030009/?pageType=result,2026-08-31T05:31:52.860956+00:00
4520241231030010,2025-01-02,豊橋競輪,F1,10,Ｓ級特選,15:08,15:03,7,https://keirin.kdreams.jp/toyohashi/racedetail/4520241231030010/?pageType=result,2026-08-31T05:31:56.256009+00:00
4520241231030012,2025-01-02,豊橋競輪,F1,12,Ｓ級決勝,16:24,16:19,7,https://keirin.kdreams.jp/toyohashi/racedetail/4520241231030012/?pageType=result,2026-08-31T05:31:59.082864+00:00
3720250101030006,2025-01-03,伊東競輪,F1,6,Ｓ級一般,17:35,17:30,6,https://keirin.kdreams.jp/ito/racedetail/3720250101030006/?pageType=result,2026-08-31T05:29:24.602762+00:00
3720250101030007,2025-01-03,伊東競輪,F1,7,Ｓ級一般,18:03,17:58,6,https://keirin.kdreams.jp/ito/racedetail/3720250101030007/?pageType=result,2026-08-31T05:29:27.227973+00:00
3720250101030008,2025-01-03,伊東競輪,F1,8,Ｓ級特選,18:31,18:26,7,https://keirin.kdreams.jp/ito/racedetail/3720250101030008/?pageType=result,2026-08-31T05:29:28.734088+00:00
3720250101030009,2025-01-03,伊東競輪,F1,9,Ｓ級特選,19:00,18:55,7,https://keirin.kdreams.jp/ito/racedetail/3720250101030009/?pageType=result,2026-08-31T05:29:31.388588+00:00
3720250101030012,2025-01-03,伊東競輪,F1,12,Ｓ級決勝,20:35,20:30,7,https://keirin.kdreams.jp/ito/racedetail/3720250101030012/?pageType=result,2026-08-31T05:29:33.147329+00:00
2220250101030004,2025-01-03,前橋競輪,F1,4,Ｓ級一般,12:55,12:50,7,https://keirin.kdreams.jp/maebashi/racedetail/2220250101030004/?pageType=result,2026-08-31T05:30:39.760600+00:00
2220250101030005,2025-01-03,前橋競輪,F1,5,Ｓ級一般,13:26,13:21,7,https://keirin.kdreams.jp/maebashi/racedetail/2220250101030005/?pageType=result,2026-08-31T05:30:41.286974+00:00
2220250101030006,2025-01-03,前橋競輪,F1,6,Ｓ級一般,13:58,13:53,7,https://keirin.kdreams.jp/maebashi/racedetail/2220250101030006/?pageType=result,2026-08-31T05:30:42.826076+00:00
2220250101030007,2025-01-03,前橋競輪,F1,7,Ｓ級特選,14:30,14:25,7,https://keirin.kdreams.jp/maebashi/racedetail/2220250101030007/?pageType=result,2026-08-31T05:30:44.344315+00:00
2220250101030008,2025-01-03,前橋競輪,F1,8,Ｓ級特選,15:02,14:57,7,https://keirin.kdreams.jp/maebashi/racedetail/2220250101030008/?pageType=result,2026-08-31T05:30:45.862749+00:00
2220250101030009,2025-01-03,前橋競輪,F1,9,Ｓ級特選,15:34,15:29,7,https://keirin.kdreams.jp/maebashi/racedetail/2220250101030009/?pageType=result,2026-08-31T05:30:47.460388+00:00
2220250101030011,2025-01-03,前橋競輪,F1,11,Ｓ級決勝,16:40,16:35,7,https://keirin.kdreams.jp/maebashi/racedetail/2220250101030011/?pageType=result,2026-08-31T05:30:48.981012+00:00
5620241231040004,2025-01-03,岸和田競輪,F1,4,Ｓ級一般,12:36,12:31,6,https://keirin.kdreams.jp/kishiwada/racedetail/5620241231040004/?pageType=result,2026-08-31T05:30:06.174191+00:00
5620241231040005,2025-01-03,岸和田競輪,F1,5,Ｓ級一般,13:07,13:02,6,https://keirin.kdreams.jp/kishiwada/racedetail/5620241231040005/?pageType=result,2026-08-31T05:30:07.554227+00:00
5620241231040006,2025-01-03,岸和田競輪,F1,6,Ｓ級一般,13:38,13:33,7,https://keirin.kdreams.jp/kishiwada/racedetail/5620241231040006/?pageType=result,2026-08-31T05:30:09.113924+00:00
5620241231040008,2025-01-03,岸和田競輪,F1,8,Ｓ級特選,14:42,14:37,7,https://keirin.kdreams.jp/kishiwada/racedetail/5620241231040008/?pageType=result,2026-08-31T05:30:10.747770+00:00
5620241231040009,2025-01-03,岸和田競輪,F1,9,Ｓ級特選,15:14,15:09,7,https://keirin.kdreams.jp/kishiwada/racedetail/5620241231040009/?pageType=result,2026-08-31T05:30:12.296013+00:00
5620241231040010,2025-01-03,岸和田競輪,F1,10,Ｓ級特選,15:50,15:45,7,https://keirin.kdreams.jp/kishiwada/racedetail/5620241231040010/?pageType=result,2026-08-31T05:30:13.910967+00:00
5620241231040011,2025-01-03,岸和田競輪,F1,11,Ｓ級決勝,16:30,16:25,7,https://keirin.kdreams.jp/kishiwada/racedetail/5620241231040011/?pageType=result,2026-08-31T05:30:15.473848+00:00
7420250103010008,2025-01-03,高知競輪,F1,8,Ｓ級予選,14:19,14:14,7,https://keirin.kdreams.jp/kochi/racedetail/7420250103010008/?pageType=result,2026-08-31T05:32:01.124355+00:00
7420250103010009,2025-01-03,高知競輪,F1,9,Ｓ級予選,14:51,14:46,7,https://keirin.kdreams.jp/kochi/racedetail/7420250103010009/?pageType=result,2026-08-31T05:32:02.993621+00:00
7420250103010010,2025-01-03,高知競輪,F1,10,Ｓ級予選,15:23,15:18,7,https://keirin.kdreams.jp/kochi/racedetail/7420250103010010/?pageType=result,2026-08-31T05:32:04.646137+00:00
7420250103010011,2025-01-03,高知競輪,F1,11,Ｓ級予選,15:59,15:54,7,https://keirin.kdreams.jp/kochi/racedetail/7420250103010011/?pageType=result,2026-08-31T05:32:06.229777+00:00
7420250103010012,2025-01-03,高知競輪,F1,12,Ｓ級初日特選,16:35,16:30,7,https://keirin.kdreams.jp/kochi/racedetail/7420250103010012/?pageType=result,2026-08-31T05:32:07.784436+00:00
1320250104010008,2025-01-04,いわき平競輪,F1,8,Ｓ級予選,18:47,18:42,6,https://keirin.kdreams.jp/iwakitaira/racedetail/1320250104010008/?pageType=result,2026-08-31T05:32:29.612348+00:00
1320250104010009,2025-01-04,いわき平競輪,F1,9,Ｓ級予選,19:11,19:06,7,https://keirin.kdreams.jp/iwakitaira/racedetail/1320250104010009/?pageType=result,2026-08-31T05:32:31.267637+00:00
1320250104010010,2025-01-04,いわき平競輪,F1,10,Ｓ級予選,19:35,19:30,7,https://keirin.kdreams.jp/iwakitaira/racedetail/1320250104010010/?pageType=result,2026-08-31T05:32:32.858456+00:00
1320250104010011,2025-01-04,いわき平競輪,F1,11,Ｓ級予選,19:59,19:54,7,https://keirin.kdreams.jp/iwakitaira/racedetail/1320250104010011/?pageType=result,2026-08-31T05:32:36.064919+00:00
1320250104010012,2025-01-04,いわき平競輪,F1,12,Ｓ級初日特選,20:25,20:20,7,https://keirin.kdreams.jp/iwakitaira/racedetail/1320250104010012/?pageType=result,2026-08-31T05:32:37.933254+00:00
7420250103020008,2025-01-04,高知競輪,F1,8,Ｓ級一般,14:10,14:05,7,https://keirin.kdreams.jp/kochi/racedetail/7420250103020008/?pageType=result,2026-08-31T05:32:09.324732+00:00
7420250103020009,2025-01-04,高知競輪,F1,9,Ｓ級一般,14:40,14:35,7,https://keirin.kdreams.jp/kochi/racedetail/7420250103020009/?pageType=result,2026-08-31T05:32:11.828878+00:00
7420250103020010,2025-01-04,高知競輪,F1,10,Ｓ級準決勝,15:10,15:05,7,https://keirin.kdreams.jp/kochi/racedetail/7420250103020010/?pageType=result,2026-08-31T05:32:13.353375+00:00
7420250103020011,2025-01-04,高知競輪,F1,11,Ｓ級準決勝,15:45,15:40,7,https://keirin.kdreams.jp/kochi/racedetail/7420250103020011/?pageType=result,2026-08-31T05:32:14.942231+00:00
7420250103020012,2025-01-04,高知競輪,F1,12,Ｓ級準決勝,16:25,16:20,7,https://keirin.kdreams.jp/kochi/racedetail/7420250103020012/?pageType=result,2026-08-31T05:32:16.488989+00:00
1320250104020008,2025-01-05,いわき平競輪,F1,8,Ｓ級一般,18:47,18:42,6,https://keirin.kdreams.jp/iwakitaira/racedetail/1320250104020008/?pageType=result,2026-08-31T05:32:39.468848+00:00
1320250104020009,2025-01-05,いわき平競輪,F1,9,Ｓ級一般,19:11,19:06,7,https://keirin.kdreams.jp/iwakitaira/racedetail/1320250104020009/?pageType=result,2026-08-31T05:32:42.145955+00:00
1320250104020010,2025-01-05,いわき平競輪,F1,10,Ｓ級準決勝,19:35,19:30,7,https://keirin.kdreams.jp/iwakitaira/racedetail/1320250104020010/?pageType=result,2026-08-31T05:32:44.155072+00:00
1320250104020011,2025-01-05,いわき平競輪,F1,11,Ｓ級準決勝,19:59,19:54,7,https://keirin.kdreams.jp/iwakitaira/racedetail/1320250104020011/?pageType=result,2026-08-31T05:32:45.842919+00:00
1320250104020012,2025-01-05,いわき平競輪,F1,12,Ｓ級準決勝,20:25,20:20,7,https://keirin.kdreams.jp/iwakitaira/racedetail/1320250104020012/?pageType=result,2026-08-31T05:32:47.587147+00:00
7420250103030006,2025-01-05,高知競輪,F1,6,Ｓ級一般,13:10,13:05,7,https://keirin.kdreams.jp/kochi/racedetail/7420250103030006/?pageType=result,2026-08-31T05:32:18.100883+00:00
7420250103030007,2025-01-05,高知競輪,F1,7,Ｓ級一般,13:40,13:35,7,https://keirin.kdreams.jp/kochi/racedetail/7420250103030007/?pageType=result,2026-08-31T05:32:21.046876+00:00
7420250103030008,2025-01-05,高知競輪,F1,8,Ｓ級特選,14:10,14:05,7,https://keirin.kdreams.jp/kochi/racedetail/7420250103030008/?pageType=result,2026-08-31T05:32:22.908168+00:00
7420250103030009,2025-01-05,高知競輪,F1,9,Ｓ級特選,14:40,14:35,7,https://keirin.kdreams.jp/kochi/racedetail/7420250103030009/?pageType=result,2026-08-31T05:32:25.696959+00:00
7420250103030012,2025-01-05,高知競輪,F1,12,Ｓ級決勝,16:25,16:20,7,https://keirin.kdreams.jp/kochi/racedetail/7420250103030012/?pageType=result,2026-08-31T05:32:27.774090+00:00
1320250104030006,2025-01-06,いわき平競輪,F1,6,Ｓ級一般,17:59,17:54,6,https://keirin.kdreams.jp/iwakitaira/racedetail/1320250104030006/?pageType=result,2026-08-31T05:32:48.968309+00:00
1320250104030007,2025-01-06,いわき平競輪,F1,7,Ｓ級一般,18:23,18:18,7,https://keirin.kdreams.jp/iwakitaira/racedetail/1320250104030007/?pageType=result,2026-08-31T05:32:50.551955+00:00
1320250104030008,2025-01-06,いわき平競輪,F1,8,Ｓ級特選,18:47,18:42,7,https://keirin.kdreams.jp/iwakitaira/racedetail/1320250104030008/?pageType=result,2026-08-31T05:32:52.090607+00:00
1320250104030009,2025-01-06,いわき平競輪,F1,9,Ｓ級特選,19:11,19:06,7,https://keirin.kdreams.jp/iwakitaira/racedetail/1320250104030009/?pageType=result,2026-08-31T05:32:53.640085+00:00
1320250104030012,2025-01-06,いわき平競輪,F1,12,Ｓ級決勝,20:35,20:30,7,https://keirin.kdreams.jp/iwakitaira/racedetail/1320250104030012/?pageType=result,2026-08-31T05:32:55.302183+00:00
8620250107010006,2025-01-07,別府競輪,F1,6,Ｓ級予選,17:36,17:31,7,https://keirin.kdreams.jp/beppu/racedetail/8620250107010006/?pageType=result,2026-08-31T05:34:20.272461+00:00
8620250107010007,2025-01-07,別府競輪,F1,7,Ｓ級予選,18:02,17:57,7,https://keirin.kdreams.jp/beppu/racedetail/8620250107010007/?pageType=result,2026-08-31T05:34:21.839457+00:00
8620250107010008,2025-01-07,別府競輪,F1,8,Ｓ級予選,18:28,18:23,7,https://keirin.kdreams.jp/beppu/racedetail/8620250107010008/?pageType=result,2026-08-31T05:34:23.383243+00:00
8620250107010009,2025-01-07,別府競輪,F1,9,Ｓ級予選,18:54,18:49,7,https://keirin.kdreams.jp/beppu/racedetail/8620250107010009/?pageType=result,2026-08-31T05:34:26.158107+00:00
8620250107010010,2025-01-07,別府競輪,F1,10,Ｓ級予選,19:20,19:15,7,https://keirin.kdreams.jp/beppu/racedetail/8620250107010010/?pageType=result,2026-08-31T05:34:28.042215+00:00
8620250107010011,2025-01-07,別府競輪,F1,11,Ｓ級予選,19:49,19:44,7,https://keirin.kdreams.jp/beppu/racedetail/8620250107010011/?pageType=result,2026-08-31T05:34:29.703920+00:00
8620250107010012,2025-01-07,別府競輪,F1,12,Ｓ級初特選,20:20,20:15,7,https://keirin.kdreams.jp/beppu/racedetail/8620250107010012/?pageType=result,2026-08-31T05:34:31.286204+00:00
7120250107010008,2025-01-07,高松競輪,F1,8,Ｓ級予選,14:10,14:05,7,https://keirin.kdreams.jp/takamatsu/racedetail/7120250107010008/?pageType=result,2026-08-31T05:34:57.782380+00:00
7120250107010009,2025-01-07,高松競輪,F1,9,Ｓ級予選,14:41,14:36,7,https://keirin.kdreams.jp/takamatsu/racedetail/7120250107010009/?pageType=result,2026-08-31T05:34:59.358989+00:00
7120250107010010,2025-01-07,高松競輪,F1,10,Ｓ級予選,15:13,15:08,7,https://keirin.kdreams.jp/takamatsu/racedetail/7120250107010010/?pageType=result,2026-08-31T05:35:00.911700+00:00
7120250107010011,2025-01-07,高松競輪,F1,11,Ｓ級予選,15:47,15:42,7,https://keirin.kdreams.jp/takamatsu/racedetail/7120250107010011/?pageType=result,2026-08-31T05:35:02.601284+00:00
7120250107010012,2025-01-07,高松競輪,F1,12,Ｓ級初日特選,16:25,16:20,7,https://keirin.kdreams.jp/takamatsu/racedetail/7120250107010012/?pageType=result,2026-08-31T05:35:04.146773+00:00
8620250107020006,2025-01-08,別府競輪,F1,6,Ｓ級一般,17:36,17:31,7,https://keirin.kdreams.jp/beppu/racedetail/8620250107020006/?pageType=result,2026-08-31T05:34:33.953917+00:00
8620250107020007,2025-01-08,別府競輪,F1,7,Ｓ級一般,18:02,17:57,7,https://keirin.kdreams.jp/beppu/racedetail/8620250107020007/?pageType=result,2026-08-31T05:34:35.818587+00:00
8620250107020008,2025-01-08,別府競輪,F1,8,Ｓ級選抜,18:28,18:23,7,https://keirin.kdreams.jp/beppu/racedetail/8620250107020008/?pageType=result,2026-08-31T05:34:37.483957+00:00
8620250107020009,2025-01-08,別府競輪,F1,9,Ｓ級選抜,18:54,18:49,7,https://keirin.kdreams.jp/beppu/racedetail/8620250107020009/?pageType=result,2026-08-31T05:34:40.241352+00:00
8620250107020010,2025-01-08,別府競輪,F1,10,Ｓ級準決勝,19:20,19:15,7,https://keirin.kdreams.jp/beppu/racedetail/8620250107020010/?pageType=result,2026-08-31T05:34:42.117950+00:00
8620250107020011,2025-01-08,別府競輪,F1,11,Ｓ級準決勝,19:49,19:44,7,https://keirin.kdreams.jp/beppu/racedetail/8620250107020011/?pageType=result,2026-08-31T05:34:43.788911+00:00
8620250107020012,2025-01-08,別府競輪,F1,12,Ｓ級準決勝,20:20,20:15,7,https://keirin.kdreams.jp/beppu/racedetail/8620250107020012/?pageType=result,2026-08-31T05:34:45.354472+00:00
3820250108010008,2025-01-08,静岡競輪,F1,8,Ｓ級予選,14:06,14:01,7,https://keirin.kdreams.jp/shizuoka/racedetail/3820250108010008/?pageType=result,2026-08-31T05:35:21.928670+00:00
3820250108010009,2025-01-08,静岡競輪,F1,9,Ｓ級予選,14:40,14:35,7,https://keirin.kdreams.jp/shizuoka/racedetail/3820250108010009/?pageType=result,2026-08-31T05:35:23.419849+00:00
3820250108010010,2025-01-08,静岡競輪,F1,10,Ｓ級予選,15:16,15:11,7,https://keirin.kdreams.jp/shizuoka/racedetail/3820250108010010/?pageType=result,2026-08-31T05:35:25.027161+00:00
3820250108010011,2025-01-08,静岡競輪,F1,11,Ｓ級予選,15:52,15:47,7,https://keirin.kdreams.jp/shizuoka/racedetail/3820250108010011/?pageType=result,2026-08-31T05:35:26.535718+00:00
3820250108010012,2025-01-08,静岡競輪,F1,12,Ｓ級初日特選,16:30,16:25,7,https://keirin.kdreams.jp/shizuoka/racedetail/3820250108010012/?pageType=result,2026-08-31T05:35:28.047568+00:00
7120250107020008,2025-01-08,高松競輪,F1,8,Ｓ級一般,13:58,13:53,7,https://keirin.kdreams.jp/takamatsu/racedetail/7120250107020008/?pageType=result,2026-08-31T05:35:05.688099+00:00
