race_id,race_date,track,meeting_grade,race_no,race_type,start_time,deadline,source_url,captured_at_utc,car_no,player_name,player_profile,prefecture,age,term,class,style,gear,score,s_count,b_count,nige_count,makuri_count,sashi_count,mark_count,first_count,second_count,third_count,outside_count,win_rate,top2_rate,top3_rate,prediction_mark,evaluation,raw_row_json
1120250929030006,2025-10-01,函館競輪,F1,6,Ｓ級一般,17:48,17:43,https://keirin.kdreams.jp/hakodate/racedetail/1120250929030006/?pageType=result,2026-08-31T05:51:11.010919+00:00,1,中嶋 宣成,長 野/35/113,長野,35,113,S2,逃,3.93,99.94,0,12,5,2,0,0,3,4,2,11,15.0,35.0,45.0,×,4,"{""cells"": [""×"", """", ""4"", ""1"", ""1"", ""中嶋 宣成 長 野/35/113"", ""S2"", ""逃"", ""3.93"", ""99.94"", ""0"", ""12"", ""5"", ""2"", ""0"", ""0"", ""3"", ""4"", ""2"", ""11"", ""15.0"", ""35.0"", ""45.0""], ""row_class"": [""n1""]}"
1120250929030006,2025-10-01,函館競輪,F1,6,Ｓ級一般,17:48,17:43,https://keirin.kdreams.jp/hakodate/racedetail/1120250929030006/?pageType=result,2026-08-31T05:51:11.010919+00:00,2,鈴木 伸之,愛 知/45/87,愛知,45,87,S2,追,3.92,96.76,2,1,0,2,6,2,7,3,3,13,26.9,38.4,50.0,△,5,"{""cells"": [""△"", """", ""5"", ""2"", ""2"", ""鈴木 伸之 愛 知/45/87"", ""S2"", ""追"", ""3.92"", ""96.76"", ""2"", ""1"", ""0"", ""2"", ""6"", ""2"", ""7"", ""3"", ""3"", ""13"", ""26.9"", ""38.4"", ""50.0""], ""row_class"": [""n2""]}"
1120250929030006,2025-10-01,函館競輪,F1,6,Ｓ級一般,17:48,17:43,https://keirin.kdreams.jp/hakodate/racedetail/1120250929030006/?pageType=result,2026-08-31T05:51:11.010919+00:00,3,木村 弘,青 森/33/100,青森,33,100,S1,逃,3.92,102.22,0,13,3,5,1,0,1,8,3,15,3.7,33.3,44.4,◎,4,"{""cells"": [""◎"", """", ""4"", ""3"", ""3"", ""木村 弘 青 森/33/100"", ""S1"", ""逃"", ""3.92"", ""102.22"", ""0"", ""13"", ""3"", ""5"", ""1"", ""0"", ""1"", ""8"", ""3"", ""15"", ""3.7"", ""33.3"", ""44.4""], ""row_class"": [""n3""]}"
1120250929030006,2025-10-01,函館競輪,F1,6,Ｓ級一般,17:48,17:43,https://keirin.kdreams.jp/hakodate/racedetail/1120250929030006/?pageType=result,2026-08-31T05:51:11.010919+00:00,4,西浦 仙哉,三 重/51/73,三重,51,73,S2,両,3.92,92.00,1,0,0,0,2,2,2,2,4,16,8.3,16.6,33.3,▲,6,"{""cells"": [""▲"", """", ""6"", ""4"", ""4"", ""西浦 仙哉 三 重/51/73"", ""S2"", ""両"", ""3.92"", ""92.00"", ""1"", ""0"", ""0"", ""0"", ""2"", ""2"", ""2"", ""2"", ""4"", ""16"", ""8.3"", ""16.6"", ""33.3""], ""row_class"": [""n4""]}"
1120250929030006,2025-10-01,函館競輪,F1,6,Ｓ級一般,17:48,17:43,https://keirin.kdreams.jp/hakodate/racedetail/1120250929030006/?pageType=result,2026-08-31T05:51:11.010919+00:00,5,伊藤 大志,青 森/46/86,青森,46,86,S2,追,3.92,96.04,0,0,0,0,0,3,0,3,5,14,0.0,13.6,36.3,○,5,"{""cells"": [""○"", """", ""5"", ""5"", ""5"", ""伊藤 大志 青 森/46/86"", ""S2"", ""追"", ""3.92"", ""96.04"", ""0"", ""0"", ""0"", ""0"", ""0"", ""3"", ""0"", ""3"", ""5"", ""14"", ""0.0"", ""13.6"", ""36.3""], ""row_class"": [""n5""]}"
1120250929030006,2025-10-01,函館競輪,F1,6,Ｓ級一般,17:48,17:43,https://keirin.kdreams.jp/hakodate/racedetail/1120250929030006/?pageType=result,2026-08-31T05:51:11.010919+00:00,6,小埜 正義,千 葉/44/88,千葉,44,88,S2,追,3.92,91.03,3,0,0,0,4,1,3,2,2,24,9.6,16.1,22.5,,6,"{""cells"": ["""", """", ""6"", ""6"", ""6"", ""小埜 正義 千 葉/44/88"", ""S2"", ""追"", ""3.92"", ""91.03"", ""3"", ""0"", ""0"", ""0"", ""4"", ""1"", ""3"", ""2"", ""2"", ""24"", ""9.6"", ""16.1"", ""22.5""], ""row_class"": [""n6""]}"
1120250929030006,2025-10-01,函館競輪,F1,6,Ｓ級一般,17:48,17:43,https://keirin.kdreams.jp/hakodate/racedetail/1120250929030006/?pageType=result,2026-08-31T05:51:11.010919+00:00,7,長井 優斗,東 京/38/95,東京,38,95,S2,追,3.92,92.87,1,0,0,0,2,1,1,2,5,24,3.1,9.3,25.0,注,6,"{""cells"": [""注"", """", ""6"", ""7"", ""長井 優斗 東 京/38/95"", ""S2"", ""追"", ""3.92"", ""92.87"", ""1"", ""0"", ""0"", ""0"", ""2"", ""1"", ""1"", ""2"", ""5"", ""24"", ""3.1"", ""9.3"", ""25.0""], ""row_class"": [""n7""]}"
1120250929030007,2025-10-01,函館競輪,F1,7,Ｓ級一般,18:12,18:07,https://keirin.kdreams.jp/hakodate/racedetail/1120250929030007/?pageType=result,2026-08-31T05:51:12.565947+00:00,1,不破 将登,岐 阜/37/94,岐阜,37,94,S1,両,3.92,100.26,5,0,0,2,7,3,7,5,2,24,18.4,31.5,36.8,○,4,"{""cells"": [""○"", """", ""4"", ""1"", ""1"", ""不破 将登 岐 阜/37/94"", ""S1"", ""両"", ""3.92"", ""100.26"", ""5"", ""0"", ""0"", ""2"", ""7"", ""3"", ""7"", ""5"", ""2"", ""24"", ""18.4"", ""31.5"", ""36.8""], ""row_class"": [""n1""]}"
1120250929030007,2025-10-01,函館競輪,F1,7,Ｓ級一般,18:12,18:07,https://keirin.kdreams.jp/hakodate/racedetail/1120250929030007/?pageType=result,2026-08-31T05:51:12.565947+00:00,2,鈴木 涼介,福 島/28/115,福島,28,115,S2,逃,3.92,97.71,9,14,4,5,2,0,7,4,3,14,25.0,39.2,50.0,×,5,"{""cells"": [""×"", """", ""5"", ""2"", ""2"", ""鈴木 涼介 福 島/28/115"", ""S2"", ""逃"", ""3.92"", ""97.71"", ""9"", ""14"", ""4"", ""5"", ""2"", ""0"", ""7"", ""4"", ""3"", ""14"", ""25.0"", ""39.2"", ""50.0""], ""row_class"": [""n2""]}"
1120250929030007,2025-10-01,函館競輪,F1,7,Ｓ級一般,18:12,18:07,https://keirin.kdreams.jp/hakodate/racedetail/1120250929030007/?pageType=result,2026-08-31T05:51:12.565947+00:00,3,格清 洋介,静 岡/31/111,静岡,31,111,S2,逃,3.93,98.76,2,4,1,2,0,1,1,3,4,14,4.5,18.1,36.3,△,5,"{""cells"": [""△"", """", ""5"", ""3"", ""3"", ""格清 洋介 静 岡/31/111"", ""S2"", ""逃"", ""3.93"", ""98.76"", ""2"", ""4"", ""1"", ""2"", ""0"", ""1"", ""1"", ""3"", ""4"", ""14"", ""4.5"", ""18.1"", ""36.3""], ""row_class"": [""n3""]}"
