race_id,race_date,track,meeting_grade,race_no,race_type,start_time,deadline,source_url,captured_at_utc,car_no,player_name,player_profile,prefecture,age,term,class,style,gear,score,s_count,b_count,nige_count,makuri_count,sashi_count,mark_count,first_count,second_count,third_count,outside_count,win_rate,top2_rate,top3_rate,prediction_mark,evaluation,raw_row_json
1320240629030006,2024-07-01,いわき平競輪,F1,6,Ｓ級一般,17:45,17:40,https://keirin.kdreams.jp/iwakitaira/racedetail/1320240629030006/?pageType=result,2026-08-31T03:13:19.850809+00:00,1,中村 良二,福 岡/49/81,福岡,49,81,S2,追,3.92,99.42,2,0,0,0,7,1,3,5,7,18,9.0,24.2,45.4,注,4,"{""cells"": [""注"", """", ""4"", ""1"", ""1"", ""中村 良二 福 岡/49/81"", ""S2"", ""追"", ""3.92"", ""99.42"", ""2"", ""0"", ""0"", ""0"", ""7"", ""1"", ""3"", ""5"", ""7"", ""18"", ""9.0"", ""24.2"", ""45.4""], ""row_class"": [""n1""]}"
1320240629030006,2024-07-01,いわき平競輪,F1,6,Ｓ級一般,17:45,17:40,https://keirin.kdreams.jp/iwakitaira/racedetail/1320240629030006/?pageType=result,2026-08-31T03:13:19.850809+00:00,2,長田 龍拳,静 岡/23/117,静岡,23,117,S2,逃,3.92,99.81,1,15,7,2,0,0,7,2,4,19,21.8,28.1,40.6,◎,4,"{""cells"": [""◎"", """", ""4"", ""2"", ""2"", ""長田 龍拳 静 岡/23/117"", ""S2"", ""逃"", ""3.92"", ""99.81"", ""1"", ""15"", ""7"", ""2"", ""0"", ""0"", ""7"", ""2"", ""4"", ""19"", ""21.8"", ""28.1"", ""40.6""], ""row_class"": [""n2""]}"
1320240629030006,2024-07-01,いわき平競輪,F1,6,Ｓ級一般,17:45,17:40,https://keirin.kdreams.jp/iwakitaira/racedetail/1320240629030006/?pageType=result,2026-08-31T03:13:19.850809+00:00,3,山崎 将幸,宮 城/37/92,宮城,37,92,S2,追,3.92,97.78,2,0,0,0,4,2,4,2,4,23,12.1,18.1,30.3,○,5,"{""cells"": [""○"", """", ""5"", ""3"", ""3"", ""山崎 将幸 宮 城/37/92"", ""S2"", ""追"", ""3.92"", ""97.78"", ""2"", ""0"", ""0"", ""0"", ""4"", ""2"", ""4"", ""2"", ""4"", ""23"", ""12.1"", ""18.1"", ""30.3""], ""row_class"": [""n3""]}"
1320240629030006,2024-07-01,いわき平競輪,F1,6,Ｓ級一般,17:45,17:40,https://keirin.kdreams.jp/iwakitaira/racedetail/1320240629030006/?pageType=result,2026-08-31T03:13:19.850809+00:00,4,吉田 茂生,岐 阜/33/98,岐阜,33,98,S2,両,3.93,94.84,0,4,2,0,2,0,3,1,2,22,10.7,14.2,21.4,△,6,"{""cells"": [""△"", """", ""6"", ""4"", ""4"", ""吉田 茂生 岐 阜/33/98"", ""S2"", ""両"", ""3.93"", ""94.84"", ""0"", ""4"", ""2"", ""0"", ""2"", ""0"", ""3"", ""1"", ""2"", ""22"", ""10.7"", ""14.2"", ""21.4""], ""row_class"": [""n4""]}"
1320240629030006,2024-07-01,いわき平競輪,F1,6,Ｓ級一般,17:45,17:40,https://keirin.kdreams.jp/iwakitaira/racedetail/1320240629030006/?pageType=result,2026-08-31T03:13:19.850809+00:00,5,島田 竜二,熊 本/50/76,熊本,50,76,S1,追,3.92,99.57,8,0,0,0,2,4,1,5,3,24,3.0,18.1,27.2,×,4,"{""cells"": [""×"", """", ""4"", ""5"", ""5"", ""島田 竜二 熊 本/50/76"", ""S1"", ""追"", ""3.92"", ""99.57"", ""8"", ""0"", ""0"", ""0"", ""2"", ""4"", ""1"", ""5"", ""3"", ""24"", ""3.0"", ""18.1"", ""27.2""], ""row_class"": [""n5""]}"
1320240629030006,2024-07-01,いわき平競輪,F1,6,Ｓ級一般,17:45,17:40,https://keirin.kdreams.jp/iwakitaira/racedetail/1320240629030006/?pageType=result,2026-08-31T03:13:19.850809+00:00,6,杉山 悠也,秋 田/40/89,秋田,40,89,S2,追,3.93,94.40,1,0,0,0,0,0,0,0,4,28,0.0,0.0,12.5,▲,6,"{""cells"": [""▲"", """", ""6"", ""6"", ""6"", ""杉山 悠也 秋 田/40/89"", ""S2"", ""追"", ""3.93"", ""94.40"", ""1"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""4"", ""28"", ""0.0"", ""0.0"", ""12.5""], ""row_class"": [""n6""]}"
1320240629030007,2024-07-01,いわき平競輪,F1,7,Ｓ級一般,18:10,18:05,https://keirin.kdreams.jp/iwakitaira/racedetail/1320240629030007/?pageType=result,2026-08-31T03:13:21.250264+00:00,1,根本 哲吏,秋 田/38/97,秋田,38,97,S1,逃,3.93,99.00,1,2,0,2,1,1,2,2,2,15,9.5,19.0,28.5,△,4,"{""cells"": [""△"", """", ""4"", ""1"", ""1"", ""根本 哲吏 秋 田/38/97"", ""S1"", ""逃"", ""3.93"", ""99.00"", ""1"", ""2"", ""0"", ""2"", ""1"", ""1"", ""2"", ""2"", ""2"", ""15"", ""9.5"", ""19.0"", ""28.5""], ""row_class"": [""n1""]}"
1320240629030007,2024-07-01,いわき平競輪,F1,7,Ｓ級一般,18:10,18:05,https://keirin.kdreams.jp/iwakitaira/racedetail/1320240629030007/?pageType=result,2026-08-31T03:13:21.250264+00:00,2,稲村 好将,群 馬/48/81,群馬,48,81,S2,追,3.92,95.66,0,0,0,0,0,2,0,2,1,9,0.0,16.6,25.0,○,5,"{""cells"": [""○"", """", ""5"", ""2"", ""2"", ""稲村 好将 群 馬/48/81"", ""S2"", ""追"", ""3.92"", ""95.66"", ""0"", ""0"", ""0"", ""0"", ""0"", ""2"", ""0"", ""2"", ""1"", ""9"", ""0.0"", ""16.6"", ""25.0""], ""row_class"": [""n2""]}"
1320240629030007,2024-07-01,いわき平競輪,F1,7,Ｓ級一般,18:10,18:05,https://keirin.kdreams.jp/iwakitaira/racedetail/1320240629030007/?pageType=result,2026-08-31T03:13:21.250264+00:00,3,須藤 悟,千 葉/34/99,千葉,34,99,S2,追,3.92,93.03,3,0,0,0,0,0,0,0,1,32,0.0,0.0,3.0,注,6,"{""cells"": [""注"", """", ""6"", ""3"", ""3"", ""須藤 悟 千 葉/34/99"", ""S2"", ""追"", ""3.92"", ""93.03"", ""3"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""1"", ""32"", ""0.0"", ""0.0"", ""3.0""], ""row_class"": [""n3""]}"
1320240629030007,2024-07-01,いわき平競輪,F1,7,Ｓ級一般,18:10,18:05,https://keirin.kdreams.jp/iwakitaira/racedetail/1320240629030007/?pageType=result,2026-08-31T03:13:21.250264+00:00,4,山田 敦也,北海道/40/88,北海道,40,88,S2,追,3.92,95.60,1,0,0,0,2,2,1,3,2,22,3.5,14.2,21.4,▲,5,"{""cells"": [""▲"", """", ""5"", ""4"", ""4"", ""山田 敦也 北海道/40/88"", ""S2"", ""追"", ""3.92"", ""95.60"", ""1"", ""0"", ""0"", ""0"", ""2"", ""2"", ""1"", ""3"", ""2"", ""22"", ""3.5"", ""14.2"", ""21.4""], ""row_class"": [""n4""]}"
1320240629030007,2024-07-01,いわき平競輪,F1,7,Ｓ級一般,18:10,18:05,https://keirin.kdreams.jp/iwakitaira/racedetail/1320240629030007/?pageType=result,2026-08-31T03:13:21.250264+00:00,5,佐伯 翔,福 島/37/97,福島,37,97,S2,追,3.92,98.60,0,0,0,0,2,4,2,4,6,24,5.5,16.6,33.3,×,5,"{""cells"": [""×"", """", ""5"", ""5"", ""5"", ""佐伯 翔 福 島/37/97"", ""S2"", ""追"", ""3.92"", ""98.60"", ""0"", ""0"", ""0"", ""0"", ""2"", ""4"", ""2"", ""4"", ""6"", ""24"", ""5.5"", ""16.6"", ""33.3""], ""row_class"": [""n5""]}"
1320240629030007,2024-07-01,いわき平競輪,F1,7,Ｓ級一般,18:10,18:05,https://keirin.kdreams.jp/iwakitaira/racedetail/1320240629030007/?pageType=result,2026-08-31T03:13:21.250264+00:00,6,望月 一成,静 岡/27/111,静岡,27,111,S2,逃,3.93,92.83,2,9,2,1,0,0,3,0,2,26,9.6,9.6,16.1,,6,"{""cells"": ["""", """", ""6"", ""6"", ""6"", ""望月 一成 静 岡/27/111"", ""S2"", ""逃"", ""3.93"", ""92.83"", ""2"", ""9"", ""2"", ""1"", ""0"", ""0"", ""3"", ""0"", ""2"", ""26"", ""9.6"", ""9.6"", ""16.1""], ""row_class"": [""n6""]}"
1320240629030007,2024-07-01,いわき平競輪,F1,7,Ｓ級一般,18:10,18:05,https://keirin.kdreams.jp/iwakitaira/racedetail/1320240629030007/?pageType=result,2026-08-31T03:13:21.250264+00:00,7,山本 修平,東 京/28/115,東京,28,115,S2,逃,3.92,98.69,6,13,3,3,1,0,4,3,7,12,15.3,26.9,53.8,◎,5,"{""cells"": [""◎"", """", ""5"", ""7"", ""山本 修平 東 京/28/115"", ""S2"", ""逃"", ""3.92"", ""98.69"", ""6"", ""13"", ""3"", ""3"", ""1"", ""0"", ""4"", ""3"", ""7"", ""12"", ""15.3"", ""26.9"", ""53.8""], ""row_class"": [""n7""]}"
