race_id,race_date,track,race_no,race_type,car_no,player_name,finish_position,finish_text,margin,last200,winning_method,sb,result_comment,result_source_url,result_source,captured_at_utc,raw_row_json
1320240629030006,2024-07-01,いわき平競輪,6,Ｓ級一般,1,中村 良二,4,4,１車輪,11.2,,,,https://keirin.kdreams.jp/iwakitaira/racedetail/1320240629030006/?pageType=KS_RACE_CARD_PAGE_TYPE_SHOW_RESULT,楽天Kドリームス 結果・払戻金,2026-08-31T04:41:57.424287+00:00,"{""cells"": [""注"", ""4"", ""1"", ""中村 良二"", ""１車輪"", ""11.2"", """", """", """"], ""row_class"": []}"
1320240629030006,2024-07-01,いわき平競輪,6,Ｓ級一般,2,長田 龍拳,1,1,,11.4,逃,B,,https://keirin.kdreams.jp/iwakitaira/racedetail/1320240629030006/?pageType=KS_RACE_CARD_PAGE_TYPE_SHOW_RESULT,楽天Kドリームス 結果・払戻金,2026-08-31T04:41:57.424287+00:00,"{""cells"": [""◎"", ""1"", ""2"", ""長田 龍拳"", """", ""11.4"", ""逃"", ""B"", """"], ""row_class"": []}"
1320240629030006,2024-07-01,いわき平競輪,6,Ｓ級一般,3,山崎 将幸,6,6,３/４車身,11.7,,S,,https://keirin.kdreams.jp/iwakitaira/racedetail/1320240629030006/?pageType=KS_RACE_CARD_PAGE_TYPE_SHOW_RESULT,楽天Kドリームス 結果・払戻金,2026-08-31T04:41:57.424287+00:00,"{""cells"": [""○"", ""6"", ""3"", ""山崎 将幸"", ""３/４車身"", ""11.7"", """", ""S"", """"], ""row_class"": []}"
1320240629030006,2024-07-01,いわき平競輪,6,Ｓ級一般,4,吉田 茂生,2,2,３/４車身,11.3,ク,,,https://keirin.kdreams.jp/iwakitaira/racedetail/1320240629030006/?pageType=KS_RACE_CARD_PAGE_TYPE_SHOW_RESULT,楽天Kドリームス 結果・払戻金,2026-08-31T04:41:57.424287+00:00,"{""cells"": [""△"", ""2"", ""4"", ""吉田 茂生"", ""３/４車身"", ""11.3"", ""ク"", """", """"], ""row_class"": []}"
1320240629030006,2024-07-01,いわき平競輪,6,Ｓ級一般,5,島田 竜二,3,3,３/４車身,11.3,,,,https://keirin.kdreams.jp/iwakitaira/racedetail/1320240629030006/?pageType=KS_RACE_CARD_PAGE_TYPE_SHOW_RESULT,楽天Kドリームス 結果・払戻金,2026-08-31T04:41:57.424287+00:00,"{""cells"": [""×"", ""3"", ""5"", ""島田 竜二"", ""３/４車身"", ""11.3"", """", """", """"], ""row_class"": []}"
1320240629030006,2024-07-01,いわき平競輪,6,Ｓ級一般,6,杉山 悠也,5,5,２車身,11.6,,,,https://keirin.kdreams.jp/iwakitaira/racedetail/1320240629030006/?pageType=KS_RACE_CARD_PAGE_TYPE_SHOW_RESULT,楽天Kドリームス 結果・払戻金,2026-08-31T04:41:57.424287+00:00,"{""cells"": [""▲"", ""5"", ""6"", ""杉山 悠也"", ""２車身"", ""11.6"", """", """", """"], ""row_class"": []}"
1320240629030007,2024-07-01,いわき平競輪,7,Ｓ級一般,1,根本 哲吏,7,7,１/２車輪,12.0,,,,https://keirin.kdreams.jp/iwakitaira/racedetail/1320240629030007/?pageType=KS_RACE_CARD_PAGE_TYPE_SHOW_RESULT,楽天Kドリームス 結果・払戻金,2026-08-31T04:41:59.717451+00:00,"{""cells"": [""△"", ""7"", ""1"", ""根本 哲吏"", ""１/２車輪"", ""12.0"", """", """", """"], ""row_class"": []}"
1320240629030007,2024-07-01,いわき平競輪,7,Ｓ級一般,2,稲村 好将,3,3,３/４車身,11.7,,,,https://keirin.kdreams.jp/iwakitaira/racedetail/1320240629030007/?pageType=KS_RACE_CARD_PAGE_TYPE_SHOW_RESULT,楽天Kドリームス 結果・払戻金,2026-08-31T04:41:59.717451+00:00,"{""cells"": [""○"", ""3"", ""2"", ""稲村 好将"", ""３/４車身"", ""11.7"", """", """", """"], ""row_class"": []}"
1320240629030007,2024-07-01,いわき平競輪,7,Ｓ級一般,3,須藤 悟,5,5,１/４車輪,12.0,,,,https://keirin.kdreams.jp/iwakitaira/racedetail/1320240629030007/?pageType=KS_RACE_CARD_PAGE_TYPE_SHOW_RESULT,楽天Kドリームス 結果・払戻金,2026-08-31T04:41:59.717451+00:00,"{""cells"": [""注"", ""5"", ""3"", ""須藤 悟"", ""１/４車輪"", ""12.0"", """", """", """"], ""row_class"": []}"
1320240629030007,2024-07-01,いわき平競輪,7,Ｓ級一般,4,山田 敦也,6,6,１/２車輪,11.6,,,,https://keirin.kdreams.jp/iwakitaira/racedetail/1320240629030007/?pageType=KS_RACE_CARD_PAGE_TYPE_SHOW_RESULT,楽天Kドリームス 結果・払戻金,2026-08-31T04:41:59.717451+00:00,"{""cells"": [""▲"", ""6"", ""4"", ""山田 敦也"", ""１/２車輪"", ""11.6"", """", """", """"], ""row_class"": []}"
