race_id,race_date,track,race_no,segment,segment_ordinal,s_yosen_count_that_day_track,main_line_id,main_line_formation,a_car,b_car,a_score,b_score,pair_score_sum,third_candidates,third_candidate_count,finish_a,finish_b,mainline_top2,actual_third,third_captured_given_top2,bet_count,stake_yen,payout_yen,profit_yen,hit,hit_combinations
3720250101010008,2025-01-01,伊東競輪,8,前半,1,4,2,7-2-4,7,2,96.47,106.26,202.73000000000002,1-3-4-5-6,5,7,3,0,2,0,10,1000,0,-1000,0,
3720250101010009,2025-01-01,伊東競輪,9,前半,2,4,3,4-3-7,4,3,101.94,104.47,206.41,2-5-6-7,4,3,7,0,4,0,8,800,0,-800,0,
3720250101010010,2025-01-01,伊東競輪,10,中盤,3,4,1,4-1,4,1,101.11,103.84,204.95,3-5-7,3,2,1,1,6,0,6,600,0,-600,0,
3720250101010011,2025-01-01,伊東競輪,11,後半,4,4,1,1-7-4,1,7,102.11,100.76,202.87,2-3-4-5-6,5,1,2,1,2,1,10,1000,760,-240,1,1-7-2
2220250101010006,2025-01-01,前橋競輪,6,前半,1,6,3,3-5-7,3,5,94.65,102.34,196.99,1-2-4-7,4,7,6,0,1,0,8,800,0,-800,0,
2220250101010007,2025-01-01,前橋競輪,7,前半,2,6,2,7-2-4,7,2,99.17,103.00,202.17000000000002,1-3-4-6,4,7,2,0,1,0,8,800,0,-800,0,
2220250101010008,2025-01-01,前橋競輪,8,中盤,3,6,3,4-3,4,3,99.47,103.00,202.47,2-6-7,3,2,3,0,3,0,6,600,0,-600,0,
2220250101010009,2025-01-01,前橋競輪,9,中盤,4,6,1,2-7-6,2,7,103.68,100.84,204.52,1-3-4-5-6,5,2,1,1,6,1,10,1000,540,-460,1,7-2-6
2220250101010010,2025-01-01,前橋競輪,10,後半,5,6,3,7-3-4,7,3,100.85,105.10,205.95,1-2-4-5,4,1,2,1,1,1,8,800,1790,990,1,7-3-1
2220250101010011,2025-01-01,前橋競輪,11,後半,6,6,3,5-3-2,5,3,105.16,104.30,209.45999999999998,2-4-6-7,4,2,1,1,2,1,8,800,260,-540,1,3-5-2
7420250103010008,2025-01-03,高知競輪,8,前半,1,4,1,7-3,7,3,102.55,103.66,206.20999999999998,1-2-4,3,7,1,0,2,0,6,600,0,-600,0,
7420250103010009,2025-01-03,高知競輪,9,前半,2,4,3,3-5,3,5,104.08,100.89,204.97,1-2-7,3,3,5,0,3,0,6,600,0,-600,0,
7420250103010010,2025-01-03,高知競輪,10,中盤,3,4,1,4-1,4,1,104.75,101.46,206.20999999999998,2-3-5,3,3,1,0,4,0,6,600,0,-600,0,
7420250103010011,2025-01-03,高知競輪,11,後半,4,4,1,1-4-6,1,4,107.41,102.81,210.22,2-3-6-7,4,2,1,1,5,0,8,800,0,-800,0,
1320250104010008,2025-01-04,いわき平競輪,8,前半,1,4,2,3-2,3,2,104.78,103.65,208.43,1-5-6,3,4,2,0,6,0,6,600,0,-600,0,
1320250104010009,2025-01-04,いわき平競輪,9,前半,2,4,2,3-5-7,3,5,100.47,106.59,207.06,1-2-4-7,4,3,1,0,3,0,8,800,0,-800,0,
1320250104010010,2025-01-04,いわき平競輪,10,中盤,3,4,2,2-5,2,5,101.78,104.44,206.22,3-4,2,5,4,0,7,0,4,400,0,-400,0,
1320250104010011,2025-01-04,いわき平競輪,11,後半,4,4,2,4-7-2,4,7,102.75,105.03,207.78,1-2-5-6,4,7,4,0,3,0,8,800,0,-800,0,
8620250107010006,2025-01-07,別府競輪,6,前半,1,6,1,2-7-5,2,7,100.04,99.10,199.14,1-4-5-6,4,4,7,0,4,0,8,800,0,-800,0,
8620250107010007,2025-01-07,別府競輪,7,前半,2,6,1,7-1-4,7,1,99.78,104.47,204.25,2-3-4-5,4,2,1,1,4,1,8,800,1210,410,1,1-7-4
8620250107010008,2025-01-07,別府競輪,8,中盤,3,6,1,3-4,3,4,101.18,104.10,205.28,1-2-5-6,4,1,4,0,7,0,8,800,0,-800,0,
8620250107010009,2025-01-07,別府競輪,9,中盤,4,6,1,2-7,2,7,102.27,103.04,205.31,3-5-6,3,2,1,1,5,1,6,600,4090,3490,1,7-2-5
8620250107010010,2025-01-07,別府競輪,10,後半,5,6,1,4-2-5,4,2,102.95,106.70,209.65,1-3-5-6-7,5,1,2,1,5,1,10,1000,1130,130,1,4-2-5
8620250107010011,2025-01-07,別府競輪,11,後半,6,6,1,4-1-6,4,1,104.50,107.28,211.78,2-3-5-6-7,5,2,1,1,2,1,10,1000,650,-350,1,1-4-2
7120250107010008,2025-01-07,高松競輪,8,前半,1,4,1,7-1,7,1,96.11,104.15,200.26,2-3-4-5-6,5,4,1,0,6,0,10,1000,0,-1000,0,
7120250107010009,2025-01-07,高松競輪,9,前半,2,4,2,4-2-6,4,2,99.83,102.29,202.12,1-3-5-6-7,5,1,5,0,5,0,10,1000,0,-1000,0,
7120250107010010,2025-01-07,高松競輪,10,中盤,3,4,1,1-7,1,7,100.11,103.54,203.65,2-4-5,3,4,1,0,3,0,6,600,0,-600,0,
7120250107010011,2025-01-07,高松競輪,11,後半,4,4,1,1-5-6,1,5,104.80,104.18,208.98000000000002,2-3-4-6-7,5,1,2,1,7,1,10,1000,2840,1840,1,1-5-7
3820250108010008,2025-01-08,静岡競輪,8,前半,1,4,1,1-7,1,7,101.57,103.00,204.57,3-4-5-6,4,2,1,1,4,1,8,800,530,-270,1,7-1-4
3820250108010009,2025-01-08,静岡競輪,9,前半,2,4,1,4-1,4,1,103.94,99.40,203.34,2-3-5-7,4,7,6,0,5,0,8,800,0,-800,0,
3820250108010010,2025-01-08,静岡競輪,10,中盤,3,4,1,4-1-2,4,1,103.20,98.53,201.73000000000002,2-3-7,3,1,2,1,2,1,6,600,350,-250,1,4-1-2
3820250108010011,2025-01-08,静岡競輪,11,後半,4,4,3,3-4,3,4,104.77,105.68,210.45,1-2-5-6,4,4,5,0,7,0,8,800,0,-800,0,
4820250110010008,2025-01-10,四日市競輪,8,前半,1,4,3,5-3-6,5,3,104.63,103.20,207.82999999999998,2-6-7,3,3,1,0,5,0,6,600,0,-600,0,
4820250110010009,2025-01-10,四日市競輪,9,前半,2,4,1,5-1-4,5,1,105.25,101.20,206.45,2-3-4-7,4,2,4,0,2,0,8,800,0,-800,0,
4820250110010010,2025-01-10,四日市競輪,10,中盤,3,4,1,7-3-1,7,3,107.14,97.77,204.91,1-2-4-5-6,5,3,6,0,7,0,10,1000,0,-1000,0,
4820250110010011,2025-01-10,四日市競輪,11,後半,4,4,1,1-7-4,1,7,106.27,104.90,211.17000000000002,2-3-4-6,4,1,4,0,5,0,8,800,0,-800,0,
2320250112010008,2025-01-12,取手競輪,8,前半,1,4,1,7-2-4,7,2,103.38,104.58,207.95999999999998,1-3-4-6,4,3,1,0,7,0,8,800,0,-800,0,
2320250112010009,2025-01-12,取手競輪,9,前半,2,4,1,2-5-4,2,5,97.30,103.60,200.89999999999998,1-4-6-7,4,3,4,0,2,0,8,800,0,-800,0,
2320250112010010,2025-01-12,取手競輪,10,中盤,3,4,3,7-3,7,3,100.31,104.56,204.87,2-4,2,2,1,1,2,1,4,400,1340,940,1,3-7-2
2320250112010011,2025-01-12,取手競輪,11,後半,4,4,1,1-4-6,1,4,103.47,102.83,206.3,2-3-5-6,4,2,1,1,5,1,8,800,1130,330,1,4-1-5
7520250113010008,2025-01-13,松山競輪,8,前半,1,4,4,7-3,7,3,101.58,104.36,205.94,1-2-4-6,4,6,3,0,3,0,8,800,0,-800,0,
7520250113010009,2025-01-13,松山競輪,9,前半,2,4,1,4-2-7,4,2,101.00,106.40,207.4,1-3-5-7,4,7,3,0,2,0,8,800,0,-800,0,
7520250113010010,2025-01-13,松山競輪,10,中盤,3,4,2,1-4,1,4,103.26,106.62,209.88,3-5-6-7,4,6,4,0,3,0,8,800,0,-800,0,
7520250113010011,2025-01-13,松山競輪,11,後半,4,4,1,2-4,2,4,105.10,103.94,209.04,3-5-6,3,2,1,1,3,1,6,600,690,90,1,4-2-3
4420250114010006,2025-01-14,大垣競輪,6,前半,1,6,1,1-7-4,1,7,100.26,104.21,204.47,2-4-5-6,4,3,1,0,1,0,8,800,0,-800,0,
4420250114010007,2025-01-14,大垣競輪,7,前半,2,6,3,3-7,3,7,99.82,103.64,203.45999999999998,1-4-5-6,4,2,1,1,1,1,8,800,7470,6670,1,7-3-1
4420250114010008,2025-01-14,大垣競輪,8,中盤,3,6,3,3-5,3,5,99.26,106.69,205.95,1-2-4-6-7,5,1,2,1,1,1,10,1000,7540,6540,1,3-5-1
4420250114010009,2025-01-14,大垣競輪,9,中盤,4,6,3,5-1-3,5,1,101.88,104.04,205.92000000000002,2-3-4-6,4,3,1,0,5,0,8,800,0,-800,0,
4420250114010010,2025-01-14,大垣競輪,10,後半,5,6,2,3-7,3,7,102.70,104.41,207.11,1-2-4-6,4,1,2,1,6,1,8,800,3400,2600,1,3-7-6
4420250114010011,2025-01-14,大垣競輪,11,後半,6,6,2,5-1-4,5,1,97.15,106.95,204.10000000000002,2-3-4-6,4,2,1,1,7,0,8,800,0,-800,0,
6120250116010008,2025-01-16,玉野競輪,8,前半,1,4,1,2-4,2,4,101.68,98.92,200.60000000000002,1-3-7,3,5,4,0,5,0,6,600,0,-600,0,
6120250116010009,2025-01-16,玉野競輪,9,前半,2,4,1,5-2,5,2,100.34,102.11,202.45,1-3-7,3,2,4,0,1,0,6,600,0,-600,0,
6120250116010010,2025-01-16,玉野競輪,10,中盤,3,4,1,4-1,4,1,102.77,102.06,204.82999999999998,2-3-5-7,4,1,3,0,1,0,8,800,0,-800,0,
6120250116010011,2025-01-16,玉野競輪,11,後半,4,4,1,4-1-7,4,1,103.40,101.03,204.43,2-3-6-7,4,1,2,1,2,1,8,800,3670,2870,1,4-1-2
8720250118010008,2025-01-18,熊本競輪,8,前半,1,4,2,7-2-4,7,2,104.57,98.71,203.27999999999997,1-3-4,3,2,3,0,2,0,6,600,0,-600,0,
8720250118010009,2025-01-18,熊本競輪,9,前半,2,4,2,5-2,5,2,105.26,105.16,210.42000000000002,1-3-6-7,4,5,4,0,7,0,8,800,0,-800,0,
8720250118010010,2025-01-18,熊本競輪,10,中盤,3,4,3,2-5,2,5,97.54,103.88,201.42000000000002,3-4-7,3,1,4,0,4,0,6,600,0,-600,0,
8720250118010011,2025-01-18,熊本競輪,11,後半,4,4,3,5-3,5,3,102.93,106.17,209.10000000000002,1-2-4,3,1,3,0,3,0,6,600,0,-600,0,
3820250119010008,2025-01-19,静岡競輪,8,前半,1,4,3,3-4,3,4,100.66,103.80,204.45999999999998,1-2-5,3,3,1,0,3,0,6,600,0,-600,0,
3820250119010009,2025-01-19,静岡競輪,9,前半,2,4,3,5-7-3,5,7,97.53,107.12,204.65,1-2-3-4,4,6,1,0,4,0,8,800,0,-800,0,
3820250119010010,2025-01-19,静岡競輪,10,中盤,3,4,1,5-2,5,2,107.96,95.48,203.44,3-4-6-7,4,3,7,0,5,0,8,800,0,-800,0,
3820250119010011,2025-01-19,静岡競輪,11,後半,4,4,1,7-1,7,1,105.45,95.93,201.38,2-3-4-5-6,5,1,2,1,5,1,10,1000,3560,2560,1,7-1-5
5620250120010008,2025-01-20,岸和田競輪,8,前半,1,4,2,4-2-6,4,2,106.68,107.14,213.82,1-3-6-7,4,3,2,0,4,0,8,800,0,-800,0,
5620250120010009,2025-01-20,岸和田競輪,9,前半,2,4,1,7-1-4,7,1,107.25,103.58,210.82999999999998,2-3-4-5,4,,1,0,4,0,8,800,0,-800,0,
5620250120010010,2025-01-20,岸和田競輪,10,中盤,3,4,2,2-5,2,5,105.60,104.00,209.6,4-6-7,3,6,3,0,5,0,6,600,0,-600,0,
5620250120010011,2025-01-20,岸和田競輪,11,後半,4,4,1,1-4-6,1,4,107.65,103.45,211.10000000000002,3-5-6-7,4,1,3,0,4,0,8,800,0,-800,0,
7520250122010008,2025-01-22,松山競輪,8,前半,1,4,1,1-4-7,1,4,102.67,96.79,199.46,2-3-5-6-7,5,2,1,1,7,1,10,1000,4750,3750,1,4-1-7
7520250122010009,2025-01-22,松山競輪,9,前半,2,4,4,3-5,3,5,99.90,102.44,202.34,1-2-4-7,4,5,,0,7,0,8,800,0,-800,0,
7520250122010010,2025-01-22,松山競輪,10,中盤,3,4,2,5-1-7,5,1,103.88,102.92,206.8,2-3-6-7,4,1,2,1,2,1,8,800,1790,990,1,5-1-2
7520250122010011,2025-01-22,松山競輪,11,後半,4,4,1,3-4-7,3,4,115.41,104.20,219.61,1-2-5-6-7,5,1,6,0,1,0,10,1000,0,-1000,0,
2820250122010008,2025-01-22,立川競輪,8,前半,1,4,1,7-2-3,7,2,101.59,104.60,206.19,1-3-5-6,4,1,2,1,6,1,8,800,25260,24460,1,7-2-6
2820250122010009,2025-01-22,立川競輪,9,前半,2,4,2,5-2,5,2,101.52,104.54,206.06,1-3-4,3,7,3,0,2,0,6,600,0,-600,0,
2820250122010010,2025-01-22,立川競輪,10,中盤,3,4,2,7-1-5,7,1,101.35,103.29,204.64,3-4-5,3,2,1,1,5,1,6,600,790,190,1,1-7-5
2820250122010011,2025-01-22,立川競輪,11,後半,4,4,1,5-1-4,5,1,114.64,105.18,219.82,2-3-4-6-7,5,1,2,1,7,1,10,1000,730,-270,1,5-1-7
3420250125010008,2025-01-25,川崎競輪,8,前半,1,4,3,4-7-3,4,7,103.95,101.71,205.66,1-2-3-5,4,3,1,0,4,0,8,800,0,-800,0,
3420250125010009,2025-01-25,川崎競輪,9,前半,2,4,1,2-4,2,4,101.39,103.25,204.64,3-6-7,3,2,1,1,7,1,6,600,770,170,1,4-2-7
3420250125010010,2025-01-25,川崎競輪,10,中盤,3,4,1,4-1-7,4,1,104.43,103.47,207.9,2-3-5-7,4,1,3,0,1,0,8,800,0,-800,0,
3420250125010011,2025-01-25,川崎競輪,11,後半,4,4,2,2-5,2,5,100.46,103.25,203.70999999999998,1-3-4-6,4,1,3,0,5,0,8,800,0,-800,0,
7320250126010006,2025-01-26,小松島競輪,6,前半,1,6,1,2-4-7,2,4,99.38,103.19,202.57,1-3-5-6-7,5,3,5,0,2,0,10,1000,0,-1000,0,
7320250126010007,2025-01-26,小松島競輪,7,前半,2,6,1,4-2-7,4,2,101.91,102.62,204.53,3-5-6-7,4,1,2,1,5,1,8,800,1440,640,1,4-2-5
7320250126010008,2025-01-26,小松島競輪,8,中盤,3,6,3,7-2-4,7,2,100.85,103.15,204.0,1-3-4-5-6,5,1,2,1,4,1,10,1000,370,-630,1,7-2-4
7320250126010009,2025-01-26,小松島競輪,9,中盤,4,6,1,1-7-4,1,7,100.40,105.93,206.33,2-3-4-5,4,3,1,0,1,0,8,800,0,-800,0,
7320250126010010,2025-01-26,小松島競輪,10,後半,5,6,1,5-7-1,5,7,103.25,104.64,207.89,1-2-3-4-6,5,4,1,0,1,0,10,1000,0,-1000,0,
7320250126010011,2025-01-26,小松島競輪,11,後半,6,6,1,4-1-5,4,1,101.00,100.21,201.20999999999998,2-3-5-7,4,2,1,1,7,1,8,800,820,20,1,1-4-7
2720250127010006,2025-01-27,京王閣競輪,6,前半,1,6,1,1-5-7,1,5,102.68,102.78,205.46,2-3-4-7,4,5,4,0,4,0,8,800,0,-800,0,
2720250127010007,2025-01-27,京王閣競輪,7,前半,2,6,1,5-4-1,5,4,104.64,104.71,209.35,1-2-6-7,4,3,1,0,5,0,8,800,0,-800,0,
2720250127010008,2025-01-27,京王閣競輪,8,中盤,3,6,1,1-7,1,7,102.03,105.19,207.22,2-3-4-6,4,1,2,1,2,1,8,800,2490,1690,1,1-7-2
2720250127010009,2025-01-27,京王閣競輪,9,中盤,4,6,1,7-1-6,7,1,104.53,104.96,209.49,2-4-5-6,4,1,2,1,4,1,8,800,2560,1760,1,7-1-4
2720250127010010,2025-01-27,京王閣競輪,10,後半,5,6,2,4-7-2,4,7,107.25,101.85,209.1,1-2-3,3,7,1,0,3,0,6,600,0,-600,0,
2720250127010011,2025-01-27,京王閣競輪,11,後半,6,6,1,7-1-6,7,1,103.13,104.80,207.93,2-3-5-6,4,1,3,0,1,0,8,800,0,-800,0,
5620250127010006,2025-01-27,岸和田競輪,6,前半,1,6,3,5-7-3,5,7,99.20,102.91,202.11,1-2-3-4-6,5,1,2,1,4,1,10,1000,2150,1150,1,5-7-4
5620250127010007,2025-01-27,岸和田競輪,7,前半,2,6,1,2-5-1,2,5,103.29,109.60,212.89,1-3-4-6,4,1,2,1,4,1,8,800,880,80,1,2-5-4
5620250127010008,2025-01-27,岸和田競輪,8,中盤,3,6,3,7-3,7,3,101.40,102.03,203.43,1-2-5-6,4,2,3,0,3,0,8,800,0,-800,0,
5620250127010009,2025-01-27,岸和田競輪,9,中盤,4,6,1,7-1-5,7,1,105.08,103.39,208.47,2-4-5-6,4,3,1,0,7,0,8,800,0,-800,0,
5620250127010010,2025-01-27,岸和田競輪,10,後半,5,6,2,2-7-5,2,7,106.05,103.22,209.26999999999998,3-4-5,3,1,2,1,3,1,6,600,690,90,1,2-7-3
5620250127010011,2025-01-27,岸和田競輪,11,後半,6,6,1,1-4-7,1,4,104.55,105.37,209.92000000000002,3-5-6-7,4,3,1,0,1,0,8,800,0,-800,0,
8320250128010008,2025-01-28,久留米競輪,8,前半,1,4,1,5-1,5,1,109.35,103.90,213.25,3-4-6-7,4,2,1,1,7,1,8,800,2610,1810,1,1-5-7
8320250128010009,2025-01-28,久留米競輪,9,前半,2,4,1,5-3-6,5,3,105.20,101.75,206.95,1-4-6-7,4,2,1,1,6,1,8,800,1880,1080,1,3-5-6
8320250128010010,2025-01-28,久留米競輪,10,中盤,3,4,2,7-2,7,2,105.08,104.48,209.56,1-4-5,3,3,4,0,7,0,6,600,0,-600,0,
8320250128010011,2025-01-28,久留米競輪,11,後半,4,4,1,5-1,5,1,106.42,106.50,212.92000000000002,3-4-6-7,4,2,1,1,7,1,8,800,360,-440,1,1-5-7
2220250131010006,2025-01-31,前橋競輪,6,前半,1,6,1,1-5-7,1,5,103.71,102.34,206.05,2-3-4-6-7,5,1,2,1,4,1,10,1000,2370,1370,1,1-5-4
2220250131010007,2025-01-31,前橋競輪,7,前半,2,6,1,5-1,5,1,100.26,103.00,203.26,2-3-6-7,4,2,3,0,1,0,8,800,0,-800,0,
2220250131010008,2025-01-31,前橋競輪,8,中盤,3,6,3,3-5-1,3,5,100.15,99.56,199.71,1-2-6-7,4,3,1,0,3,0,8,800,0,-800,0,
2220250131010009,2025-01-31,前橋競輪,9,中盤,4,6,1,4-1,4,1,102.17,103.62,205.79000000000002,3-5-6-7,4,5,1,0,2,0,8,800,0,-800,0,
2220250131010010,2025-01-31,前橋競輪,10,後半,5,6,2,4-1,4,1,105.40,103.19,208.59,2-3-5-6,4,2,1,1,3,1,8,800,3260,2460,1,1-4-3
2220250131010011,2025-01-31,前橋競輪,11,後半,6,6,1,1-7-5,1,7,103.72,100.03,203.75,2-3-4-5,4,2,7,0,2,0,8,800,0,-800,0,
8120250131010006,2025-01-31,小倉競輪,6,前半,1,6,1,4-1,4,1,103.72,105.73,209.45,2-5-7,3,1,,0,6,0,6,600,0,-600,0,
8120250131010007,2025-01-31,小倉競輪,7,前半,2,6,1,1-7,1,7,104.13,102.00,206.13,3-4-5,3,7,3,0,7,0,6,600,0,-600,0,
8120250131010008,2025-01-31,小倉競輪,8,中盤,3,6,1,5-2-6,5,2,104.38,105.07,209.45,1-3-6-7,4,3,2,0,5,0,8,800,0,-800,0,
8120250131010009,2025-01-31,小倉競輪,9,中盤,4,6,1,1-5,1,5,106.10,103.63,209.73,3-4-7,3,7,6,0,6,0,6,600,0,-600,0,
8120250131010010,2025-01-31,小倉競輪,10,後半,5,6,1,1-4-7,1,4,102.13,106.48,208.61,2-3-6-7,4,5,2,0,2,0,8,800,0,-800,0,
8120250131010011,2025-01-31,小倉競輪,11,後半,6,6,1,5-1-7,5,1,106.03,107.05,213.07999999999998,3-4-6-7,4,3,2,0,5,0,8,800,0,-800,0,
1320250201010006,2025-02-01,いわき平競輪,6,前半,1,6,2,5-1,5,1,99.18,103.00,202.18,3-7,2,2,1,1,4,0,4,400,0,-400,0,
1320250201010007,2025-02-01,いわき平競輪,7,前半,2,6,1,1-5-7,1,5,96.12,102.65,198.77,2-3-6-7,4,,1,0,4,0,8,800,0,-800,0,
1320250201010008,2025-02-01,いわき平競輪,8,中盤,3,6,3,3-5-6,3,5,101.39,104.58,205.97,1-2-4-6,4,2,1,1,1,1,8,800,1770,970,1,5-3-1
1320250201010009,2025-02-01,いわき平競輪,9,中盤,4,6,2,5-2-4,5,2,104.52,105.53,210.05,1-4-6,3,2,1,1,7,0,6,600,0,-600,0,
1320250201010010,2025-02-01,いわき平競輪,10,後半,5,6,1,4-1-3,4,1,104.93,104.15,209.08,2-3-6-7,4,2,1,1,3,1,8,800,400,-400,1,1-4-3
1320250201010011,2025-02-01,いわき平競輪,11,後半,6,6,1,7-1-4,7,1,96.33,105.90,202.23000000000002,2-3-4-5-6,5,6,1,0,3,0,10,1000,0,-1000,0,
3420250203010008,2025-02-03,川崎競輪,8,前半,1,4,2,2-5-3,2,5,101.70,102.85,204.55,3-4-7,3,1,2,1,1,0,6,600,0,-600,0,
3420250203010009,2025-02-03,川崎競輪,9,前半,2,4,3,7-4-3,7,4,101.74,104.12,205.86,2-3-5-6,4,3,1,0,7,0,8,800,0,-800,0,
3420250203010010,2025-02-03,川崎競輪,10,中盤,3,4,1,4-2,4,2,104.33,107.03,211.36,1-3-5-7,4,7,1,0,7,0,8,800,0,-800,0,
3420250203010011,2025-02-03,川崎競輪,11,後半,4,4,2,4-1-5,4,1,100.70,106.11,206.81,2-5-6-7,4,3,5,0,4,0,8,800,0,-800,0,
8120250204010006,2025-02-04,小倉競輪,6,前半,1,6,3,7-2,7,2,100.70,103.00,203.7,1-3-5,3,7,3,0,2,0,6,600,0,-600,0,
8120250204010007,2025-02-04,小倉競輪,7,前半,2,6,2,5-2-7,5,2,99.88,104.89,204.76999999999998,1-3-4-7,4,3,1,0,5,0,8,800,0,-800,0,
8120250204010008,2025-02-04,小倉競輪,8,中盤,3,6,1,2-7-5,2,7,101.80,105.41,207.20999999999998,1-4-5-6,4,2,1,1,5,1,8,800,460,-340,1,7-2-5
8120250204010009,2025-02-04,小倉競輪,9,中盤,4,6,2,7-5-1,7,5,102.96,105.23,208.19,1-2-3-6,4,2,1,1,2,1,8,800,790,-10,1,5-7-2
8120250204010010,2025-02-04,小倉競輪,10,後半,5,6,1,7-1-3,7,1,96.52,104.04,200.56,2-3-4-5-6,5,1,2,1,5,1,10,1000,2050,1050,1,7-1-5
8120250204010011,2025-02-04,小倉競輪,11,後半,6,6,2,4-1-7,4,1,105.37,106.06,211.43,2-5-6-7,4,1,2,1,7,1,8,800,530,-270,1,4-1-7
4320250205010006,2025-02-05,岐阜競輪,6,前半,1,6,3,5-3-1,5,3,102.74,98.68,201.42000000000002,1-2-4-6-7,5,3,5,0,5,0,10,1000,0,-1000,0,
4320250205010007,2025-02-05,岐阜競輪,7,前半,2,6,1,4-1,4,1,103.70,107.66,211.36,2-3-7,3,2,1,1,2,1,6,600,480,-120,1,1-4-2
4320250205010008,2025-02-05,岐阜競輪,8,中盤,3,6,1,4-1-6,4,1,102.85,105.47,208.32,2-5-6-7,4,2,1,1,7,1,8,800,650,-150,1,1-4-7
4320250205010009,2025-02-05,岐阜競輪,9,中盤,4,6,3,4-3-1,4,3,103.81,104.96,208.76999999999998,1-2-5-7,4,2,1,1,1,1,8,800,410,-390,1,3-4-1
4320250205010010,2025-02-05,岐阜競輪,10,後半,5,6,1,2-7-5,2,7,103.10,104.05,207.14999999999998,1-4-5-6,4,7,4,0,4,0,8,800,0,-800,0,
4320250205010011,2025-02-05,岐阜競輪,11,後半,6,6,1,5-1-4,5,1,98.40,103.22,201.62,2-3-4-6-7,5,3,1,0,5,0,10,1000,0,-1000,0,
7420250205010006,2025-02-05,高知競輪,6,前半,1,6,1,7-1-5,7,1,103.00,101.36,204.36,3-4-5-6,4,2,4,0,6,0,8,800,0,-800,0,
7420250205010007,2025-02-05,高知競輪,7,前半,2,6,1,5-2,5,2,104.73,102.89,207.62,1-3-4-6,4,2,3,0,2,0,8,800,0,-800,0,
7420250205010008,2025-02-05,高知競輪,8,中盤,3,6,1,7-4-1,7,4,102.10,102.75,204.85,1-2-3-5,4,1,4,0,3,0,8,800,0,-800,0,
7420250205010009,2025-02-05,高知競輪,9,中盤,4,6,3,3-5-7,3,5,103.37,104.18,207.55,1-2-4-6-7,5,1,2,1,1,1,10,1000,810,-190,1,3-5-1
7420250205010010,2025-02-05,高知競輪,10,後半,5,6,1,2-7-4,2,7,104.82,106.81,211.63,1-3-4-5,4,1,3,0,7,0,8,800,0,-800,0,
7420250205010011,2025-02-05,高知競輪,11,後半,6,6,3,1-4-6,1,4,106.58,104.80,211.38,2-3-6-7,4,1,2,1,6,1,8,800,1090,290,1,1-4-6
2520250206010008,2025-02-06,大宮競輪,8,前半,1,4,1,5-1,5,1,102.05,103.21,205.26,2-4-6-7,4,3,7,0,5,0,8,800,0,-800,0,
2520250206010009,2025-02-06,大宮競輪,9,前半,2,4,4,3-5-6,3,5,101.00,104.70,205.7,1-2-4-6-7,5,7,6,0,4,0,10,1000,0,-1000,0,
2520250206010010,2025-02-06,大宮競輪,10,中盤,3,4,1,4-1-5,4,1,102.19,106.00,208.19,3-5-6-7,4,1,2,1,3,1,8,800,1210,410,1,4-1-3
2520250206010011,2025-02-06,大宮競輪,11,後半,4,4,1,1-4-7,1,4,103.92,103.15,207.07,3-5-6-7,4,4,2,0,3,0,8,800,0,-800,0,
3820250207010006,2025-02-07,静岡競輪,6,前半,1,6,1,4-1,4,1,101.81,104.47,206.28,2-6-7,3,3,5,0,4,0,6,600,0,-600,0,
3820250207010007,2025-02-07,静岡競輪,7,前半,2,6,3,3-5-4,3,5,103.11,103.95,207.06,4-6-7,3,3,5,0,3,0,6,600,0,-600,0,
3820250207010008,2025-02-07,静岡競輪,8,中盤,3,6,1,2-4,2,4,101.90,106.36,208.26,1-3-6-7,4,2,1,1,6,1,8,800,1230,430,1,4-2-6
3820250207010009,2025-02-07,静岡競輪,9,中盤,4,6,1,4-7-2,4,7,105.70,104.56,210.26,1-2-3-5-6,5,2,1,1,2,1,10,1000,400,-600,1,7-4-2
3820250207010010,2025-02-07,静岡競輪,10,後半,5,6,1,5-1-7,5,1,105.45,101.00,206.45,3-4-6-7,4,3,2,0,5,0,8,800,0,-800,0,
3820250207010011,2025-02-07,静岡競輪,11,後半,6,6,3,5-4-3,5,4,105.63,106.20,211.82999999999998,1-2-3,3,3,2,0,5,0,6,600,0,-600,0,
2420250210010006,2025-02-10,宇都宮競輪,6,前半,1,6,2,1-4-6,1,4,102.53,105.44,207.97,3-5-6-7,4,3,2,0,1,0,8,800,0,-800,0,
2420250210010007,2025-02-10,宇都宮競輪,7,前半,2,6,3,7-3,7,3,102.00,104.43,206.43,1-2-5,3,1,2,1,5,1,6,600,1920,1320,1,7-3-5
2420250210010008,2025-02-10,宇都宮競輪,8,中盤,3,6,1,5-1-4,5,1,102.66,106.66,209.32,2-4-6-7,4,2,1,1,4,1,8,800,380,-420,1,1-5-4
2420250210010009,2025-02-10,宇都宮競輪,9,中盤,4,6,1,4-7-1,4,7,105.62,100.06,205.68,1-2-3-6,4,2,1,1,6,1,8,800,7360,6560,1,7-4-6
2420250210010010,2025-02-10,宇都宮競輪,10,後半,5,6,2,3-5-4,3,5,108.15,104.81,212.96,1-2-4-7,4,1,2,1,4,1,8,800,430,-370,1,3-5-4
2420250210010011,2025-02-10,宇都宮競輪,11,後半,6,6,1,1-4,1,4,109.36,104.75,214.11,2-3-5-6,4,2,5,0,2,0,8,800,0,-800,0,
