race_id,race_date,track,race_no,actual_1st,v11_top1,v11_hit,v12_top1,v12_hit,v13_switch,v13_top1,v13_hit,score_gap12,score_gap13,raw_gap12,avg_pair_margin_top1,worst_pair_margin_top1,pair_margin_sd_top1,rerank_alt_advantage
4820240416010010,2024-04-16,四日市競輪,10,2,5,0,3,0,0,5,0,17.102987527209564,18.335461385525505,1.9554632462808836,8.124780175258298,6.736353235995646,0.7814557468806923,9.344540004666218
4820240416010011,2024-04-16,四日市競輪,11,3,1,0,5,0,1,5,0,16.017641542802338,29.864970178587896,1.1536138580529594,5.081886933292715,4.057605485712917,1.2246861040480552,10.995526857708308
4820240416010012,2024-04-16,四日市競輪,12,2,3,0,5,0,0,3,0,22.490922816660998,26.21887799805971,1.8003943181026107,7.937394657889588,5.681516948367401,1.321655055844065,10.157175490884084
2520240415020006,2024-04-16,大宮競輪,6,2,7,0,5,0,1,5,0,32.022780552500976,49.68852146670052,1.2859024298159039,4.083332357228388,2.731400210109053,1.4528700286649452,10.957720763403543
2520240415020007,2024-04-16,大宮競輪,7,1,2,0,1,1,1,1,1,7.64937738681985,32.970471326453975,0.7163416038060504,6.631553950132014,5.0859725417033745,1.002250853534174,13.782567297607244
2520240415020008,2024-04-16,大宮競輪,8,4,4,1,5,0,0,4,1,43.84800969716311,51.40291134334388,5.190191844986488,8.55483635908974,7.377302863268971,0.946725073265615,19.783155691143076
2520240415020009,2024-04-16,大宮競輪,9,4,4,1,5,0,1,5,0,23.179730440479545,47.722478506081735,1.5305996485428395,6.847443455870458,5.279207749903409,1.3209627282497705,16.10548780207144
2520240415020010,2024-04-16,大宮競輪,10,3,3,1,4,0,1,4,0,4.27767786200036,16.197171688174976,0.40193566247782364,6.984145196785173,5.397368592890633,1.1943635726196316,6.883403187828064
2520240415020011,2024-04-16,大宮競輪,11,3,3,1,7,0,0,3,1,12.426415740431452,18.11248671465887,1.2992093918823926,7.073158835731996,5.533383381517682,1.2669017830764757,8.278326725964902
2520240415020012,2024-04-16,大宮競輪,12,7,7,1,1,0,0,7,1,14.299018358951912,37.24169099984703,1.7043475907722687,8.255883094267796,6.485544995014882,1.348799429781356,18.158481835634404
5420240415030006,2024-04-17,向日町競輪,6,7,1,0,2,0,0,1,0,44.29350494112055,47.117624391575994,4.987128946915892,7.66481250005257,6.17286541104246,0.8009313504681906,20.1047589259937
5420240415030007,2024-04-17,向日町競輪,7,3,1,0,5,0,0,1,0,18.5512150930806,52.18202889235226,1.9102740385985193,7.2824888015578075,5.781703461795189,0.9686227721984377,19.371568326735414
5420240415030008,2024-04-17,向日町競輪,8,2,2,1,5,0,0,2,1,24.651372040339524,33.580868859202866,2.240384902820124,7.375166108733909,5.78655205280413,1.5525883378698226,13.702854817738205
5420240415030009,2024-04-17,向日町競輪,9,3,3,1,2,0,0,3,1,21.812492095448178,57.078143841043136,2.694105632048309,8.214865920943115,6.680900212527675,1.0681396751568903,20.584548348316396
5420240415030012,2024-04-17,向日町競輪,12,1,4,0,1,1,1,1,1,0.8725833861535648,17.781614268605082,0.04201177570074055,6.772722235435129,4.712445828024818,1.4949047721516233,4.226284952467738
4820240416020006,2024-04-17,四日市競輪,6,4,3,0,1,0,1,1,0,37.007098738450736,39.437249371158245,3.1075407072733885,4.8196610442353345,3.4294728126477745,0.9543588978438139,15.302088896706005
4820240416020007,2024-04-17,四日市競輪,7,5,5,1,3,0,1,3,0,5.115538258054713,42.105486540151425,0.4274348316248817,5.508069581562957,4.736673942089931,0.48159900425081964,17.04571759579326
4820240416020008,2024-04-17,四日市競輪,8,1,7,0,5,0,1,5,0,7.114773327871134,47.55748514641337,0.49819010897357074,6.466021193188879,4.303366716257942,1.500818719855822,16.138168593884956
4820240416020009,2024-04-17,四日市競輪,9,5,7,0,4,0,1,4,0,29.185980046999347,37.51800641157092,2.085288081649595,5.3225814071848925,3.6617692137491185,0.8332757878141217,13.573963035706782
4820240416020010,2024-04-17,四日市競輪,10,1,1,1,7,0,0,1,1,21.627182385527604,30.275527621218643,1.8669020660901872,6.7624308201234795,5.647406898491218,0.6583956089180872,13.43453437850979
4820240416020011,2024-04-17,四日市競輪,11,2,5,0,1,0,0,5,0,33.31989811851922,45.858853613502795,2.5732462290892517,8.38861066076872,6.113289314812372,1.4903586498489279,17.070118581972906
4820240416020012,2024-04-17,四日市競輪,12,5,5,1,2,0,0,5,1,48.47953250604849,55.69691887110109,5.305880830187152,8.396578622370678,6.623525248983142,1.3880910029412055,20.99374433897903
2520240415030005,2024-04-17,大宮競輪,5,7,7,1,3,0,1,3,0,8.232496770359475,18.895991513936465,0.7331917053837156,5.929052923686499,3.9360225925536234,1.0599713546802956,7.157274569168323
2520240415030006,2024-04-17,大宮競輪,6,7,2,0,3,0,1,3,0,15.646942083707685,35.20512851207927,1.3388066003302104,5.781012522915341,4.427935446715535,0.9958319355957169,14.696113519223958
2520240415030007,2024-04-17,大宮競輪,7,4,1,0,4,1,0,1,0,24.28838399201733,37.76806872924979,2.2653208323479284,6.425133864866316,5.836844360568853,0.3274882257464231,17.12742597047774
2520240415030008,2024-04-17,大宮競輪,8,7,3,0,4,0,1,4,0,4.504478942941006,11.096538598855446,0.42532630649615566,6.097032852699463,5.016926129109956,1.1481776703226578,4.836693115154256
2520240415030009,2024-04-17,大宮競輪,9,2,1,0,3,0,0,1,0,38.584537130485444,59.55140807424307,5.158366934561042,9.552745738791474,8.199435001524044,0.8676127436910939,21.004053938115913
2520240415030010,2024-04-17,大宮競輪,10,2,2,1,5,0,0,2,1,11.277470645023826,32.96439142168268,1.065195132040989,6.940214968978577,6.306848410855624,0.5701940104291567,14.964076236806148
2520240415030012,2024-04-17,大宮競輪,12,2,3,0,5,0,0,3,0,18.435248294472828,34.8570904572118,2.6499389830157565,8.89330032055412,6.932705223655141,1.2096188796751408,18.341395861850295
7520240417010008,2024-04-17,松山競輪,8,6,3,0,5,0,1,5,0,13.747680030419119,14.372719270286211,1.0866293737158674,6.556318376012724,5.031750965991327,1.071299535967289,5.46335802390038
7520240417010009,2024-04-17,松山競輪,9,2,2,1,3,0,0,2,1,38.68564770671077,40.70159016151476,3.738967868667383,8.29069227439425,6.6389866067288015,1.1957546278050042,18.203726211716873
7520240417010010,2024-04-17,松山競輪,10,1,4,0,2,0,1,2,0,17.48797165965624,24.900700896930047,2.384532683502475,7.534679455148256,5.047432626523509,1.4160935008275732,15.06891934621983
7520240417010011,2024-04-17,松山競輪,11,4,3,0,2,0,0,3,0,9.505311285523533,46.965410080947954,0.9777437990278415,6.915786312137516,6.072504801252332,0.7468323616752454,20.17583972594744
7520240417010012,2024-04-17,松山競輪,12,1,1,1,6,0,0,1,1,77.42034872411122,83.46495912154874,7.482460621860658,10.062093069846494,9.288188466091581,0.4462869583838377,21.004053938115913
1120240418010006,2024-04-18,函館競輪,6,2,1,0,4,0,1,4,0,14.803227792905233,25.9801662964299,1.0272210925032672,6.601619958123681,5.125924225000334,0.7703038877241218,8.642819854901813
1120240418010007,2024-04-18,函館競輪,7,4,3,0,4,1,1,4,1,5.3007943397158215,24.608439190021244,0.543010419457338,6.052217336949875,4.657393203857371,0.7985680837100632,11.253459836101271
1120240418010008,2024-04-18,函館競輪,8,2,2,1,3,0,1,3,0,23.247799151708662,25.27404808712474,1.3614841143896248,4.534855187955353,3.530935591504971,1.0676391616221104,8.763992880997703
1120240418010009,2024-04-18,函館競輪,9,7,1,0,7,1,1,7,1,17.961539296626995,22.176571498767174,1.100429415046876,5.350586132795396,2.755180388650433,1.4682629747825917,6.826207889435231
1120240418010010,2024-04-18,函館競輪,10,5,2,0,5,1,0,2,0,29.82027459008684,39.24786466262371,2.863648020380648,7.300713185029638,5.449391465782707,0.9771822069430928,16.896290071276937
1120240418010011,2024-04-18,函館競輪,11,7,7,1,1,0,0,7,1,25.93490358429014,56.40566506234128,2.6367746808264396,7.880352838453718,6.405472888291823,0.7645649766035377,19.827225676966624
1120240418010012,2024-04-18,函館競輪,12,3,3,1,4,0,0,3,1,0.8522930140885165,15.022337856255419,0.055972701591912255,7.125892763021157,5.808924528579915,0.9559657760069761,4.6820616123197745
4820240416030008,2024-04-18,四日市競輪,8,7,3,0,4,0,1,4,0,4.420872197132269,10.578205353128453,0.2532552459316122,4.8628285255076555,3.596190897961484,0.7988917826883205,2.966362749777813
4820240416030009,2024-04-18,四日市競輪,9,4,4,1,3,0,1,3,0,6.563766904418074,40.88604726247985,0.4471577614565181,7.0281525746973905,5.220650362015519,1.1191916452523654,14.199322161486943
4820240416030010,2024-04-18,四日市競輪,10,5,1,0,3,0,1,3,0,10.070934614727634,23.631833028621585,0.5205690200622088,5.687858505027515,4.857514073987163,0.5702165638733343,6.4024236102411995
4820240416030012,2024-04-18,四日市競輪,12,1,1,1,5,0,0,1,1,19.07353734686457,23.600904257635506,1.7252944251822182,8.341946896609736,5.796297037957684,1.759847502113589,10.02869995114695
7520240417020008,2024-04-18,松山競輪,8,5,4,0,2,0,1,2,0,5.355494476396913,17.746506009397194,0.6222332735707079,5.657751615367896,4.691291104789906,1.1402140206492017,8.807854512261626
7520240417020009,2024-04-18,松山競輪,9,3,3,1,7,0,1,7,0,1.7365423060432477,27.805173522291057,0.10907502652214252,5.536077450866209,4.438229973349718,0.9925363100607405,8.397970592939691
7520240417020010,2024-04-18,松山競輪,10,5,4,0,2,0,1,2,0,2.285581919110342,5.077499805664544,0.2368726023895098,6.630583336688517,4.740319704050683,1.3359690015579286,1.3793627442512357
7520240417020011,2024-04-18,松山競輪,11,5,3,0,7,0,0,3,0,21.27476382284115,23.047971215975892,2.556088569150976,8.87318989491075,7.066926740374583,0.9544265121538282,11.7616491016683
7520240417020012,2024-04-18,松山競輪,12,1,4,0,1,1,0,4,0,45.36408583697072,59.3783537239098,5.867284937935813,10.384583150375438,9.387265981589564,0.8308595166323458,21.004053938115913
1120240418020006,2024-04-19,函館競輪,6,5,2,0,3,0,1,3,0,43.32002660882041,64.10951872390048,3.8831858695269523,5.786266629170974,4.614582310395582,0.784574407422258,20.176313816634107
1120240418020007,2024-04-19,函館競輪,7,4,3,0,4,1,1,4,1,14.64385319684466,53.054160798582664,0.931524503642037,5.265442583257468,4.611956106063265,0.5735151725849456,16.693856781697374
1120240418020008,2024-04-19,函館競輪,8,7,7,1,5,0,1,5,0,12.088497834199003,52.53811614859547,0.8374707180621286,6.525251031116767,4.354305789768597,1.3143848219321785,17.465511371251726
1120240418020009,2024-04-19,函館競輪,9,4,7,0,5,0,1,5,0,7.989642908007866,27.513196794360013,0.6782329258510966,5.591718741323893,3.852609420377738,1.3800554498621556,10.65453787861215
1120240418020010,2024-04-19,函館競輪,10,2,5,0,2,1,0,5,0,31.6885879146068,33.4789083000025,4.38119053200082,9.59735937378293,7.570718019914629,1.3881751848159634,18.393742760615662
1120240418020011,2024-04-19,函館競輪,11,3,3,1,7,0,0,3,1,44.53972161910949,62.26041700113664,3.6501966975976146,8.004421658450042,5.4566609063842035,1.9810777688461567,18.949853276609648
1120240418020012,2024-04-19,函館競輪,12,4,2,0,7,0,0,2,0,23.72434351181218,29.077560515743343,3.4806998217996856,10.538005960563755,8.962197497619353,1.1732488951129671,16.901072246428097
7520240417030008,2024-04-19,松山競輪,8,3,3,1,1,0,0,3,1,16.295026471020563,26.59209576499734,1.719581941557486,8.09320421486965,6.783258522199558,0.6489478664126948,12.678216877141642
7520240417030009,2024-04-19,松山競輪,9,1,4,0,7,0,0,4,0,32.127386474216095,32.92807370999908,3.5879708664944694,7.799517532535953,7.087678554853811,0.997770207294798,17.50715016971196
7520240417030012,2024-04-19,松山競輪,12,7,1,0,7,1,0,1,0,72.60030499819506,78.09120262331903,7.45501872467418,9.481656890347244,8.48759775324456,0.6919150457190716,20.802523413937653
1120240418030005,2024-04-20,函館競輪,5,4,3,0,5,0,1,5,0,9.289589337860221,33.17802705476399,0.6644501499789701,5.130706685049917,3.147962551938827,1.0650562119502052,11.616017658879343
1120240418030006,2024-04-20,函館競輪,6,5,5,1,7,0,1,7,0,27.120836804864595,40.69886525107967,1.9039659582868538,5.723821773177184,4.8494856285623476,0.8106221924482312,14.225876487740766
1120240418030007,2024-04-20,函館競輪,7,3,2,0,7,0,1,7,0,35.65292062207892,47.39678416328811,2.251548963958263,5.240322745170457,3.776725610925766,0.7842035339956172,15.069251959228419
1120240418030008,2024-04-20,函館競輪,8,5,2,0,5,1,1,5,1,27.062578748088086,31.435300590188135,2.3002859879455766,7.269264223404436,5.334953201459491,1.5466556429259808,12.036272303112936
1120240418030009,2024-04-20,函館競輪,9,5,5,1,7,0,1,7,0,18.631115856433027,20.996912399332587,1.7820876048982175,6.986785666366737,4.803592001528404,1.597671129142302,8.629718287058255
1120240418030010,2024-04-20,函館競輪,10,5,5,1,1,0,1,1,0,26.26507401535534,32.488778568751826,2.9028942800461808,6.774087708894885,5.056095398770414,1.7650555029868156,16.821234168536797
1120240418030012,2024-04-20,函館競輪,12,7,7,1,2,0,0,7,1,3.6655573070211176,18.199460149102308,0.25100242969840636,8.223882455335202,5.765388877588276,1.7687371880297214,5.182358049770181
4320240420010008,2024-04-20,岐阜競輪,8,1,2,0,4,0,0,2,0,7.82198272633272,12.089846304746729,0.89786212531126,6.970468123689093,5.617102254974275,0.9645579094410838,5.960091668063105
4320240420010009,2024-04-20,岐阜競輪,9,1,7,0,3,0,1,3,0,8.213270782231703,30.65698517692394,0.594182410368771,6.014509312293007,4.48566512531192,1.0531072117784193,10.892534968749452
4320240420010010,2024-04-20,岐阜競輪,10,4,4,1,1,0,0,4,1,49.59666019967225,77.45013903167701,6.131259453709596,9.875258348070876,7.391640440470457,1.357012217013514,21.004053938115913
4320240420010011,2024-04-20,岐阜競輪,11,4,3,0,4,1,0,3,0,26.810684612828226,29.95137340644169,2.9303062289483597,8.784994715509008,6.009683616564594,1.660485388776429,15.289655936003896
4320240420010012,2024-04-20,岐阜競輪,12,4,2,0,3,0,0,2,0,10.517604014207976,52.670671470563825,0.5527844292065467,7.8026790272132365,5.939418982081893,1.1150376695767046,15.06856702564554
8620240421010006,2024-04-21,別府競輪,6,2,2,1,1,0,0,2,1,5.80392303077312,52.12149805453519,0.6189478700913433,8.011713459400312,7.202036856591354,0.46498148731293504,19.69984792417738
8620240421010007,2024-04-21,別府競輪,7,2,1,0,7,0,1,7,0,8.328301561479307,16.299940148097008,0.6803384939217683,5.666212301789449,3.72287041715057,1.764053328263628,6.31223063163016
8620240421010008,2024-04-21,別府競輪,8,5,3,0,4,0,0,3,0,1.8563729215759395,51.400849505847575,0.17553041147422466,6.645368361287181,5.532060822337072,0.7514903273115423,20.11959776061504
8620240421010009,2024-04-21,別府競輪,9,5,5,1,4,0,0,5,1,57.32882197583515,76.21961326998245,7.004678453263006,9.750751662594126,8.266961725369248,0.7743834532552026,21.004053938115913
8620240421010010,2024-04-21,別府競輪,10,4,1,0,3,0,0,1,0,21.01498819797095,43.56456110803726,3.304615199781546,9.947348721624707,8.33496679562945,0.8701375367402302,20.638729581119442
8620240421010011,2024-04-21,別府競輪,11,5,5,1,7,0,0,5,1,35.34125117174004,62.18506131391946,5.62038514597511,11.21716864801682,10.169277853217732,0.7585281136188995,20.725489779970676
8620240421010012,2024-04-21,別府競輪,12,4,4,1,3,0,0,4,1,23.727401800881026,33.43544100221986,2.1770108689840466,9.769709807357136,6.79656656874411,1.4415327454583107,14.48021755882649
4320240420020008,2024-04-21,岐阜競輪,8,4,7,0,2,0,0,7,0,1.4490138973722821,52.08860089495237,0.14008240524377769,6.695086891093161,5.758221570725116,0.7207730022304794,19.760126819255092
4320240420020009,2024-04-21,岐阜競輪,9,3,1,0,7,0,1,7,0,1.3064087338446484,2.033247010607525,0.06824190027907129,4.865601070951319,4.212732620513024,0.6025990946157653,0.9023426517737761
4320240420020010,2024-04-21,岐阜競輪,10,3,4,0,3,1,0,4,0,16.941582454994915,41.34440921074034,1.8950349505591184,9.050959712381472,7.28192545280019,1.1434063555995937,19.186265188742937
4320240420020011,2024-04-21,岐阜競輪,11,4,3,0,2,0,0,3,0,5.151149508586215,28.810177420147312,0.4146840399178675,7.02235492742786,6.0313014475590725,0.6651910322563496,10.328463036300445
4320240420020012,2024-04-21,岐阜競輪,12,4,5,0,1,0,0,5,0,41.87734258310698,62.66417297263414,3.8180478164864713,9.148481426992669,7.870775708292832,1.1835911424732086,20.282862689675422
