race_id,race_date,track,race_no,segment,strategy,decision,combination,stake_yen,payout_yen,profit_yen,hit
8120240121010011,2024-01-21,小倉競輪,11,後半,late_v1,mainline_4pt,4-7-1,100,0,-100,0
8120240121010011,2024-01-21,小倉競輪,11,後半,late_v1,mainline_4pt,7-4-1,100,0,-100,0
8120240121010011,2024-01-21,小倉競輪,11,後半,late_v1,mainline_4pt,4-7-2,100,870,770,1
8120240121010011,2024-01-21,小倉競輪,11,後半,late_v1,mainline_4pt,7-4-2,100,0,-100,0
2420240122010011,2024-01-22,宇都宮競輪,11,後半,late_v1,rough_18pt,1-4-3,100,0,-100,0
2420240122010011,2024-01-22,宇都宮競輪,11,後半,late_v1,rough_18pt,1-4-5,100,0,-100,0
2420240122010011,2024-01-22,宇都宮競輪,11,後半,late_v1,rough_18pt,1-4-7,100,0,-100,0
2420240122010011,2024-01-22,宇都宮競輪,11,後半,late_v1,rough_18pt,1-5-3,100,0,-100,0
2420240122010011,2024-01-22,宇都宮競輪,11,後半,late_v1,rough_18pt,1-5-4,100,0,-100,0
2420240122010011,2024-01-22,宇都宮競輪,11,後半,late_v1,rough_18pt,1-5-7,100,0,-100,0
2420240122010011,2024-01-22,宇都宮競輪,11,後半,late_v1,rough_18pt,1-7-3,100,0,-100,0
2420240122010011,2024-01-22,宇都宮競輪,11,後半,late_v1,rough_18pt,1-7-4,100,0,-100,0
2420240122010011,2024-01-22,宇都宮競輪,11,後半,late_v1,rough_18pt,1-7-5,100,0,-100,0
2420240122010011,2024-01-22,宇都宮競輪,11,後半,late_v1,rough_18pt,4-1-3,100,0,-100,0
2420240122010011,2024-01-22,宇都宮競輪,11,後半,late_v1,rough_18pt,4-1-5,100,0,-100,0
2420240122010011,2024-01-22,宇都宮競輪,11,後半,late_v1,rough_18pt,4-1-7,100,0,-100,0
2420240122010011,2024-01-22,宇都宮競輪,11,後半,late_v1,rough_18pt,4-5-1,100,0,-100,0
2420240122010011,2024-01-22,宇都宮競輪,11,後半,late_v1,rough_18pt,4-5-3,100,0,-100,0
2420240122010011,2024-01-22,宇都宮競輪,11,後半,late_v1,rough_18pt,4-5-7,100,0,-100,0
2420240122010011,2024-01-22,宇都宮競輪,11,後半,late_v1,rough_18pt,4-7-1,100,0,-100,0
2420240122010011,2024-01-22,宇都宮競輪,11,後半,late_v1,rough_18pt,4-7-3,100,0,-100,0
2420240122010011,2024-01-22,宇都宮競輪,11,後半,late_v1,rough_18pt,4-7-5,100,0,-100,0
3120240123010010,2024-01-23,松戸競輪,10,後半,late_v1,rough_18pt,3-1-4,100,0,-100,0
3120240123010010,2024-01-23,松戸競輪,10,後半,late_v1,rough_18pt,3-1-5,100,0,-100,0
3120240123010010,2024-01-23,松戸競輪,10,後半,late_v1,rough_18pt,3-1-7,100,0,-100,0
3120240123010010,2024-01-23,松戸競輪,10,後半,late_v1,rough_18pt,3-5-1,100,0,-100,0
3120240123010010,2024-01-23,松戸競輪,10,後半,late_v1,rough_18pt,3-5-4,100,0,-100,0
3120240123010010,2024-01-23,松戸競輪,10,後半,late_v1,rough_18pt,3-5-7,100,0,-100,0
3120240123010010,2024-01-23,松戸競輪,10,後半,late_v1,rough_18pt,3-7-1,100,0,-100,0
3120240123010010,2024-01-23,松戸競輪,10,後半,late_v1,rough_18pt,3-7-4,100,0,-100,0
3120240123010010,2024-01-23,松戸競輪,10,後半,late_v1,rough_18pt,3-7-5,100,0,-100,0
3120240123010010,2024-01-23,松戸競輪,10,後半,late_v1,rough_18pt,7-1-3,100,0,-100,0
3120240123010010,2024-01-23,松戸競輪,10,後半,late_v1,rough_18pt,7-1-4,100,0,-100,0
3120240123010010,2024-01-23,松戸競輪,10,後半,late_v1,rough_18pt,7-1-5,100,0,-100,0
3120240123010010,2024-01-23,松戸競輪,10,後半,late_v1,rough_18pt,7-3-1,100,0,-100,0
3120240123010010,2024-01-23,松戸競輪,10,後半,late_v1,rough_18pt,7-3-4,100,0,-100,0
3120240123010010,2024-01-23,松戸競輪,10,後半,late_v1,rough_18pt,7-3-5,100,0,-100,0
3120240123010010,2024-01-23,松戸競輪,10,後半,late_v1,rough_18pt,7-5-1,100,0,-100,0
3120240123010010,2024-01-23,松戸競輪,10,後半,late_v1,rough_18pt,7-5-3,100,0,-100,0
3120240123010010,2024-01-23,松戸競輪,10,後半,late_v1,rough_18pt,7-5-4,100,0,-100,0
8320240126010010,2024-01-26,久留米競輪,10,後半,late_v1,rough_18pt,4-1-2,100,0,-100,0
8320240126010010,2024-01-26,久留米競輪,10,後半,late_v1,rough_18pt,4-1-5,100,0,-100,0
8320240126010010,2024-01-26,久留米競輪,10,後半,late_v1,rough_18pt,4-1-7,100,0,-100,0
8320240126010010,2024-01-26,久留米競輪,10,後半,late_v1,rough_18pt,4-2-1,100,0,-100,0
8320240126010010,2024-01-26,久留米競輪,10,後半,late_v1,rough_18pt,4-2-5,100,1570,1470,1
8320240126010010,2024-01-26,久留米競輪,10,後半,late_v1,rough_18pt,4-2-7,100,0,-100,0
8320240126010010,2024-01-26,久留米競輪,10,後半,late_v1,rough_18pt,4-5-1,100,0,-100,0
8320240126010010,2024-01-26,久留米競輪,10,後半,late_v1,rough_18pt,4-5-2,100,0,-100,0
8320240126010010,2024-01-26,久留米競輪,10,後半,late_v1,rough_18pt,4-5-7,100,0,-100,0
8320240126010010,2024-01-26,久留米競輪,10,後半,late_v1,rough_18pt,5-1-2,100,0,-100,0
8320240126010010,2024-01-26,久留米競輪,10,後半,late_v1,rough_18pt,5-1-4,100,0,-100,0
8320240126010010,2024-01-26,久留米競輪,10,後半,late_v1,rough_18pt,5-1-7,100,0,-100,0
8320240126010010,2024-01-26,久留米競輪,10,後半,late_v1,rough_18pt,5-2-1,100,0,-100,0
8320240126010010,2024-01-26,久留米競輪,10,後半,late_v1,rough_18pt,5-2-4,100,0,-100,0
8320240126010010,2024-01-26,久留米競輪,10,後半,late_v1,rough_18pt,5-2-7,100,0,-100,0
8320240126010010,2024-01-26,久留米競輪,10,後半,late_v1,rough_18pt,5-4-1,100,0,-100,0
8320240126010010,2024-01-26,久留米競輪,10,後半,late_v1,rough_18pt,5-4-2,100,0,-100,0
8320240126010010,2024-01-26,久留米競輪,10,後半,late_v1,rough_18pt,5-4-7,100,0,-100,0
7320240201010010,2024-02-01,小松島競輪,10,後半,late_v1,mainline_4pt,2-1-5,100,0,-100,0
7320240201010010,2024-02-01,小松島競輪,10,後半,late_v1,mainline_4pt,1-2-5,100,0,-100,0
7320240201010010,2024-02-01,小松島競輪,10,後半,late_v1,mainline_4pt,2-1-3,100,0,-100,0
7320240201010010,2024-02-01,小松島競輪,10,後半,late_v1,mainline_4pt,1-2-3,100,0,-100,0
1320240202010011,2024-02-02,いわき平競輪,11,後半,late_v1,rough_18pt,3-1-4,100,0,-100,0
1320240202010011,2024-02-02,いわき平競輪,11,後半,late_v1,rough_18pt,3-1-5,100,0,-100,0
1320240202010011,2024-02-02,いわき平競輪,11,後半,late_v1,rough_18pt,3-1-7,100,0,-100,0
1320240202010011,2024-02-02,いわき平競輪,11,後半,late_v1,rough_18pt,3-4-1,100,0,-100,0
1320240202010011,2024-02-02,いわき平競輪,11,後半,late_v1,rough_18pt,3-4-5,100,0,-100,0
1320240202010011,2024-02-02,いわき平競輪,11,後半,late_v1,rough_18pt,3-4-7,100,0,-100,0
1320240202010011,2024-02-02,いわき平競輪,11,後半,late_v1,rough_18pt,3-5-1,100,0,-100,0
1320240202010011,2024-02-02,いわき平競輪,11,後半,late_v1,rough_18pt,3-5-4,100,0,-100,0
1320240202010011,2024-02-02,いわき平競輪,11,後半,late_v1,rough_18pt,3-5-7,100,0,-100,0
1320240202010011,2024-02-02,いわき平競輪,11,後半,late_v1,rough_18pt,5-1-3,100,0,-100,0
1320240202010011,2024-02-02,いわき平競輪,11,後半,late_v1,rough_18pt,5-1-4,100,0,-100,0
1320240202010011,2024-02-02,いわき平競輪,11,後半,late_v1,rough_18pt,5-1-7,100,0,-100,0
1320240202010011,2024-02-02,いわき平競輪,11,後半,late_v1,rough_18pt,5-3-1,100,0,-100,0
1320240202010011,2024-02-02,いわき平競輪,11,後半,late_v1,rough_18pt,5-3-4,100,0,-100,0
1320240202010011,2024-02-02,いわき平競輪,11,後半,late_v1,rough_18pt,5-3-7,100,0,-100,0
1320240202010011,2024-02-02,いわき平競輪,11,後半,late_v1,rough_18pt,5-4-1,100,0,-100,0
1320240202010011,2024-02-02,いわき平競輪,11,後半,late_v1,rough_18pt,5-4-3,100,0,-100,0
1320240202010011,2024-02-02,いわき平競輪,11,後半,late_v1,rough_18pt,5-4-7,100,0,-100,0
5620240205010009,2024-02-05,岸和田競輪,9,中盤,middle_v0,buy,1-7-2,100,0,-100,0
5620240205010009,2024-02-05,岸和田競輪,9,中盤,middle_v0,buy,5-2-7,100,0,-100,0
4520240205010007,2024-02-05,豊橋競輪,7,前半,early_v0,buy,1-5-3,100,0,-100,0
4520240205010007,2024-02-05,豊橋競輪,7,前半,early_v0,buy,1-5-4,100,0,-100,0
4520240205010007,2024-02-05,豊橋競輪,7,前半,early_v0,buy,5-1-3,100,0,-100,0
4520240205010007,2024-02-05,豊橋競輪,7,前半,early_v0,buy,5-1-4,100,0,-100,0
3720240213010006,2024-02-13,伊東競輪,6,前半,early_v0,buy,5-2-3,100,0,-100,0
3720240213010006,2024-02-13,伊東競輪,6,前半,early_v0,buy,5-2-1,100,0,-100,0
3720240213010006,2024-02-13,伊東競輪,6,前半,early_v0,buy,2-5-3,100,0,-100,0
3720240213010006,2024-02-13,伊東競輪,6,前半,early_v0,buy,2-5-1,100,0,-100,0
2620240213010010,2024-02-13,西武園競輪,10,後半,late_v1,mainline_4pt,5-1-6,100,0,-100,0
2620240213010010,2024-02-13,西武園競輪,10,後半,late_v1,mainline_4pt,1-5-6,100,0,-100,0
2620240213010010,2024-02-13,西武園競輪,10,後半,late_v1,mainline_4pt,5-1-7,100,0,-100,0
2620240213010010,2024-02-13,西武園競輪,10,後半,late_v1,mainline_4pt,1-5-7,100,0,-100,0
2620240213010011,2024-02-13,西武園競輪,11,後半,late_v1,rough_18pt,1-3-5,100,0,-100,0
2620240213010011,2024-02-13,西武園競輪,11,後半,late_v1,rough_18pt,1-3-6,100,0,-100,0
2620240213010011,2024-02-13,西武園競輪,11,後半,late_v1,rough_18pt,1-3-7,100,0,-100,0
2620240213010011,2024-02-13,西武園競輪,11,後半,late_v1,rough_18pt,1-5-3,100,1570,1470,1
2620240213010011,2024-02-13,西武園競輪,11,後半,late_v1,rough_18pt,1-5-6,100,0,-100,0
2620240213010011,2024-02-13,西武園競輪,11,後半,late_v1,rough_18pt,1-5-7,100,0,-100,0
2620240213010011,2024-02-13,西武園競輪,11,後半,late_v1,rough_18pt,1-7-3,100,0,-100,0
2620240213010011,2024-02-13,西武園競輪,11,後半,late_v1,rough_18pt,1-7-5,100,0,-100,0
2620240213010011,2024-02-13,西武園競輪,11,後半,late_v1,rough_18pt,1-7-6,100,0,-100,0
2620240213010011,2024-02-13,西武園競輪,11,後半,late_v1,rough_18pt,7-1-3,100,0,-100,0
2620240213010011,2024-02-13,西武園競輪,11,後半,late_v1,rough_18pt,7-1-5,100,0,-100,0
2620240213010011,2024-02-13,西武園競輪,11,後半,late_v1,rough_18pt,7-1-6,100,0,-100,0
2620240213010011,2024-02-13,西武園競輪,11,後半,late_v1,rough_18pt,7-3-1,100,0,-100,0
2620240213010011,2024-02-13,西武園競輪,11,後半,late_v1,rough_18pt,7-3-5,100,0,-100,0
2620240213010011,2024-02-13,西武園競輪,11,後半,late_v1,rough_18pt,7-3-6,100,0,-100,0
2620240213010011,2024-02-13,西武園競輪,11,後半,late_v1,rough_18pt,7-5-1,100,0,-100,0
2620240213010011,2024-02-13,西武園競輪,11,後半,late_v1,rough_18pt,7-5-3,100,0,-100,0
2620240213010011,2024-02-13,西武園競輪,11,後半,late_v1,rough_18pt,7-5-6,100,0,-100,0
6120240214010008,2024-02-14,玉野競輪,8,前半,early_v0,buy,1-5-7,100,0,-100,0
6120240214010008,2024-02-14,玉野競輪,8,前半,early_v0,buy,1-5-2,100,0,-100,0
6120240214010008,2024-02-14,玉野競輪,8,前半,early_v0,buy,5-1-7,100,0,-100,0
6120240214010008,2024-02-14,玉野競輪,8,前半,early_v0,buy,5-1-2,100,0,-100,0
6120240214010010,2024-02-14,玉野競輪,10,中盤,middle_v0,buy,5-1-4,100,0,-100,0
6120240214010010,2024-02-14,玉野競輪,10,中盤,middle_v0,buy,2-4-1,100,0,-100,0
8520240215010009,2024-02-15,佐世保競輪,9,前半,early_v0,buy,3-7-5,100,0,-100,0
8520240215010009,2024-02-15,佐世保競輪,9,前半,early_v0,buy,3-7-1,100,0,-100,0
8520240215010009,2024-02-15,佐世保競輪,9,前半,early_v0,buy,7-3-5,100,0,-100,0
8520240215010009,2024-02-15,佐世保競輪,9,前半,early_v0,buy,7-3-1,100,0,-100,0
8520240215010011,2024-02-15,佐世保競輪,11,後半,late_v1,rough_18pt,2-1-3,100,0,-100,0
8520240215010011,2024-02-15,佐世保競輪,11,後半,late_v1,rough_18pt,2-1-4,100,0,-100,0
8520240215010011,2024-02-15,佐世保競輪,11,後半,late_v1,rough_18pt,2-1-7,100,0,-100,0
8520240215010011,2024-02-15,佐世保競輪,11,後半,late_v1,rough_18pt,2-3-1,100,0,-100,0
8520240215010011,2024-02-15,佐世保競輪,11,後半,late_v1,rough_18pt,2-3-4,100,0,-100,0
8520240215010011,2024-02-15,佐世保競輪,11,後半,late_v1,rough_18pt,2-3-7,100,0,-100,0
8520240215010011,2024-02-15,佐世保競輪,11,後半,late_v1,rough_18pt,2-7-1,100,0,-100,0
8520240215010011,2024-02-15,佐世保競輪,11,後半,late_v1,rough_18pt,2-7-3,100,0,-100,0
8520240215010011,2024-02-15,佐世保競輪,11,後半,late_v1,rough_18pt,2-7-4,100,0,-100,0
8520240215010011,2024-02-15,佐世保競輪,11,後半,late_v1,rough_18pt,7-1-2,100,0,-100,0
8520240215010011,2024-02-15,佐世保競輪,11,後半,late_v1,rough_18pt,7-1-3,100,0,-100,0
8520240215010011,2024-02-15,佐世保競輪,11,後半,late_v1,rough_18pt,7-1-4,100,540,440,1
8520240215010011,2024-02-15,佐世保競輪,11,後半,late_v1,rough_18pt,7-2-1,100,0,-100,0
8520240215010011,2024-02-15,佐世保競輪,11,後半,late_v1,rough_18pt,7-2-3,100,0,-100,0
8520240215010011,2024-02-15,佐世保競輪,11,後半,late_v1,rough_18pt,7-2-4,100,0,-100,0
8520240215010011,2024-02-15,佐世保競輪,11,後半,late_v1,rough_18pt,7-3-1,100,0,-100,0
8520240215010011,2024-02-15,佐世保競輪,11,後半,late_v1,rough_18pt,7-3-2,100,0,-100,0
8520240215010011,2024-02-15,佐世保競輪,11,後半,late_v1,rough_18pt,7-3-4,100,0,-100,0
4520240217010008,2024-02-17,豊橋競輪,8,中盤,middle_v0,buy,7-1-4,100,0,-100,0
4520240217010008,2024-02-17,豊橋競輪,8,中盤,middle_v0,buy,2-4-1,100,0,-100,0
4520240217010011,2024-02-17,豊橋競輪,11,後半,late_v1,mainline_4pt,1-4-6,100,0,-100,0
4520240217010011,2024-02-17,豊橋競輪,11,後半,late_v1,mainline_4pt,4-1-6,100,0,-100,0
4520240217010011,2024-02-17,豊橋競輪,11,後半,late_v1,mainline_4pt,1-4-3,100,0,-100,0
4520240217010011,2024-02-17,豊橋競輪,11,後半,late_v1,mainline_4pt,4-1-3,100,0,-100,0
4820240220010010,2024-02-20,四日市競輪,10,中盤,middle_v0,buy,2-7-3,100,0,-100,0
4820240220010010,2024-02-20,四日市競輪,10,中盤,middle_v0,buy,4-3-7,100,0,-100,0
4820240220010011,2024-02-20,四日市競輪,11,後半,late_v1,mainline_4pt,2-5-4,100,0,-100,0
4820240220010011,2024-02-20,四日市競輪,11,後半,late_v1,mainline_4pt,5-2-4,100,510,410,1
4820240220010011,2024-02-20,四日市競輪,11,後半,late_v1,mainline_4pt,2-5-7,100,0,-100,0
4820240220010011,2024-02-20,四日市競輪,11,後半,late_v1,mainline_4pt,5-2-7,100,0,-100,0
3620240221010010,2024-02-21,小田原競輪,10,後半,late_v1,rough_18pt,1-2-4,100,0,-100,0
3620240221010010,2024-02-21,小田原競輪,10,後半,late_v1,rough_18pt,1-2-6,100,0,-100,0
3620240221010010,2024-02-21,小田原競輪,10,後半,late_v1,rough_18pt,1-2-7,100,0,-100,0
3620240221010010,2024-02-21,小田原競輪,10,後半,late_v1,rough_18pt,1-4-2,100,0,-100,0
3620240221010010,2024-02-21,小田原競輪,10,後半,late_v1,rough_18pt,1-4-6,100,0,-100,0
3620240221010010,2024-02-21,小田原競輪,10,後半,late_v1,rough_18pt,1-4-7,100,0,-100,0
3620240221010010,2024-02-21,小田原競輪,10,後半,late_v1,rough_18pt,1-7-2,100,0,-100,0
3620240221010010,2024-02-21,小田原競輪,10,後半,late_v1,rough_18pt,1-7-4,100,0,-100,0
3620240221010010,2024-02-21,小田原競輪,10,後半,late_v1,rough_18pt,1-7-6,100,0,-100,0
3620240221010010,2024-02-21,小田原競輪,10,後半,late_v1,rough_18pt,2-1-4,100,0,-100,0
3620240221010010,2024-02-21,小田原競輪,10,後半,late_v1,rough_18pt,2-1-6,100,0,-100,0
3620240221010010,2024-02-21,小田原競輪,10,後半,late_v1,rough_18pt,2-1-7,100,0,-100,0
3620240221010010,2024-02-21,小田原競輪,10,後半,late_v1,rough_18pt,2-4-1,100,0,-100,0
3620240221010010,2024-02-21,小田原競輪,10,後半,late_v1,rough_18pt,2-4-6,100,0,-100,0
3620240221010010,2024-02-21,小田原競輪,10,後半,late_v1,rough_18pt,2-4-7,100,0,-100,0
3620240221010010,2024-02-21,小田原競輪,10,後半,late_v1,rough_18pt,2-7-1,100,0,-100,0
3620240221010010,2024-02-21,小田原競輪,10,後半,late_v1,rough_18pt,2-7-4,100,0,-100,0
3620240221010010,2024-02-21,小田原競輪,10,後半,late_v1,rough_18pt,2-7-6,100,0,-100,0
7520240223010010,2024-02-23,松山競輪,10,中盤,middle_v0,buy,1-4-2,100,0,-100,0
7520240223010010,2024-02-23,松山競輪,10,中盤,middle_v0,buy,5-2-4,100,0,-100,0
1320240301010008,2024-03-01,いわき平競輪,8,中盤,middle_v0,buy,4-1-5,100,0,-100,0
1320240301010008,2024-03-01,いわき平競輪,8,中盤,middle_v0,buy,3-5-1,100,0,-100,0
2520240301010006,2024-03-01,大宮競輪,6,前半,early_v0,buy,4-1-2,100,0,-100,0
2520240301010006,2024-03-01,大宮競輪,6,前半,early_v0,buy,4-1-5,100,0,-100,0
2520240301010006,2024-03-01,大宮競輪,6,前半,early_v0,buy,1-4-2,100,0,-100,0
2520240301010006,2024-03-01,大宮競輪,6,前半,early_v0,buy,1-4-5,100,0,-100,0
2520240301010011,2024-03-01,大宮競輪,11,後半,late_v1,mainline_4pt,7-2-4,100,0,-100,0
2520240301010011,2024-03-01,大宮競輪,11,後半,late_v1,mainline_4pt,2-7-4,100,0,-100,0
2520240301010011,2024-03-01,大宮競輪,11,後半,late_v1,mainline_4pt,7-2-1,100,0,-100,0
2520240301010011,2024-03-01,大宮競輪,11,後半,late_v1,mainline_4pt,2-7-1,100,0,-100,0
5420240304010010,2024-03-04,向日町競輪,10,後半,late_v1,rough_18pt,1-2-5,100,0,-100,0
5420240304010010,2024-03-04,向日町競輪,10,後半,late_v1,rough_18pt,1-2-6,100,0,-100,0
5420240304010010,2024-03-04,向日町競輪,10,後半,late_v1,rough_18pt,1-2-7,100,0,-100,0
5420240304010010,2024-03-04,向日町競輪,10,後半,late_v1,rough_18pt,1-5-2,100,0,-100,0
5420240304010010,2024-03-04,向日町競輪,10,後半,late_v1,rough_18pt,1-5-6,100,0,-100,0
5420240304010010,2024-03-04,向日町競輪,10,後半,late_v1,rough_18pt,1-5-7,100,0,-100,0
5420240304010010,2024-03-04,向日町競輪,10,後半,late_v1,rough_18pt,1-6-2,100,0,-100,0
5420240304010010,2024-03-04,向日町競輪,10,後半,late_v1,rough_18pt,1-6-5,100,0,-100,0
5420240304010010,2024-03-04,向日町競輪,10,後半,late_v1,rough_18pt,1-6-7,100,0,-100,0
5420240304010010,2024-03-04,向日町競輪,10,後半,late_v1,rough_18pt,6-1-2,100,0,-100,0
