race_id,race_date,track,race_no,race_type,ticket_type,combination,odds,market_rank,odds_status,total_votes,odds_as_of,odds_phase,odds_source,odds_source_url,captured_at_utc
2420240401010006,2024-04-01,宇都宮競輪,6,Ｓ級予選,3連複,1=2=3,20.4,7,available,55516,2024/04/01 13:07,final,楽天Kドリームス 確定オッズ,https://keirin.kdreams.jp/utsunomiya/racedetail/2420240401010006/?pageType=odds,2026-08-31T05:19:26.410746+00:00
2420240401010006,2024-04-01,宇都宮競輪,6,Ｓ級予選,3連複,1=2=4,46.6,13,available,55516,2024/04/01 13:07,final,楽天Kドリームス 確定オッズ,https://keirin.kdreams.jp/utsunomiya/racedetail/2420240401010006/?pageType=odds,2026-08-31T05:19:26.410746+00:00
2420240401010006,2024-04-01,宇都宮競輪,6,Ｓ級予選,3連複,1=2=5,46.6,13,available,55516,2024/04/01 13:07,final,楽天Kドリームス 確定オッズ,https://keirin.kdreams.jp/utsunomiya/racedetail/2420240401010006/?pageType=odds,2026-08-31T05:19:26.410746+00:00
2420240401010006,2024-04-01,宇都宮競輪,6,Ｓ級予選,3連複,1=2=6,85.3,19,available,55516,2024/04/01 13:07,final,楽天Kドリームス 確定オッズ,https://keirin.kdreams.jp/utsunomiya/racedetail/2420240401010006/?pageType=odds,2026-08-31T05:19:26.410746+00:00
2420240401010006,2024-04-01,宇都宮競輪,6,Ｓ級予選,3連複,1=2=7,11.3,5,available,55516,2024/04/01 13:07,final,楽天Kドリームス 確定オッズ,https://keirin.kdreams.jp/utsunomiya/racedetail/2420240401010006/?pageType=odds,2026-08-31T05:19:26.410746+00:00
2420240401010006,2024-04-01,宇都宮競輪,6,Ｓ級予選,3連複,1=3=4,67.0,17,available,55516,2024/04/01 13:07,final,楽天Kドリームス 確定オッズ,https://keirin.kdreams.jp/utsunomiya/racedetail/2420240401010006/?pageType=odds,2026-08-31T05:19:26.410746+00:00
2420240401010006,2024-04-01,宇都宮競輪,6,Ｓ級予選,3連複,1=3=5,4.6,2,available,55516,2024/04/01 13:07,final,楽天Kドリームス 確定オッズ,https://keirin.kdreams.jp/utsunomiya/racedetail/2420240401010006/?pageType=odds,2026-08-31T05:19:26.410746+00:00
2420240401010006,2024-04-01,宇都宮競輪,6,Ｓ級予選,3連複,1=3=6,106.4,24,available,55516,2024/04/01 13:07,final,楽天Kドリームス 確定オッズ,https://keirin.kdreams.jp/utsunomiya/racedetail/2420240401010006/?pageType=odds,2026-08-31T05:19:26.410746+00:00
2420240401010006,2024-04-01,宇都宮競輪,6,Ｓ級予選,3連複,1=3=7,3.3,1,available,55516,2024/04/01 13:07,final,楽天Kドリームス 確定オッズ,https://keirin.kdreams.jp/utsunomiya/racedetail/2420240401010006/?pageType=odds,2026-08-31T05:19:26.410746+00:00
2420240401010006,2024-04-01,宇都宮競輪,6,Ｓ級予選,3連複,1=4=5,98.4,23,available,55516,2024/04/01 13:07,final,楽天Kドリームス 確定オッズ,https://keirin.kdreams.jp/utsunomiya/racedetail/2420240401010006/?pageType=odds,2026-08-31T05:19:26.410746+00:00
2420240401010006,2024-04-01,宇都宮競輪,6,Ｓ級予選,3連複,1=4=6,223.8,31,available,55516,2024/04/01 13:07,final,楽天Kドリームス 確定オッズ,https://keirin.kdreams.jp/utsunomiya/racedetail/2420240401010006/?pageType=odds,2026-08-31T05:19:26.410746+00:00
2420240401010006,2024-04-01,宇都宮競輪,6,Ｓ級予選,3連複,1=4=7,31.4,8,available,55516,2024/04/01 13:07,final,楽天Kドリームス 確定オッズ,https://keirin.kdreams.jp/utsunomiya/racedetail/2420240401010006/?pageType=odds,2026-08-31T05:19:26.410746+00:00
