race_id,race_date,track,meeting_grade,race_no,race_type,start_time,deadline,source_url,captured_at_utc,car_no,player_name,player_profile,prefecture,age,term,class,style,gear,score,s_count,b_count,nige_count,makuri_count,sashi_count,mark_count,first_count,second_count,third_count,outside_count,win_rate,top2_rate,top3_rate,prediction_mark,evaluation,raw_row_json,predicted_line_formation,line_status,line_provider,line_source,line_id,line_position,line_size,line_role
2520260701010007,2026-07-01,大宮競輪,F1,7,Ｓ級予選,13:29,13:24,https://keirin.kdreams.jp/omiya/racedetail/2520260701010007/?pageType=result,2026-09-17T01:05:12.243040+00:00,4,川上 隆義,栃 木/25/125,栃木,25,125,S2,逃,3.92,100.50,0,8,6,0,0,0,5,1,3,9,27.7,33.3,50.0,○,4,"{""cells"": [""○"", """", ""4"", ""4"", ""4"", ""川上 隆義 栃 木/25/125"", ""S2"", ""逃"", ""3.92"", ""100.50"", ""0"", ""8"", ""6"", ""0"", ""0"", ""0"", ""5"", ""1"", ""3"", ""9"", ""27.7"", ""33.3"", ""50.0""], ""row_class"": [""n4""]}",4-5-1/7-3-2/6,published,アオケイ,楽天Kドリームス 並び予想,1,1,3,先行
2520260701010007,2026-07-01,大宮競輪,F1,7,Ｓ級予選,13:29,13:24,https://keirin.kdreams.jp/omiya/racedetail/2520260701010007/?pageType=result,2026-09-17T01:05:12.243040+00:00,5,中田 健太,埼 玉/36/99,埼玉,36,99,S2,追,3.85,95.57,11,0,0,0,12,1,9,4,5,2,45.0,65.0,90.0,◎,5,"{""cells"": [""◎"", """", ""5"", ""5"", ""5"", ""中田 健太 埼 玉/36/99"", ""S2"", ""追"", ""3.85"", ""95.57"", ""11"", ""0"", ""0"", ""0"", ""12"", ""1"", ""9"", ""4"", ""5"", ""2"", ""45.0"", ""65.0"", ""90.0""], ""row_class"": [""n5""]}",4-5-1/7-3-2/6,published,アオケイ,楽天Kドリームス 並び予想,1,2,3,追込
2520260701010007,2026-07-01,大宮競輪,F1,7,Ｓ級予選,13:29,13:24,https://keirin.kdreams.jp/omiya/racedetail/2520260701010007/?pageType=result,2026-09-17T01:05:12.243040+00:00,6,高橋 成英,愛 知/43/89,愛知,43,89,S2,両,3.92,78.19,1,5,3,0,0,0,1,2,1,17,4.7,14.2,19.0,,7,"{""cells"": ["""", """", ""7"", ""6"", ""6"", ""高橋 成英 愛 知/43/89"", ""S2"", ""両"", ""3.92"", ""78.19"", ""1"", ""5"", ""3"", ""0"", ""0"", ""0"", ""1"", ""2"", ""1"", ""17"", ""4.7"", ""14.2"", ""19.0""], ""row_class"": [""n6""]}",4-5-1/7-3-2/6,published,アオケイ,楽天Kドリームス 並び予想,3,1,1,自在
2520260701010007,2026-07-01,大宮競輪,F1,7,Ｓ級予選,13:29,13:24,https://keirin.kdreams.jp/omiya/racedetail/2520260701010007/?pageType=result,2026-09-17T01:05:12.243040+00:00,7,村上 直久,神奈川/45/95,神奈川,45,95,S2,両,3.92,101.85,0,7,4,2,2,0,3,5,3,16,11.1,29.6,40.7,×,4,"{""cells"": [""×"", """", ""4"", ""7"", ""村上 直久 神奈川/45/95"", ""S2"", ""両"", ""3.92"", ""101.85"", ""0"", ""7"", ""4"", ""2"", ""2"", ""0"", ""3"", ""5"", ""3"", ""16"", ""11.1"", ""29.6"", ""40.7""], ""row_class"": [""n7""]}",4-5-1/7-3-2/6,published,アオケイ,楽天Kドリームス 並び予想,2,1,3,押え先
2520260701010008,2026-07-01,大宮競輪,F1,8,Ｓ級予選,13:57,13:52,https://keirin.kdreams.jp/omiya/racedetail/2520260701010008/?pageType=result,2026-09-17T01:05:14.845341+00:00,1,棚瀬 義大,岐 阜/26/123,岐阜,26,123,S2,逃,3.92,102.80,8,13,6,1,0,0,2,5,4,9,10.0,35.0,55.0,△,4,"{""cells"": [""△"", """", ""4"", ""1"", ""1"", ""棚瀬 義大 岐 阜/26/123"", ""S2"", ""逃"", ""3.92"", ""102.80"", ""8"", ""13"", ""6"", ""1"", ""0"", ""0"", ""2"", ""5"", ""4"", ""9"", ""10.0"", ""35.0"", ""55.0""], ""row_class"": [""n1""]}",1-7-6/2-5/3-4,published,アオケイ,楽天Kドリームス 並び予想,1,1,3,先行
2520260701010008,2026-07-01,大宮競輪,F1,8,Ｓ級予選,13:57,13:52,https://keirin.kdreams.jp/omiya/racedetail/2520260701010008/?pageType=result,2026-09-17T01:05:14.845341+00:00,2,板垣 昴,北海道/34/115,北海道,34,115,S2,逃,3.92,103.56,1,5,2,5,0,0,5,2,5,11,21.7,30.4,52.1,◎,4,"{""cells"": [""◎"", """", ""4"", ""2"", ""2"", ""板垣 昴 北海道/34/115"", ""S2"", ""逃"", ""3.92"", ""103.56"", ""1"", ""5"", ""2"", ""5"", ""0"", ""0"", ""5"", ""2"", ""5"", ""11"", ""21.7"", ""30.4"", ""52.1""], ""row_class"": [""n2""]}",1-7-6/2-5/3-4,published,アオケイ,楽天Kドリームス 並び予想,2,1,2,押え先
2520260701010008,2026-07-01,大宮競輪,F1,8,Ｓ級予選,13:57,13:52,https://keirin.kdreams.jp/omiya/racedetail/2520260701010008/?pageType=result,2026-09-17T01:05:14.845341+00:00,3,藤田 昌宏,岡 山/51/82,岡山,51,82,S2,両,3.92,93.12,1,7,5,4,3,2,10,4,3,7,41.6,58.3,70.8,注,6,"{""cells"": [""注"", """", ""6"", ""3"", ""3"", ""藤田 昌宏 岡 山/51/82"", ""S2"", ""両"", ""3.92"", ""93.12"", ""1"", ""7"", ""5"", ""4"", ""3"", ""2"", ""10"", ""4"", ""3"", ""7"", ""41.6"", ""58.3"", ""70.8""], ""row_class"": [""n3""]}",1-7-6/2-5/3-4,published,アオケイ,楽天Kドリームス 並び予想,3,1,2,押え先
2520260701010008,2026-07-01,大宮競輪,F1,8,Ｓ級予選,13:57,13:52,https://keirin.kdreams.jp/omiya/racedetail/2520260701010008/?pageType=result,2026-09-17T01:05:14.845341+00:00,4,大崎 飛雄馬,愛 媛/47/88,愛媛,47,88,S2,追,3.92,93.38,8,0,0,1,5,4,6,4,6,5,28.5,47.6,76.1,▲,6,"{""cells"": [""▲"", """", ""6"", ""4"", ""4"", ""大崎 飛雄馬 愛 媛/47/88"", ""S2"", ""追"", ""3.92"", ""93.38"", ""8"", ""0"", ""0"", ""1"", ""5"", ""4"", ""6"", ""4"", ""6"", ""5"", ""28.5"", ""47.6"", ""76.1""], ""row_class"": [""n4""]}",1-7-6/2-5/3-4,published,アオケイ,楽天Kドリームス 並び予想,3,2,2,追込
2520260701010008,2026-07-01,大宮競輪,F1,8,Ｓ級予選,13:57,13:52,https://keirin.kdreams.jp/omiya/racedetail/2520260701010008/?pageType=result,2026-09-17T01:05:14.845341+00:00,5,佐藤 雅春,宮 城/39/94,宮城,39,94,S2,追,3.92,101.73,0,0,0,0,2,0,2,0,2,13,11.7,11.7,23.5,○,4,"{""cells"": [""○"", """", ""4"", ""5"", ""5"", ""佐藤 雅春 宮 城/39/94"", ""S2"", ""追"", ""3.92"", ""101.73"", ""0"", ""0"", ""0"", ""0"", ""2"", ""0"", ""2"", ""0"", ""2"", ""13"", ""11.7"", ""11.7"", ""23.5""], ""row_class"": [""n5""]}",1-7-6/2-5/3-4,published,アオケイ,楽天Kドリームス 並び予想,2,2,2,追込
2520260701010008,2026-07-01,大宮競輪,F1,8,Ｓ級予選,13:57,13:52,https://keirin.kdreams.jp/omiya/racedetail/2520260701010008/?pageType=result,2026-09-17T01:05:14.845341+00:00,6,中村 一将,兵 庫/50/86,兵庫,50,86,S2,両,3.92,92.44,4,7,3,4,2,0,4,5,2,7,22.2,50.0,61.1,,6,"{""cells"": ["""", """", ""6"", ""6"", ""6"", ""中村 一将 兵 庫/50/86"", ""S2"", ""両"", ""3.92"", ""92.44"", ""4"", ""7"", ""3"", ""4"", ""2"", ""0"", ""4"", ""5"", ""2"", ""7"", ""22.2"", ""50.0"", ""61.1""], ""row_class"": [""n6""]}",1-7-6/2-5/3-4,published,アオケイ,楽天Kドリームス 並び予想,1,3,3,追込
2520260701010008,2026-07-01,大宮競輪,F1,8,Ｓ級予選,13:57,13:52,https://keirin.kdreams.jp/omiya/racedetail/2520260701010008/?pageType=result,2026-09-17T01:05:14.845341+00:00,7,山口 富生,岐 阜/56/68,岐阜,56,68,S1,追,3.93,104.53,1,0,0,0,0,2,0,2,4,7,0.0,15.3,46.1,×,3,"{""cells"": [""×"", """", ""3"", ""7"", ""山口 富生 岐 阜/56/68"", ""S1"", ""追"", ""3.93"", ""104.53"", ""1"", ""0"", ""0"", ""0"", ""0"", ""2"", ""0"", ""2"", ""4"", ""7"", ""0.0"", ""15.3"", ""46.1""], ""row_class"": [""n7""]}",1-7-6/2-5/3-4,published,アオケイ,楽天Kドリームス 並び予想,1,2,3,追込
2520260701010009,2026-07-01,大宮競輪,F1,9,Ｓ級予選,14:25,14:20,https://keirin.kdreams.jp/omiya/racedetail/2520260701010009/?pageType=result,2026-09-17T01:05:16.617921+00:00,1,荻原 尚人,宮 城/42/89,宮城,42,89,S2,追,3.92,98.03,6,0,0,0,3,3,2,4,2,18,7.6,23.0,30.7,注,5,"{""cells"": [""注"", """", ""5"", ""1"", ""1"", ""荻原 尚人 宮 城/42/89"", ""S2"", ""追"", ""3.92"", ""98.03"", ""6"", ""0"", ""0"", ""0"", ""3"", ""3"", ""2"", ""4"", ""2"", ""18"", ""7.6"", ""23.0"", ""30.7""], ""row_class"": [""n1""]}",4-7-1/6-2/5-3,published,アオケイ,楽天Kドリームス 並び予想,1,3,3,追込
2520260701010009,2026-07-01,大宮競輪,F1,9,Ｓ級予選,14:25,14:20,https://keirin.kdreams.jp/omiya/racedetail/2520260701010009/?pageType=result,2026-09-17T01:05:16.617921+00:00,2,大野 悟郎,大 分/46/83,大分,46,83,S2,追,3.92,92.76,0,0,0,0,0,0,0,0,0,13,0.0,0.0,0.0,,6,"{""cells"": ["""", """", ""6"", ""2"", ""2"", ""大野 悟郎 大 分/46/83"", ""S2"", ""追"", ""3.92"", ""92.76"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""13"", ""0.0"", ""0.0"", ""0.0""], ""row_class"": [""n2""]}",4-7-1/6-2/5-3,published,アオケイ,楽天Kドリームス 並び予想,2,2,2,追込
2520260701010009,2026-07-01,大宮競輪,F1,9,Ｓ級予選,14:25,14:20,https://keirin.kdreams.jp/omiya/racedetail/2520260701010009/?pageType=result,2026-09-17T01:05:16.617921+00:00,3,大石 崇晴,大 阪/33/109,大阪,33,109,S1,両,3.92,100.46,2,2,0,3,1,0,1,3,4,18,3.8,15.3,30.7,○,4,"{""cells"": [""○"", """", ""4"", ""3"", ""3"", ""大石 崇晴 大 阪/33/109"", ""S1"", ""両"", ""3.92"", ""100.46"", ""2"", ""2"", ""0"", ""3"", ""1"", ""0"", ""1"", ""3"", ""4"", ""18"", ""3.8"", ""15.3"", ""30.7""], ""row_class"": [""n3""]}",4-7-1/6-2/5-3,published,アオケイ,楽天Kドリームス 並び予想,3,2,2,追込
2520260701010009,2026-07-01,大宮競輪,F1,9,Ｓ級予選,14:25,14:20,https://keirin.kdreams.jp/omiya/racedetail/2520260701010009/?pageType=result,2026-09-17T01:05:16.617921+00:00,4,塩島 嵩一朗,神奈川/26/125,神奈川,26,125,S1,逃,3.92,101.92,3,8,3,2,0,0,4,1,3,7,26.6,33.3,53.3,△,4,"{""cells"": [""△"", """", ""4"", ""4"", ""4"", ""塩島 嵩一朗 神奈川/26/125"", ""S1"", ""逃"", ""3.92"", ""101.92"", ""3"", ""8"", ""3"", ""2"", ""0"", ""0"", ""4"", ""1"", ""3"", ""7"", ""26.6"", ""33.3"", ""53.3""], ""row_class"": [""n4""]}",4-7-1/6-2/5-3,published,アオケイ,楽天Kドリームス 並び予想,1,1,3,先行
2520260701010009,2026-07-01,大宮競輪,F1,9,Ｓ級予選,14:25,14:20,https://keirin.kdreams.jp/omiya/racedetail/2520260701010009/?pageType=result,2026-09-17T01:05:16.617921+00:00,5,脇本 勇希,福 井/27/115,福井,27,115,S1,逃,3.92,106.28,1,5,3,3,0,0,4,2,2,13,19.0,28.5,38.0,◎,3,"{""cells"": [""◎"", """", ""3"", ""5"", ""5"", ""脇本 勇希 福 井/27/115"", ""S1"", ""逃"", ""3.92"", ""106.28"", ""1"", ""5"", ""3"", ""3"", ""0"", ""0"", ""4"", ""2"", ""2"", ""13"", ""19.0"", ""28.5"", ""38.0""], ""row_class"": [""n5""]}",4-7-1/6-2/5-3,published,アオケイ,楽天Kドリームス 並び予想,3,1,2,押え先
2520260701010009,2026-07-01,大宮競輪,F1,9,Ｓ級予選,14:25,14:20,https://keirin.kdreams.jp/omiya/racedetail/2520260701010009/?pageType=result,2026-09-17T01:05:16.617921+00:00,6,森山 智徳,熊 本/42/98,熊本,42,98,S2,両,3.92,91.00,12,7,4,4,4,0,9,3,2,10,37.5,50.0,58.3,▲,6,"{""cells"": [""▲"", """", ""6"", ""6"", ""6"", ""森山 智徳 熊 本/42/98"", ""S2"", ""両"", ""3.92"", ""91.00"", ""12"", ""7"", ""4"", ""4"", ""4"", ""0"", ""9"", ""3"", ""2"", ""10"", ""37.5"", ""50.0"", ""58.3""], ""row_class"": [""n6""]}",4-7-1/6-2/5-3,published,アオケイ,楽天Kドリームス 並び予想,2,1,2,自在
2520260701010009,2026-07-01,大宮競輪,F1,9,Ｓ級予選,14:25,14:20,https://keirin.kdreams.jp/omiya/racedetail/2520260701010009/?pageType=result,2026-09-17T01:05:16.617921+00:00,7,金成 和幸,福 島/47/88,福島,47,88,S2,追,3.92,100.32,1,0,0,0,2,2,1,3,4,21,3.4,13.7,27.5,×,4,"{""cells"": [""×"", """", ""4"", ""7"", ""金成 和幸 福 島/47/88"", ""S2"", ""追"", ""3.92"", ""100.32"", ""1"", ""0"", ""0"", ""0"", ""2"", ""2"", ""1"", ""3"", ""4"", ""21"", ""3.4"", ""13.7"", ""27.5""], ""row_class"": [""n7""]}",4-7-1/6-2/5-3,published,アオケイ,楽天Kドリームス 並び予想,1,2,3,追込
2520260701010010,2026-07-01,大宮競輪,F1,10,Ｓ級予選,14:53,14:48,https://keirin.kdreams.jp/omiya/racedetail/2520260701010010/?pageType=result,2026-09-17T01:05:19.559446+00:00,1,田村 大,宮 崎/28/119,宮崎,28,119,S2,逃,3.92,100.20,1,16,5,3,0,0,5,3,7,14,17.2,27.5,51.7,△,4,"{""cells"": [""△"", """", ""4"", ""1"", ""1"", ""田村 大 宮 崎/28/119"", ""S2"", ""逃"", ""3.92"", ""100.20"", ""1"", ""16"", ""5"", ""3"", ""0"", ""0"", ""5"", ""3"", ""7"", ""14"", ""17.2"", ""27.5"", ""51.7""], ""row_class"": [""n1""]}",1-4/2-6/7-3-5,published,アオケイ,楽天Kドリームス 並び予想,1,1,2,先行
2520260701010010,2026-07-01,大宮競輪,F1,10,Ｓ級予選,14:53,14:48,https://keirin.kdreams.jp/omiya/racedetail/2520260701010010/?pageType=result,2026-09-17T01:05:19.559446+00:00,2,橋本 瑠偉,栃 木/31/113,栃木,31,113,S1,逃,3.92,98.04,1,7,1,4,1,0,5,1,1,16,21.7,26.0,30.4,注,5,"{""cells"": [""注"", """", ""5"", ""2"", ""2"", ""橋本 瑠偉 栃 木/31/113"", ""S1"", ""逃"", ""3.92"", ""98.04"", ""1"", ""7"", ""1"", ""4"", ""1"", ""0"", ""5"", ""1"", ""1"", ""16"", ""21.7"", ""26.0"", ""30.4""], ""row_class"": [""n2""]}",1-4/2-6/7-3-5,published,アオケイ,楽天Kドリームス 並び予想,2,1,2,押え先
2520260701010010,2026-07-01,大宮競輪,F1,10,Ｓ級予選,14:53,14:48,https://keirin.kdreams.jp/omiya/racedetail/2520260701010010/?pageType=result,2026-09-17T01:05:19.559446+00:00,3,菊地 圭尚,北海道/46/89,北海道,46,89,S2,追,3.92,103.35,0,0,0,0,3,1,0,4,1,9,0.0,28.5,35.7,○,4,"{""cells"": [""○"", """", ""4"", ""3"", ""3"", ""菊地 圭尚 北海道/46/89"", ""S2"", ""追"", ""3.92"", ""103.35"", ""0"", ""0"", ""0"", ""0"", ""3"", ""1"", ""0"", ""4"", ""1"", ""9"", ""0.0"", ""28.5"", ""35.7""], ""row_class"": [""n3""]}",1-4/2-6/7-3-5,published,アオケイ,楽天Kドリームス 並び予想,3,2,3,追込
2520260701010010,2026-07-01,大宮競輪,F1,10,Ｓ級予選,14:53,14:48,https://keirin.kdreams.jp/omiya/racedetail/2520260701010010/?pageType=result,2026-09-17T01:05:19.559446+00:00,4,宮崎 大空,熊 本/27/115,熊本,27,115,S2,両,3.92,101.81,4,0,0,0,5,2,3,4,6,14,11.1,25.9,48.1,×,4,"{""cells"": [""×"", """", ""4"", ""4"", ""4"", ""宮崎 大空 熊 本/27/115"", ""S2"", ""両"", ""3.92"", ""101.81"", ""4"", ""0"", ""0"", ""0"", ""5"", ""2"", ""3"", ""4"", ""6"", ""14"", ""11.1"", ""25.9"", ""48.1""], ""row_class"": [""n4""]}",1-4/2-6/7-3-5,published,アオケイ,楽天Kドリームス 並び予想,1,2,2,追込
2520260701010010,2026-07-01,大宮競輪,F1,10,Ｓ級予選,14:53,14:48,https://keirin.kdreams.jp/omiya/racedetail/2520260701010010/?pageType=result,2026-09-17T01:05:19.559446+00:00,5,佐伯 翔,福 島/39/97,福島,39,97,S2,追,3.92,97.00,3,0,0,0,0,2,0,2,1,7,0.0,20.0,30.0,▲,5,"{""cells"": [""▲"", """", ""5"", ""5"", ""5"", ""佐伯 翔 福 島/39/97"", ""S2"", ""追"", ""3.92"", ""97.00"", ""3"", ""0"", ""0"", ""0"", ""0"", ""2"", ""0"", ""2"", ""1"", ""7"", ""0.0"", ""20.0"", ""30.0""], ""row_class"": [""n5""]}",1-4/2-6/7-3-5,published,アオケイ,楽天Kドリームス 並び予想,3,3,3,追込
2520260701010010,2026-07-01,大宮競輪,F1,10,Ｓ級予選,14:53,14:48,https://keirin.kdreams.jp/omiya/racedetail/2520260701010010/?pageType=result,2026-09-17T01:05:19.559446+00:00,6,飯嶋 則之,栃 木/47/81,栃木,47,81,S2,追,3.92,89.47,1,0,0,0,3,2,2,3,3,13,9.5,23.8,38.0,,7,"{""cells"": ["""", """", ""7"", ""6"", ""6"", ""飯嶋 則之 栃 木/47/81"", ""S2"", ""追"", ""3.92"", ""89.47"", ""1"", ""0"", ""0"", ""0"", ""3"", ""2"", ""2"", ""3"", ""3"", ""13"", ""9.5"", ""23.8"", ""38.0""], ""row_class"": [""n6""]}",1-4/2-6/7-3-5,published,アオケイ,楽天Kドリームス 並び予想,2,2,2,追込
2520260701010010,2026-07-01,大宮競輪,F1,10,Ｓ級予選,14:53,14:48,https://keirin.kdreams.jp/omiya/racedetail/2520260701010010/?pageType=result,2026-09-17T01:05:19.559446+00:00,7,嵯峨 昇喜郎,青 森/27/113,青森,27,113,S1,両,3.92,108.27,2,6,2,5,2,0,3,6,2,13,12.5,37.5,45.8,◎,3,"{""cells"": [""◎"", """", ""3"", ""7"", ""嵯峨 昇喜郎 青 森/27/113"", ""S1"", ""両"", ""3.92"", ""108.27"", ""2"", ""6"", ""2"", ""5"", ""2"", ""0"", ""3"", ""6"", ""2"", ""13"", ""12.5"", ""37.5"", ""45.8""], ""row_class"": [""n7""]}",1-4/2-6/7-3-5,published,アオケイ,楽天Kドリームス 並び予想,3,1,3,押え先
