race_id,race_date,track,race_no,race_type,first_candidates,second_candidates,third_candidates,actual_1st,actual_2nd,actual_3rd,hit_1st,hit_2nd,hit_3rd,complete_capture,candidate_cells
4220240128020006,2024-01-29,名古屋競輪,6,Ｓ級一般,3,2-3-4,2-4-6-7,3,7,4,1,0,1,0,8
4220240128020007,2024-01-29,名古屋競輪,7,Ｓ級一般,1-5,1-5,1-4-7,5,1,2,1,1,0,0,7
4220240128020008,2024-01-29,名古屋競輪,8,Ｓ級選抜,2-4,2-4,1-2-5-7,7,5,4,0,0,0,0,8
4220240128020010,2024-01-29,名古屋競輪,10,Ｓ級準決勝,2-3,2-7,1-2-3-4,3,2,7,1,1,0,0,8
4220240128020011,2024-01-29,名古屋競輪,11,Ｓ級準決勝,2-5,2-5,1-2-3-4,5,2,7,1,1,0,0,8
4220240128020012,2024-01-29,名古屋競輪,12,Ｓ級準決勝,7,3-7,1-3-4,6,1,3,0,0,1,0,6
3520240129010006,2024-01-29,平塚競輪,6,Ｓ級予選,1-5,1-2-3,3-4-5-7,5,1,3,1,1,1,1,9
3520240129010007,2024-01-29,平塚競輪,7,Ｓ級予選,5-7,2-5-7,2-3-4-7,7,5,2,1,1,1,1,9
3520240129010008,2024-01-29,平塚競輪,8,Ｓ級予選,3-7,3-5-7,2-3-4-5,3,5,7,1,1,0,0,9
3520240129010009,2024-01-29,平塚競輪,9,Ｓ級予選,2,2-6,1-2-3-7,2,5,1,1,0,1,0,7
3520240129010010,2024-01-29,平塚競輪,10,Ｓ級予選,3,3-4,1-2-4-5,3,4,7,1,1,0,0,7
3520240129010011,2024-01-29,平塚競輪,11,Ｓ級予選,2-7,2-4-7,1-2-3-4,2,7,6,1,1,0,0,9
3520240129010012,2024-01-29,平塚競輪,12,Ｓ級初特選,5,1-5,1-2-3-7,5,1,7,1,1,1,1,7
4220240128030008,2024-01-30,名古屋競輪,8,Ｓ級特選,2-4,4-5-7,2-3-5,4,6,2,1,0,1,0,8
4220240128030009,2024-01-30,名古屋競輪,9,Ｓ級特選,1,1-5,1-2-5-7,7,1,3,0,1,0,0,7
4220240128030010,2024-01-30,名古屋競輪,10,Ｓ級特選,1-2,1-5-7,2-3-4-7,1,5,7,1,1,1,1,9
4220240128030012,2024-01-30,名古屋競輪,12,Ｓ級決勝,2,2-3,1-5-7,5,2,4,0,1,0,0,6
3520240129020006,2024-01-30,平塚競輪,6,Ｓ級一般,2-5,2-5,2-3-4,6,3,2,0,0,1,0,7
3520240129020007,2024-01-30,平塚競輪,7,Ｓ級一般,1-5,1-3-5,3-4-5-7,4,3,1,0,1,0,0,9
3520240129020008,2024-01-30,平塚競輪,8,Ｓ級選抜,1-3,1-3-7,1-4-5-7,7,1,5,0,1,1,0,9
3520240129020009,2024-01-30,平塚競輪,9,Ｓ級選抜,1-3,1-2,1-2-5-7,2,6,7,0,0,1,0,8
