race_id,race_date,track,race_no,race_type,first_candidates,second_candidates,third_candidates,actual_1st,actual_2nd,actual_3rd,hit_1st,hit_2nd,hit_3rd,complete_capture,candidate_cells
3520240129020010,2024-01-30,平塚競輪,10,Ｓ級準決勝,4-7,1-4-7,1-2-3-5,7,1,4,1,1,0,0,9
3520240129020011,2024-01-30,平塚競輪,11,Ｓ級準決勝,1,1-4,2-3-6-7,5,2,1,0,0,0,0,7
3520240129020012,2024-01-30,平塚競輪,12,Ｓ級準決勝,1,1-4,1-2-3-4,1,4,3,1,1,1,1,7
8120240131010008,2024-01-31,小倉競輪,8,Ｓ級予選,3-5,3-5,2-3-4-7,2,4,7,0,0,1,0,8
8120240131010009,2024-01-31,小倉競輪,9,Ｓ級予選,1-4,1-4,1-3-5-6,4,2,3,1,0,1,0,8
8120240131010010,2024-01-31,小倉競輪,10,Ｓ級予選,2,2-7,1-2-3-4,3,7,2,0,1,1,0,7
8120240131010011,2024-01-31,小倉競輪,11,Ｓ級予選,1-5,1-5,1-2-6-7,1,5,2,1,1,1,1,8
8120240131010012,2024-01-31,小倉競輪,12,Ｓ級初日特選,5,3-4-5,1-2-3-4,3,5,7,0,1,0,0,8
3520240129030005,2024-01-31,平塚競輪,5,Ｓ級一般,1,1-4-7,1-2-5-7,3,6,1,0,0,1,0,8
3520240129030006,2024-01-31,平塚競輪,6,Ｓ級一般,3-6,3-4-6,1-3-4-7,3,4,1,1,1,1,1,9
3520240129030007,2024-01-31,平塚競輪,7,Ｓ級一般,2,2-3-5,1-3-5-7,7,2,3,0,1,1,0,8
3520240129030008,2024-01-31,平塚競輪,8,Ｓ級特選,1-5,1-5,1-2-3,1,7,6,1,0,0,0,7
3520240129030009,2024-01-31,平塚競輪,9,Ｓ級特選,1-5,1-4-5,1-2-3-7,5,7,4,1,0,0,0,9
3520240129030010,2024-01-31,平塚競輪,10,Ｓ級特選,2,2-4,4-5-6,2,4,1,1,1,0,0,6
3520240129030012,2024-01-31,平塚競輪,12,Ｓ級決勝,1,1-3,2-3-4-5,1,3,5,1,1,1,1,7
8120240131020009,2024-02-01,小倉競輪,9,Ｓ級一般,3,3-7,1-4-7,3,2,6,1,0,0,0,6
8120240131020010,2024-02-01,小倉競輪,10,Ｓ級準決勝,1-5,1-5,1-5-6-7,1,5,6,1,1,1,1,8
8120240131020011,2024-02-01,小倉競輪,11,Ｓ級準決勝,1-4,1-4,1-2-5,1,4,5,1,1,1,1,7
8120240131020012,2024-02-01,小倉競輪,12,Ｓ級準決勝,1-2,1-2-4,1-2-3-4,1,4,6,1,1,0,0,9
7320240201010006,2024-02-01,小松島競輪,6,Ｓ級予選,1,1-2-4,2-4-5-7,2,5,7,0,0,1,0,8
7320240201010007,2024-02-01,小松島競輪,7,Ｓ級予選,3-7,5-7,1-2-4-7,7,3,5,1,0,0,0,8
7320240201010008,2024-02-01,小松島競輪,8,Ｓ級予選,1-5,1-2-5,1-2-7,4,7,1,0,0,1,0,8
7320240201010009,2024-02-01,小松島競輪,9,Ｓ級予選,3-4,3-4,1-2-5-7,3,4,6,1,1,0,0,8
7320240201010010,2024-02-01,小松島競輪,10,Ｓ級予選,1-2,1-2,1-3-5,2,5,4,1,0,0,0,7
7320240201010011,2024-02-01,小松島競輪,11,Ｓ級予選,1,1-4-7,2-5-7,1,7,4,1,1,0,0,7
7320240201010012,2024-02-01,小松島競輪,12,Ｓ級初特選,1-4,1-4,1-2-3-7,1,4,6,1,1,0,0,8
1320240202010006,2024-02-02,いわき平競輪,6,Ｓ級予選,1-5,1-3-5,1-2-3-4,5,3,4,1,1,1,1,9
1320240202010007,2024-02-02,いわき平競輪,7,Ｓ級予選,3-4,1-3-4,1-2-3-7,4,5,1,1,0,1,0,9
1320240202010008,2024-02-02,いわき平競輪,8,Ｓ級予選,3-7,3-7,1-3-5,4,3,7,0,1,0,0,7
1320240202010009,2024-02-02,いわき平競輪,9,Ｓ級予選,4,3-4-7,2-3-5-7,7,4,3,0,1,1,0,8
1320240202010010,2024-02-02,いわき平競輪,10,Ｓ級予選,2-5,2-4-5,1-2-5-6,2,5,7,1,1,0,0,9
1320240202010011,2024-02-02,いわき平競輪,11,Ｓ級予選,1-5,1-5,1-3-4-7,1,5,7,1,1,1,1,8
1320240202010012,2024-02-02,いわき平競輪,12,Ｓ級初特選,2-4,1-2,1-3-4-5,6,2,4,0,1,1,0,8
8120240131030008,2024-02-02,小倉競輪,8,Ｓ級特選,2,2-4,3-5-7,4,2,6,0,1,0,0,6
8120240131030009,2024-02-02,小倉競輪,9,Ｓ級特選,3,3-5,1-2-4-7,3,5,1,1,1,1,1,7
8120240131030012,2024-02-02,小倉競輪,12,Ｓ級決勝,1,1-5,2-3-7,5,2,1,0,0,0,0,6
7320240201020008,2024-02-02,小松島競輪,8,Ｓ級選抜,1,1-2,2-4-5,7,2,1,0,1,0,0,6
7320240201020009,2024-02-02,小松島競輪,9,Ｓ級選抜,1-7,5-7,1-2-3-5,2,1,5,0,0,1,0,8
7320240201020010,2024-02-02,小松島競輪,10,Ｓ級準決勝,5-7,1-5,1-2-4-7,7,5,2,1,1,1,1,8
7320240201020011,2024-02-02,小松島競輪,11,Ｓ級準決勝,2-4,2-3-4,1-4-5-7,5,4,1,0,1,1,0,9
7320240201020012,2024-02-02,小松島競輪,12,Ｓ級準決勝,3,1-2-3,1-4-5,3,1,5,1,1,1,1,7
1320240202020006,2024-02-03,いわき平競輪,6,Ｓ級一般,2-4,1-2-4,1-3-7,7,4,1,0,1,1,0,8
1320240202020007,2024-02-03,いわき平競輪,7,Ｓ級一般,1-2,1-2-6,2-4-5-7,7,2,4,0,1,1,0,9
1320240202020008,2024-02-03,いわき平競輪,8,Ｓ級選抜,3,1-3-7,3-4-5-7,5,7,1,0,1,0,0,8
1320240202020009,2024-02-03,いわき平競輪,9,Ｓ級選抜,2-4,2-4-7,2-3-5-7,7,5,3,0,0,1,0,9
1320240202020010,2024-02-03,いわき平競輪,10,Ｓ級準決勝,1-3,2-3,2-5-7,3,2,7,1,1,1,1,7
1320240202020011,2024-02-03,いわき平競輪,11,Ｓ級準決勝,2,2-5,1-4-7,7,5,3,0,1,0,0,6
1320240202020012,2024-02-03,いわき平競輪,12,Ｓ級準決勝,2-3,3-4-7,1-3-4-7,4,5,2,0,0,0,0,9
7320240201030008,2024-02-03,小松島競輪,8,Ｓ級特選,1-5,2-3-4,2-3-4-6,5,3,2,1,1,1,1,9
7320240201030009,2024-02-03,小松島競輪,9,Ｓ級特選,1-7,1-4,1-4-5-7,2,1,4,0,1,1,0,8
7320240201030010,2024-02-03,小松島競輪,10,Ｓ級特選,7,1-7,1-2-3-5,1,7,2,0,1,1,0,7
7320240201030012,2024-02-03,小松島競輪,12,Ｓ級決勝,2-7,2-4-5,1-2-5,2,7,3,1,0,0,0,8
1320240202030005,2024-02-04,いわき平競輪,5,Ｓ級一般,7,1-7,1-2-7,1,7,4,0,1,0,0,6
1320240202030006,2024-02-04,いわき平競輪,6,Ｓ級一般,2-4,2-4,2-3-5-7,7,5,4,0,0,0,0,8
1320240202030007,2024-02-04,いわき平競輪,7,Ｓ級一般,1-2,1-2-4,1-3-7,1,7,3,1,0,1,0,8
1320240202030008,2024-02-04,いわき平競輪,8,Ｓ級特選,3,3-7,1-2-3-5,7,3,5,0,1,1,0,7
1320240202030009,2024-02-04,いわき平競輪,9,Ｓ級特選,1-7,1-5-7,1-2-3-5,7,1,5,1,1,1,1,9
1320240202030010,2024-02-04,いわき平競輪,10,Ｓ級特選,1-4,1-4,1-4-5-7,1,4,7,1,1,1,1,8
1320240202030012,2024-02-04,いわき平競輪,12,Ｓ級決勝,2-3,2-3-4,2-3-5-7,4,1,7,0,0,1,0,9
