race_id,race_date,track,race_no,race_type,start_time,deadline,entry_count,source_url,captured_at_utc,predicted_line_formation,line_status,line_provider,line_source
4820260124010007,2026-01-24,四日市競輪,7,Ｓ級予選,18:17,18:12,7,https://keirin.kdreams.jp/yokkaichi/racedetail/4820260124010007/?pageType=result,2026-08-29T03:52:38.198635+00:00,1-4/7-2/5-3-6,published,富山中部,楽天Kドリームス 並び予想
4820260124010008,2026-01-24,四日市競輪,8,Ｓ級予選,18:43,18:38,7,https://keirin.kdreams.jp/yokkaichi/racedetail/4820260124010008/?pageType=result,2026-08-29T03:52:40.066155+00:00,1-4/2-5-7/3/6,published,富山中部,楽天Kドリームス 並び予想
4820260124010009,2026-01-24,四日市競輪,9,Ｓ級予選,19:09,19:04,7,https://keirin.kdreams.jp/yokkaichi/racedetail/4820260124010009/?pageType=result,2026-08-29T03:52:41.904542+00:00,3-4/1-5-7/2-6,published,富山中部,楽天Kドリームス 並び予想
4820260124010010,2026-01-24,四日市競輪,10,Ｓ級予選,19:35,19:30,7,https://keirin.kdreams.jp/yokkaichi/racedetail/4820260124010010/?pageType=result,2026-08-29T03:52:43.741287+00:00,5-3-6/4-1/7-2,published,富山中部,楽天Kドリームス 並び予想
4820260124010011,2026-01-24,四日市競輪,11,Ｓ級予選,20:02,19:57,7,https://keirin.kdreams.jp/yokkaichi/racedetail/4820260124010011/?pageType=result,2026-08-29T03:52:45.588476+00:00,2-7-4/1-5/6-3,published,富山中部,楽天Kドリームス 並び予想
3620260125010006,2026-01-25,小田原競輪,6,Ｓ級予選,13:09,13:04,7,https://keirin.kdreams.jp/odawara/racedetail/3620260125010006/?pageType=result,2026-08-29T03:52:47.415502+00:00,7-2/1-6/4-3-5,published,小田競・サイクル,楽天Kドリームス 並び予想
3620260125010007,2026-01-25,小田原競輪,7,Ｓ級予選,13:35,13:30,7,https://keirin.kdreams.jp/odawara/racedetail/3620260125010007/?pageType=result,2026-08-29T03:52:49.238222+00:00,2-4/7-1/3-5-6,published,小田競・サイクル,楽天Kドリームス 並び予想
3620260125010008,2026-01-25,小田原競輪,8,Ｓ級予選,14:02,13:57,7,https://keirin.kdreams.jp/odawara/racedetail/3620260125010008/?pageType=result,2026-08-29T03:52:51.009009+00:00,4-5-1/2-6/7-3,published,小田競・サイクル,楽天Kドリームス 並び予想
3620260125010009,2026-01-25,小田原競輪,9,Ｓ級予選,14:30,14:25,7,https://keirin.kdreams.jp/odawara/racedetail/3620260125010009/?pageType=result,2026-08-29T03:52:52.821987+00:00,2-7-5/4-1/6-3,published,小田競・サイクル,楽天Kドリームス 並び予想
3620260125010010,2026-01-25,小田原競輪,10,Ｓ級予選,14:58,14:53,7,https://keirin.kdreams.jp/odawara/racedetail/3620260125010010/?pageType=result,2026-08-29T03:52:54.621799+00:00,2-7-6/1-4/3-5,published,小田競・サイクル,楽天Kドリームス 並び予想
3620260125010011,2026-01-25,小田原競輪,11,Ｓ級予選,15:28,15:23,7,https://keirin.kdreams.jp/odawara/racedetail/3620260125010011/?pageType=result,2026-08-29T03:52:56.513747+00:00,7-5-2/1-6/4-3,published,小田競・サイクル,楽天Kドリームス 並び予想
8720260127010006,2026-01-27,熊本競輪,6,Ｓ級予選,13:09,13:04,7,https://keirin.kdreams.jp/kumamoto/racedetail/8720260127010006/?pageType=result,2026-08-29T03:52:58.320991+00:00,6-1/4-3/5-2-7,published,コンドル出版社,楽天Kドリームス 並び予想
8720260127010007,2026-01-27,熊本競輪,7,Ｓ級予選,13:36,13:31,7,https://keirin.kdreams.jp/kumamoto/racedetail/8720260127010007/?pageType=result,2026-08-29T03:52:59.821124+00:00,1-4-7/5-2/6-3,published,コンドル出版社,楽天Kドリームス 並び予想
8720260127010008,2026-01-27,熊本競輪,8,Ｓ級予選,14:03,13:58,7,https://keirin.kdreams.jp/kumamoto/racedetail/8720260127010008/?pageType=result,2026-08-29T03:53:01.659509+00:00,2-7/1-4/5-3-6,published,コンドル出版社,楽天Kドリームス 並び予想
8720260127010009,2026-01-27,熊本競輪,9,Ｓ級予選,14:31,14:26,7,https://keirin.kdreams.jp/kumamoto/racedetail/8720260127010009/?pageType=result,2026-08-29T03:53:03.494780+00:00,7-1-4/6/5-2-3,published,コンドル出版社,楽天Kドリームス 並び予想
8720260127010010,2026-01-27,熊本競輪,10,Ｓ級予選,15:01,14:56,7,https://keirin.kdreams.jp/kumamoto/racedetail/8720260127010010/?pageType=result,2026-08-29T03:53:05.421915+00:00,2-5-6/1/4/7-3,published,コンドル出版社,楽天Kドリームス 並び予想
