race_id,race_date,track,race_no,segment,strategy,decision,purchased,bet_count,stake_yen,payout_yen,profit_yen,hit,hit_combinations,a_car,b_car,m3_car,r1l_car,r1b_car,leader_score_gap,pair_score_gap,pair_top2_sum,pair_top3_sum,pair_win_sum,x_car
5120230522010007,2023-05-22,福井競輪,7,前半,early_v2,skip_threshold,0,0,0,0,0,0,,7,5,1,4,2,2.8100000000000023,9.700000000000017,,,,
5120230522010008,2023-05-22,福井競輪,8,中盤,middle_v2,skip_threshold,0,0,0,0,0,0,,4,2,6,7,3,,,54.4,,,
5120230522010010,2023-05-22,福井競輪,10,後半,late_v2,skip_threshold,0,0,0,0,0,0,,5,7,2,,,,,,79.1,29.799999999999997,3
5120230522010011,2023-05-22,福井競輪,11,後半,late_v2,skip_threshold,0,0,0,0,0,0,,1,5,7,,,,,,112.39999999999999,34.7,2
1120230523010009,2023-05-23,函館競輪,9,前半,early_v2,skip_threshold,0,0,0,0,0,0,,1,4,6,5,2,7.599999999999994,2.9600000000000364,,,,
1120230523010010,2023-05-23,函館競輪,10,中盤,middle_v2,skip_threshold,0,0,0,0,0,0,,2,5,4,7,1,,,57.6,,,
7420230523010007,2023-05-23,高知競輪,7,前半,early_v2,skip_threshold,0,0,0,0,0,0,,2,4,7,5,1,2.9000000000000057,0.710000000000008,,,,
7420230523010008,2023-05-23,高知競輪,8,中盤,middle_v2,skip_threshold,0,0,0,0,0,0,,7,1,4,5,3,,,69.19999999999999,,,
7420230523010009,2023-05-23,高知競輪,9,中盤,middle_v2,skip_threshold,0,0,0,0,0,0,,3,7,5,4,1,,,63.5,,,
7420230523010010,2023-05-23,高知競輪,10,後半,late_v2,skip_threshold,0,0,0,0,0,0,,2,4,6,,,,,,108.89999999999999,38.1,7
7420230523010011,2023-05-23,高知競輪,11,後半,late_v2,skip_threshold,0,0,0,0,0,0,,5,1,7,,,,,,108.6,34.0,4
2620230525010006,2023-05-25,西武園競輪,6,前半,early_v2,skip_threshold,0,0,0,0,0,0,,4,1,7,5,3,2.6599999999999966,3.25,,,,
2620230525010007,2023-05-25,西武園競輪,7,前半,early_v2,skip_threshold,0,0,0,0,0,0,,4,3,6,5,1,3.230000000000004,2.159999999999968,,,,
2620230525010009,2023-05-25,西武園競輪,9,中盤,middle_v2,skip_threshold,0,0,0,0,0,0,,4,1,7,5,3,,,60.9,,,
2620230525010010,2023-05-25,西武園競輪,10,後半,late_v2,skip_threshold,0,0,0,0,0,0,,2,7,1,,,,,,107.30000000000001,48.9,5
2620230525010011,2023-05-25,西武園競輪,11,後半,late_v2,buy,1,4,400,0,-400,0,,4,3,7,,,,,,116.9,69.0,2
8320230526010011,2023-05-26,久留米競輪,11,後半,late_v2,skip_threshold,0,0,0,0,0,0,,7,2,5,,,,,,112.3,48.900000000000006,4
3720230529010006,2023-05-29,伊東競輪,6,前半,early_v2,skip_threshold,0,0,0,0,0,0,,2,4,1,7,3,5.86999999999999,5.179999999999978,,,,
3720230529010007,2023-05-29,伊東競輪,7,前半,early_v2,skip_threshold,0,0,0,0,0,0,,7,1,6,2,4,2.5900000000000034,3.9399999999999977,,,,
3720230529010009,2023-05-29,伊東競輪,9,中盤,middle_v2,buy,1,6,600,0,-600,0,,3,5,6,2,4,,,78.5,,,
3720230529010010,2023-05-29,伊東競輪,10,後半,late_v2,skip_threshold,0,0,0,0,0,0,,2,7,6,,,,,,103.0,28.0,3
6120230529010006,2023-05-29,玉野競輪,6,前半,early_v2,skip_threshold,0,0,0,0,0,0,,2,7,4,5,1,-1.2600000000000051,1.1899999999999977,,,,
6120230529010008,2023-05-29,玉野競輪,8,中盤,middle_v2,skip_threshold,0,0,0,0,0,0,,7,3,4,5,1,,,44.4,,,
6120230529010009,2023-05-29,玉野競輪,9,中盤,middle_v2,skip_threshold,0,0,0,0,0,0,,7,3,1,4,2,,,66.7,,,
6120230529010011,2023-05-29,玉野競輪,11,後半,late_v2,skip_threshold,0,0,0,0,0,0,,5,1,4,,,,,,98.9,26.2,2
2520230531010009,2023-05-31,大宮競輪,9,前半,early_v2,skip_threshold,0,0,0,0,0,0,,4,3,7,5,2,5.039999999999992,12.569999999999993,,,,
2520230531010010,2023-05-31,大宮競輪,10,中盤,middle_v2,skip_threshold,0,0,0,0,0,0,,5,2,6,3,7,,,47.9,,,
2520230531010011,2023-05-31,大宮競輪,11,後半,late_v2,buy,1,4,400,400,0,1,7-1-5,1,7,5,,,,,,131.6,68.0,2
8620230601010008,2023-06-01,別府競輪,8,前半,early_v2,skip_threshold,0,0,0,0,0,0,,5,2,7,1,4,-1.2000000000000028,2.890000000000015,,,,
8620230601010010,2023-06-01,別府競輪,10,中盤,middle_v2,skip_threshold,0,0,0,0,0,0,,7,5,2,1,4,,,51.9,,,
1120230603010008,2023-06-03,函館競輪,8,中盤,middle_v2,skip_threshold,0,0,0,0,0,0,,7,2,5,1,3,,,51.0,,,
1120230603010011,2023-06-03,函館競輪,11,後半,late_v2,skip_threshold,0,0,0,0,0,0,,2,5,7,,,,,,117.8,22.3,4
5620230604010006,2023-06-04,岸和田競輪,6,前半,early_v2,skip_threshold,0,0,0,0,0,0,,1,7,4,5,2,6.060000000000002,11.609999999999985,,,,
5620230604010007,2023-06-04,岸和田競輪,7,前半,early_v2,skip_threshold,0,0,0,0,0,0,,5,4,2,7,1,3.1299999999999955,4.329999999999984,,,,
5620230604010009,2023-06-04,岸和田競輪,9,中盤,middle_v2,buy,1,6,600,0,-600,0,,4,1,7,3,5,,,73.0,,,
6120230606010008,2023-06-06,玉野競輪,8,中盤,middle_v2,buy,1,6,600,1420,820,1,1-5-4,1,5,6,4,2,,,70.1,,,
6120230606010010,2023-06-06,玉野競輪,10,後半,late_v2,skip_threshold,0,0,0,0,0,0,,7,2,5,,,,,,91.8,24.0,1
6120230606010011,2023-06-06,玉野競輪,11,後半,late_v2,skip_threshold,0,0,0,0,0,0,,1,5,4,,,,,,115.0,32.1,3
2120230607010007,2023-06-07,弥彦競輪,7,前半,early_v2,skip_threshold,0,0,0,0,0,0,,2,5,6,7,3,6.170000000000002,5.079999999999984,,,,
2120230607010011,2023-06-07,弥彦競輪,11,後半,late_v2,skip_threshold,0,0,0,0,0,0,,7,1,5,,,,,,78.0,40.3,3
8120230608010006,2023-06-08,小倉競輪,6,前半,early_v2,skip_threshold,0,0,0,0,0,0,,5,2,7,4,1,5.439999999999998,7.77000000000001,,,,
8120230608010007,2023-06-08,小倉競輪,7,前半,early_v2,skip_threshold,0,0,0,0,0,0,,4,1,6,5,2,4.439999999999998,1.509999999999991,,,,
8120230608010008,2023-06-08,小倉競輪,8,中盤,middle_v2,skip_threshold,0,0,0,0,0,0,,1,4,6,5,2,,,51.9,,,
8120230608010009,2023-06-08,小倉競輪,9,中盤,middle_v2,skip_threshold,0,0,0,0,0,0,,1,7,4,3,5,,,48.8,,,
8120230608010010,2023-06-08,小倉競輪,10,後半,late_v2,skip_threshold,0,0,0,0,0,0,,4,1,6,,,,,,93.5,50.9,2
8120230608010011,2023-06-08,小倉競輪,11,後半,late_v2,buy,1,4,400,280,-120,1,7-1-4,7,1,4,,,,,,127.0,95.4,3
4420230610010007,2023-06-10,大垣競輪,7,前半,early_v2,skip_threshold,0,0,0,0,0,0,,1,4,7,3,5,2.3500000000000085,7.8700000000000045,,,,
4420230610010008,2023-06-10,大垣競輪,8,中盤,middle_v2,buy,1,6,600,0,-600,0,,1,4,6,2,7,,,77.0,,,
4420230610010009,2023-06-10,大垣競輪,9,中盤,middle_v2,skip_threshold,0,0,0,0,0,0,,7,2,4,1,5,,,56.0,,,
4420230610010010,2023-06-10,大垣競輪,10,後半,late_v2,skip_threshold,0,0,0,0,0,0,,2,7,5,,,,,,93.9,36.6,1
4420230610010011,2023-06-10,大垣競輪,11,後半,late_v2,skip_threshold,0,0,0,0,0,0,,7,3,4,,,,,,89.9,34.1,1
2420230611010006,2023-06-11,宇都宮競輪,6,前半,early_v2,skip_threshold,0,0,0,0,0,0,,3,7,5,4,1,8.679999999999993,12.599999999999994,,,,
2420230611010008,2023-06-11,宇都宮競輪,8,中盤,middle_v2,skip_threshold,0,0,0,0,0,0,,4,1,6,7,2,,,65.5,,,
2420230611010010,2023-06-11,宇都宮競輪,10,後半,late_v2,skip_threshold,0,0,0,0,0,0,,4,2,6,,,,,,92.8,31.8,1
2420230611010011,2023-06-11,宇都宮競輪,11,後半,late_v2,skip_threshold,0,0,0,0,0,0,,2,5,4,,,,,,117.4,40.5,3
8520230613010007,2023-06-13,佐世保競輪,7,前半,early_v2,skip_threshold,0,0,0,0,0,0,,3,2,5,7,4,0.7099999999999937,0.5600000000000023,,,,
8520230613010008,2023-06-13,佐世保競輪,8,中盤,middle_v2,skip_threshold,0,0,0,0,0,0,,4,1,7,3,5,,,67.5,,,
8520230613010010,2023-06-13,佐世保競輪,10,後半,late_v2,skip_threshold,0,0,0,0,0,0,,1,7,3,,,,,,125.3,44.1,2
8520230613010011,2023-06-13,佐世保競輪,11,後半,late_v2,skip_threshold,0,0,0,0,0,0,,2,5,6,,,,,,92.8,35.7,4
3520230616010006,2023-06-16,平塚競輪,6,前半,early_v2,skip_threshold,0,0,0,0,0,0,,1,5,7,2,4,1.7999999999999972,3.1699999999999875,,,,
3520230616010007,2023-06-16,平塚競輪,7,前半,early_v2,buy,1,4,400,0,-400,0,,7,1,4,5,2,-3.3200000000000074,2.8899999999999864,,,,
3520230616010008,2023-06-16,平塚競輪,8,中盤,middle_v2,buy,1,6,600,0,-600,0,,1,4,5,3,7,,,77.5,,,
3520230616010009,2023-06-16,平塚競輪,9,中盤,middle_v2,skip_threshold,0,0,0,0,0,0,,1,5,7,4,2,,,55.5,,,
3520230616010010,2023-06-16,平塚競輪,10,後半,late_v2,skip_threshold,0,0,0,0,0,0,,7,4,1,,,,,,81.3,40.8,5
3520230616010011,2023-06-16,平塚競輪,11,後半,late_v2,skip_threshold,0,0,0,0,0,0,,5,1,6,,,,,,126.6,41.6,4
4220230619010007,2023-06-19,名古屋競輪,7,前半,early_v2,skip_threshold,0,0,0,0,0,0,,4,2,5,7,1,3.1700000000000017,9.819999999999993,,,,
4220230619010010,2023-06-19,名古屋競輪,10,後半,late_v2,buy,1,4,400,450,50,1,4-1-7,4,1,7,,,,,,128.7,58.8,5
4220230619010011,2023-06-19,名古屋競輪,11,後半,late_v2,buy,1,4,400,0,-400,0,,1,7,4,,,,,,123.9,58.3,3
8120230619010007,2023-06-19,小倉競輪,7,前半,early_v2,skip_threshold,0,0,0,0,0,0,,7,4,1,3,5,2.519999999999996,5.220000000000027,,,,
8120230619010008,2023-06-19,小倉競輪,8,中盤,middle_v2,skip_threshold,0,0,0,0,0,0,,1,5,7,4,3,,,66.7,,,
8120230619010009,2023-06-19,小倉競輪,9,中盤,middle_v2,skip_threshold,0,0,0,0,0,0,,7,1,6,3,4,,,58.8,,,
8120230619010010,2023-06-19,小倉競輪,10,後半,late_v2,skip_threshold,0,0,0,0,0,0,,5,3,1,,,,,,92.0,39.7,2
8120230619010011,2023-06-19,小倉競輪,11,後半,late_v2,skip_threshold,0,0,0,0,0,0,,4,1,6,,,,,,87.5,50.8,3
7120230619010008,2023-06-19,高松競輪,8,前半,early_v2,skip_threshold,0,0,0,0,0,0,,2,5,4,7,1,1.0799999999999983,2.390000000000015,,,,
7120230619010009,2023-06-19,高松競輪,9,前半,early_v2,skip_threshold,0,0,0,0,0,0,,3,7,5,4,1,5.589999999999989,3.869999999999976,,,,
7120230619010010,2023-06-19,高松競輪,10,中盤,middle_v2,skip_threshold,0,0,0,0,0,0,,5,3,7,1,4,,,50.8,,,
3720230621010008,2023-06-21,伊東競輪,8,前半,early_v2,buy,1,4,400,0,-400,0,,1,7,6,3,5,-5.359999999999999,1.460000000000008,,,,
3720230621010009,2023-06-21,伊東競輪,9,前半,early_v2,buy,1,4,400,0,-400,0,,7,3,4,5,2,-2.3500000000000085,2.319999999999993,,,,
3720230621010011,2023-06-21,伊東競輪,11,後半,late_v2,skip_threshold,0,0,0,0,0,0,,7,1,5,,,,,,91.7,44.5,2
1120230622010006,2023-06-22,函館競輪,6,前半,early_v2,skip_threshold,0,0,0,0,0,0,,7,4,2,5,3,3.239999999999995,9.960000000000008,,,,
1120230622010009,2023-06-22,函館競輪,9,中盤,middle_v2,buy,1,6,600,0,-600,0,,1,4,5,7,3,,,73.8,,,
1120230622010011,2023-06-22,函館競輪,11,後半,late_v2,skip_threshold,0,0,0,0,0,0,,1,5,6,,,,,,112.1,31.8,3
5520230622010010,2023-06-22,和歌山競輪,10,後半,late_v2,skip_threshold,0,0,0,0,0,0,,3,5,6,,,,,,89.1,31.8,4
5520230622010011,2023-06-22,和歌山競輪,11,後半,late_v2,skip_threshold,0,0,0,0,0,0,,1,5,4,,,,,,132.9,46.8,3
4220230624010011,2023-06-24,名古屋競輪,11,後半,late_v2,skip_threshold,0,0,0,0,0,0,,2,4,7,,,,,,84.1,21.299999999999997,5
2320230626010006,2023-06-26,取手競輪,6,前半,early_v2,skip_threshold,0,0,0,0,0,0,,3,7,4,5,2,5.939999999999998,15.70999999999998,,,,
2320230626010007,2023-06-26,取手競輪,7,前半,early_v2,skip_threshold,0,0,0,0,0,0,,5,3,7,1,4,-1.730000000000004,1.1599999999999682,,,,
2320230626010008,2023-06-26,取手競輪,8,中盤,middle_v2,skip_threshold,0,0,0,0,0,0,,2,5,4,7,3,,,64.8,,,
2320230626010010,2023-06-26,取手競輪,10,後半,late_v2,skip_threshold,0,0,0,0,0,0,,5,1,6,,,,,,102.1,39.2,7
2320230626010011,2023-06-26,取手競輪,11,後半,late_v2,buy,1,4,400,0,-400,0,,4,1,5,,,,,,133.5,61.2,3
3120230627010008,2023-06-27,松戸競輪,8,中盤,middle_v2,skip_threshold,0,0,0,0,0,0,,2,7,4,1,5,,,56.599999999999994,,,
3120230627010009,2023-06-27,松戸競輪,9,中盤,middle_v2,buy,1,6,600,0,-600,0,,5,3,7,4,2,,,104.80000000000001,,,
3120230627010011,2023-06-27,松戸競輪,11,後半,late_v2,skip_threshold,0,0,0,0,0,0,,7,1,4,,,,,,70.9,27.400000000000002,2
5420230629010007,2023-06-29,向日町競輪,7,前半,early_v2,skip_threshold,0,0,0,0,0,0,,4,2,5,7,3,-0.7199999999999989,1.4399999999999977,,,,
5420230629010009,2023-06-29,向日町競輪,9,中盤,middle_v2,buy,1,6,600,0,-600,0,,4,2,3,1,5,,,75.4,,,
5420230629010010,2023-06-29,向日町競輪,10,後半,late_v2,skip_threshold,0,0,0,0,0,0,,1,4,6,,,,,,102.1,15.6,2
4820230629010010,2023-06-29,四日市競輪,10,中盤,middle_v2,skip_threshold,0,0,0,0,0,0,,7,5,1,2,4,,,65.9,,,
4820230629010011,2023-06-29,四日市競輪,11,後半,late_v2,skip_threshold,0,0,0,0,0,0,,1,4,7,,,,,,69.0,21.0,5
1220230702010006,2023-07-02,青森競輪,6,前半,early_v2,skip_threshold,0,0,0,0,0,0,,3,7,2,5,1,5.219999999999999,3.9499999999999886,,,,
1220230702010007,2023-07-02,青森競輪,7,前半,early_v2,skip_threshold,0,0,0,0,0,0,,7,4,1,2,5,3.530000000000001,13.799999999999983,,,,
1220230702010009,2023-07-02,青森競輪,9,中盤,middle_v2,buy,1,6,600,0,-600,0,,5,2,7,4,3,,,70.2,,,
1220230702010011,2023-07-02,青森競輪,11,後半,late_v2,skip_threshold,0,0,0,0,0,0,,4,1,6,,,,,,89.5,44.7,2
2120230703010010,2023-07-03,弥彦競輪,10,中盤,middle_v2,skip_threshold,0,0,0,0,0,0,,3,7,4,5,2,,,47.5,,,
2120230703010011,2023-07-03,弥彦競輪,11,後半,late_v2,skip_threshold,0,0,0,0,0,0,,5,1,6,,,,,,101.3,46.3,4
4220230704010006,2023-07-04,名古屋競輪,6,前半,early_v2,skip_threshold,0,0,0,0,0,0,,4,1,5,7,2,-0.5700000000000074,0.38999999999998636,,,,
4220230704010008,2023-07-04,名古屋競輪,8,中盤,middle_v2,skip_threshold,0,0,0,0,0,0,,4,2,7,5,1,,,64.4,,,
4220230704010009,2023-07-04,名古屋競輪,9,中盤,middle_v2,skip_threshold,0,0,0,0,0,0,,5,3,7,6,1,,,63.3,,,
4220230704010010,2023-07-04,名古屋競輪,10,後半,late_v2,skip_threshold,0,0,0,0,0,0,,5,4,1,,,,,,87.30000000000001,44.5,2
5420230705010009,2023-07-05,向日町競輪,9,前半,early_v2,skip_threshold,0,0,0,0,0,0,,4,1,6,2,5,6.6200000000000045,0.4200000000000159,,,,
5420230705010011,2023-07-05,向日町競輪,11,後半,late_v2,skip_threshold,0,0,0,0,0,0,,4,5,1,,,,,,117.60000000000001,44.7,7
3820230707010008,2023-07-07,静岡競輪,8,中盤,middle_v2,skip_threshold,0,0,0,0,0,0,,1,7,4,6,3,,,40.7,,,
3820230707010009,2023-07-07,静岡競輪,9,中盤,middle_v2,skip_threshold,0,0,0,0,0,0,,4,1,5,3,7,,,63.9,,,
3820230707010010,2023-07-07,静岡競輪,10,後半,late_v2,skip_threshold,0,0,0,0,0,0,,7,5,1,,,,,,93.4,37.8,3
3820230707010011,2023-07-07,静岡競輪,11,後半,late_v2,skip_threshold,0,0,0,0,0,0,,2,7,6,,,,,,91.5,50.2,1
2820230709010006,2023-07-09,立川競輪,6,前半,early_v2,skip_threshold,0,0,0,0,0,0,,2,5,4,3,1,7.640000000000001,13.310000000000002,,,,
2820230709010009,2023-07-09,立川競輪,9,中盤,middle_v2,skip_threshold,0,0,0,0,0,0,,7,2,5,3,4,,,65.9,,,
2820230709010010,2023-07-09,立川競輪,10,後半,late_v2,skip_threshold,0,0,0,0,0,0,,5,1,4,,,,,,126.6,34.2,2
2820230709010011,2023-07-09,立川競輪,11,後半,late_v2,skip_threshold,0,0,0,0,0,0,,7,1,4,,,,,,78.3,35.3,3
1220230709010008,2023-07-09,青森競輪,8,中盤,middle_v2,skip_threshold,0,0,0,0,0,0,,5,3,7,1,4,,,61.4,,,
1220230709010009,2023-07-09,青森競輪,9,中盤,middle_v2,skip_threshold,0,0,0,0,0,0,,1,7,4,3,5,,,52.5,,,
1220230709010010,2023-07-09,青森競輪,10,後半,late_v2,skip_threshold,0,0,0,0,0,0,,5,2,7,,,,,,83.3,22.3,1
1220230709010011,2023-07-09,青森競輪,11,後半,late_v2,skip_threshold,0,0,0,0,0,0,,5,4,1,,,,,,78.5,36.8,7
6120230710010007,2023-07-10,玉野競輪,7,前半,early_v2,skip_threshold,0,0,0,0,0,0,,5,2,6,1,3,2.1700000000000017,6.860000000000014,,,,
6120230710010009,2023-07-10,玉野競輪,9,中盤,middle_v2,buy,1,6,600,2330,1730,1,3-5-7,5,3,6,1,7,,,73.6,,,
6120230710010010,2023-07-10,玉野競輪,10,後半,late_v2,skip_threshold,0,0,0,0,0,0,,1,5,4,,,,,,82.2,38.2,7
6120230710010011,2023-07-10,玉野競輪,11,後半,late_v2,skip_threshold,0,0,0,0,0,0,,7,1,4,,,,,,88.1,20.5,5
2720230712010007,2023-07-12,京王閣競輪,7,前半,early_v2,skip_threshold,0,0,0,0,0,0,,1,7,6,2,4,-1.4000000000000057,7.060000000000002,,,,
2720230712010010,2023-07-12,京王閣競輪,10,後半,late_v2,skip_threshold,0,0,0,0,0,0,,3,7,4,,,,,,63.1,34.6,5
2720230712010011,2023-07-12,京王閣競輪,11,後半,late_v2,skip_threshold,0,0,0,0,0,0,,1,4,6,,,,,,86.3,36.3,3
4620230712010008,2023-07-12,富山競輪,8,中盤,middle_v2,skip_threshold,0,0,0,0,0,0,,5,2,6,7,3,,,60.4,,,
4620230712010009,2023-07-12,富山競輪,9,中盤,middle_v2,skip_threshold,0,0,0,0,0,0,,3,5,6,1,7,,,54.8,,,
4620230712010011,2023-07-12,富山競輪,11,後半,late_v2,skip_threshold,0,0,0,0,0,0,,1,5,7,,,,,,84.2,34.2,4
3620230712010006,2023-07-12,小田原競輪,6,前半,early_v2,skip_threshold,0,0,0,0,0,0,,4,7,1,5,3,9.269999999999996,7.350000000000023,,,,
3620230712010009,2023-07-12,小田原競輪,9,中盤,middle_v2,buy,1,6,600,1530,930,1,2-7-5,2,7,3,5,4,,,75.4,,,
3620230712010010,2023-07-12,小田原競輪,10,後半,late_v2,skip_threshold,0,0,0,0,0,0,,7,1,5,,,,,,118.7,50.2,4
3620230712010011,2023-07-12,小田原競輪,11,後半,late_v2,skip_threshold,0,0,0,0,0,0,,4,1,6,,,,,,90.4,37.7,3
1120230715010005,2023-07-15,函館競輪,5,前半,early_v2,skip_threshold,0,0,0,0,0,0,,7,3,5,2,9,4.969999999999999,8.76000000000002,,,,
1120230715010007,2023-07-15,函館競輪,7,中盤,middle_v2,buy,1,6,600,0,-600,0,,2,7,9,5,3,,,82.8,,,
1120230715010009,2023-07-15,函館競輪,9,中盤,middle_v2,buy,1,6,600,0,-600,0,,9,3,4,2,5,,,117.1,,,
1120230715010010,2023-07-15,函館競輪,10,後半,late_v2,buy,1,4,400,600,200,1,5-2-8,2,5,8,,,,,,122.80000000000001,82.2,7
1120230715010011,2023-07-15,函館競輪,11,後半,late_v2,buy,1,4,400,0,-400,0,,5,1,4,,,,,,135.5,57.5,3
7120230715010006,2023-07-15,高松競輪,6,前半,early_v2,skip_threshold,0,0,0,0,0,0,,3,7,6,5,1,2.0600000000000023,4.350000000000023,,,,
7120230715010008,2023-07-15,高松競輪,8,中盤,middle_v2,skip_threshold,0,0,0,0,0,0,,5,1,4,3,7,,,42.3,,,
7120230715010009,2023-07-15,高松競輪,9,中盤,middle_v2,buy,1,6,600,0,-600,0,,7,1,6,2,5,,,83.5,,,
7120230715010010,2023-07-15,高松競輪,10,後半,late_v2,skip_threshold,0,0,0,0,0,0,,3,7,5,,,,,,87.0,26.1,2
7120230715010011,2023-07-15,高松競輪,11,後半,late_v2,skip_threshold,0,0,0,0,0,0,,7,1,6,,,,,,90.1,24.9,2
2520230717010008,2023-07-17,大宮競輪,8,前半,early_v2,skip_threshold,0,0,0,0,0,0,,4,7,2,5,3,5.550000000000011,5.110000000000014,,,,
2520230717010009,2023-07-17,大宮競輪,9,前半,early_v2,skip_threshold,0,0,0,0,0,0,,5,1,6,4,2,2.1200000000000045,4.8700000000000045,,,,
2520230717010010,2023-07-17,大宮競輪,10,中盤,middle_v2,buy,1,6,600,550,-50,1,7-2-3,2,7,3,5,4,,,97.1,,,
2520230717010011,2023-07-17,大宮競輪,11,後半,late_v2,skip_threshold,0,0,0,0,0,0,,5,2,7,,,,,,117.10000000000001,34.400000000000006,4
8320230718010006,2023-07-18,久留米競輪,6,前半,early_v2,skip_threshold,0,0,0,0,0,0,,4,3,6,2,7,6.280000000000001,2.819999999999993,,,,
8320230718010007,2023-07-18,久留米競輪,7,前半,early_v2,skip_threshold,0,0,0,0,0,0,,3,7,5,6,1,8.36,8.580000000000013,,,,
8320230718010008,2023-07-18,久留米競輪,8,中盤,middle_v2,skip_threshold,0,0,0,0,0,0,,7,2,5,3,4,,,48.2,,,
8320230718010009,2023-07-18,久留米競輪,9,中盤,middle_v2,skip_threshold,0,0,0,0,0,0,,2,5,6,4,3,,,63.4,,,
8320230718010010,2023-07-18,久留米競輪,10,後半,late_v2,skip_threshold,0,0,0,0,0,0,,5,2,3,,,,,,102.4,32.5,1
8320230718010011,2023-07-18,久留米競輪,11,後半,late_v2,skip_threshold,0,0,0,0,0,0,,3,5,1,,,,,,95.9,18.5,2
5520230718010006,2023-07-18,和歌山競輪,6,前半,early_v2,skip_threshold,0,0,0,0,0,0,,7,1,3,5,2,-1.5600000000000023,5.439999999999998,,,,
5520230718010008,2023-07-18,和歌山競輪,8,中盤,middle_v2,skip_threshold,0,0,0,0,0,0,,4,2,6,3,5,,,58.0,,,
5520230718010009,2023-07-18,和歌山競輪,9,中盤,middle_v2,buy,1,6,600,530,-70,1,5-4-7,5,4,1,3,7,,,79.3,,,
5520230718010010,2023-07-18,和歌山競輪,10,後半,late_v2,skip_threshold,0,0,0,0,0,0,,2,7,3,,,,,,107.7,46.9,1
5520230718010011,2023-07-18,和歌山競輪,11,後半,late_v2,skip_threshold,0,0,0,0,0,0,,1,4,7,,,,,,103.5,25.3,3
6120230720010008,2023-07-20,玉野競輪,8,中盤,middle_v2,skip_threshold,0,0,0,0,0,0,,1,3,6,7,4,,,60.2,,,
6120230720010010,2023-07-20,玉野競輪,10,後半,late_v2,skip_threshold,0,0,0,0,0,0,,2,7,3,,,,,,67.8,24.799999999999997,1
3520230721010008,2023-07-21,平塚競輪,8,中盤,middle_v2,skip_threshold,0,0,0,0,0,0,,3,5,6,1,4,,,68.6,,,
3520230721010009,2023-07-21,平塚競輪,9,中盤,middle_v2,skip_threshold,0,0,0,0,0,0,,7,5,1,4,3,,,48.0,,,
3520230721010010,2023-07-21,平塚競輪,10,後半,late_v2,skip_threshold,0,0,0,0,0,0,,3,4,7,,,,,,107.6,26.1,5
3520230721010011,2023-07-21,平塚競輪,11,後半,late_v2,skip_threshold,0,0,0,0,0,0,,5,1,4,,,,,,102.1,47.2,7
8120230723010009,2023-07-23,小倉競輪,9,前半,early_v2,skip_threshold,0,0,0,0,0,0,,5,1,6,7,3,-0.5699999999999932,4.760000000000019,,,,
1220230724010008,2023-07-24,青森競輪,8,前半,early_v2,buy,1,4,400,0,-400,0,,7,1,4,5,2,-3.8500000000000085,0.75,,,,
3720230725010005,2023-07-25,伊東競輪,5,前半,early_v2,skip_threshold,0,0,0,0,0,0,,2,3,7,5,1,3.950000000000003,0.07999999999998408,,,,
6120230726010007,2023-07-26,玉野競輪,7,前半,early_v2,skip_threshold,0,0,0,0,0,0,,4,3,7,5,2,2.3299999999999983,10.110000000000014,,,,
6120230726010008,2023-07-26,玉野競輪,8,中盤,middle_v2,buy,1,6,600,0,-600,0,,5,7,1,3,4,,,91.9,,,
6120230726010011,2023-07-26,玉野競輪,11,後半,late_v2,skip_threshold,0,0,0,0,0,0,,3,5,1,,,,,,122.0,29.9,7
8520230727010009,2023-07-27,佐世保競輪,9,中盤,middle_v2,skip_threshold,0,0,0,0,0,0,,7,1,5,3,4,,,61.900000000000006,,,
8520230727010011,2023-07-27,佐世保競輪,11,後半,late_v2,skip_threshold,0,0,0,0,0,0,,7,1,5,,,,,,128.3,45.0,3
2220230728010008,2023-07-28,前橋競輪,8,前半,early_v2,skip_threshold,0,0,0,0,0,0,,3,4,2,1,5,-0.3400000000000034,9.200000000000017,,,,
2220230728010011,2023-07-28,前橋競輪,11,後半,late_v2,skip_threshold,0,0,0,0,0,0,,7,1,4,,,,,,86.69999999999999,31.8,2
3620230731010010,2023-07-31,小田原競輪,10,後半,late_v2,skip_threshold,0,0,0,0,0,0,,7,3,5,,,,,,102.0,37.0,4
3620230731010011,2023-07-31,小田原競輪,11,後半,late_v2,skip_threshold,0,0,0,0,0,0,,5,1,6,,,,,,115.69999999999999,28.5,4
6120230731010009,2023-07-31,玉野競輪,9,前半,early_v2,skip_threshold,0,0,0,0,0,0,,7,1,4,3,5,-1.759999999999991,4.7900000000000205,,,,
6120230731010010,2023-07-31,玉野競輪,10,中盤,middle_v2,buy,1,6,600,0,-600,0,,1,5,4,7,2,,,111.0,,,
5320230801010006,2023-08-01,奈良競輪,6,前半,early_v2,skip_threshold,0,0,0,0,0,0,,3,2,4,1,5,-0.710000000000008,5.239999999999981,,,,
5320230801010007,2023-08-01,奈良競輪,7,中盤,middle_v2,buy,1,6,600,520,-80,1,2-1-3,1,2,3,5,6,,,70.6,,,
5320230801010008,2023-08-01,奈良競輪,8,後半,late_v2,skip_threshold,0,0,0,0,0,0,,1,2,4,,,,,,103.19999999999999,22.4,3
1320230802010011,2023-08-02,いわき平競輪,11,後半,late_v2,skip_threshold,0,0,0,0,0,0,,4,2,6,,,,,,108.30000000000001,38.0,1
