race_id,race_date,track,race_no,segment,strategy,decision,purchased,bet_count,stake_yen,payout_yen,profit_yen,hit,hit_combinations,a_car,b_car,m3_car,r1l_car,r1b_car,leader_score_gap,pair_score_gap,pair_top2_sum,pair_top3_sum,pair_win_sum,x_car
5620230802010006,2023-08-02,岸和田競輪,6,前半,early_v2,buy,1,4,400,0,-400,0,,4,7,2,5,1,-3.1499999999999915,4.930000000000007,,,,
5620230802010008,2023-08-02,岸和田競輪,8,中盤,middle_v2,skip_threshold,0,0,0,0,0,0,,7,3,5,4,1,,,62.4,,,
5620230802010010,2023-08-02,岸和田競輪,10,後半,late_v2,skip_threshold,0,0,0,0,0,0,,5,4,2,,,,,,95.0,50.0,1
8120230805010008,2023-08-05,小倉競輪,8,前半,early_v2,skip_threshold,0,0,0,0,0,0,,4,1,6,7,3,0.6699999999999875,1.0699999999999932,,,,
8120230805010011,2023-08-05,小倉競輪,11,後半,late_v2,skip_threshold,0,0,0,0,0,0,,4,2,6,,,,,,63.4,25.9,5
2820230806010007,2023-08-06,立川競輪,7,前半,early_v2,skip_threshold,0,0,0,0,0,0,,2,4,7,3,5,3.269999999999996,8.699999999999989,,,,
2820230806010009,2023-08-06,立川競輪,9,中盤,middle_v2,skip_threshold,0,0,0,0,0,0,,2,7,4,5,1,,,51.0,,,
2820230806010011,2023-08-06,立川競輪,11,後半,late_v2,skip_threshold,0,0,0,0,0,0,,2,7,4,,,,,,101.6,39.1,3
1220230807010006,2023-08-07,青森競輪,6,前半,early_v2,buy,1,4,400,0,-400,0,,3,5,2,1,7,-2.980000000000004,0.6099999999999852,,,,
1220230807010007,2023-08-07,青森競輪,7,前半,early_v2,skip_threshold,0,0,0,0,0,0,,2,4,7,5,1,4.439999999999998,3.0500000000000114,,,,
1220230807010011,2023-08-07,青森競輪,11,後半,late_v2,skip_threshold,0,0,0,0,0,0,,1,5,7,,,,,,106.6,46.6,2
6120230808010008,2023-08-08,玉野競輪,8,前半,early_v2,skip_threshold,0,0,0,0,0,0,,1,7,2,3,5,-0.20999999999999375,7.300000000000011,,,,
6120230808010011,2023-08-08,玉野競輪,11,後半,late_v2,skip_threshold,0,0,0,0,0,0,,7,2,4,,,,,,107.5,28.2,5
3820230812010008,2023-08-12,静岡競輪,8,前半,early_v2,skip_threshold,0,0,0,0,0,0,,3,5,6,4,1,4.540000000000006,3.180000000000007,,,,
3820230812010009,2023-08-12,静岡競輪,9,前半,early_v2,skip_threshold,0,0,0,0,0,0,,5,2,6,7,1,1.8700000000000045,7.28000000000003,,,,
3820230812010010,2023-08-12,静岡競輪,10,中盤,middle_v2,skip_threshold,0,0,0,0,0,0,,7,3,6,5,1,,,54.3,,,
3820230812010011,2023-08-12,静岡競輪,11,後半,late_v2,skip_threshold,0,0,0,0,0,0,,4,3,6,,,,,,66.30000000000001,20.6,7
8620230815010009,2023-08-15,別府競輪,9,中盤,middle_v2,skip_threshold,0,0,0,0,0,0,,4,1,6,7,2,,,44.1,,,
8620230815010010,2023-08-15,別府競輪,10,後半,late_v2,buy,1,4,400,0,-400,0,,4,2,7,,,,,,130.3,89.2,3
2420230815010006,2023-08-15,宇都宮競輪,6,前半,early_v2,skip_threshold,0,0,0,0,0,0,,3,4,6,1,7,4.060000000000002,2.7299999999999898,,,,
2420230815010007,2023-08-15,宇都宮競輪,7,前半,early_v2,skip_threshold,0,0,0,0,0,0,,1,5,6,4,2,7.969999999999999,2.990000000000009,,,,
2420230815010009,2023-08-15,宇都宮競輪,9,中盤,middle_v2,skip_threshold,0,0,0,0,0,0,,5,3,7,2,4,,,59.7,,,
2420230815010011,2023-08-15,宇都宮競輪,11,後半,late_v2,skip_threshold,0,0,0,0,0,0,,5,1,7,,,,,,75.19999999999999,33.5,4
2220230818010006,2023-08-18,前橋競輪,6,前半,early_v2,skip_threshold,0,0,0,0,0,0,,5,1,7,4,2,7.029999999999987,12.969999999999999,,,,
2220230818010007,2023-08-18,前橋競輪,7,前半,early_v2,skip_threshold,0,0,0,0,0,0,,3,1,5,7,4,-2.469999999999999,7.490000000000009,,,,
2220230818010008,2023-08-18,前橋競輪,8,中盤,middle_v2,buy,1,6,600,0,-600,0,,3,4,7,5,1,,,82.3,,,
2220230818010011,2023-08-18,前橋競輪,11,後半,late_v2,skip_threshold,0,0,0,0,0,0,,1,4,6,,,,,,90.9,29.8,2
4520230818010009,2023-08-18,豊橋競輪,9,中盤,middle_v2,buy,1,6,600,510,-90,1,4-2-7,2,4,7,1,5,,,85.3,,,
4520230818010011,2023-08-18,豊橋競輪,11,後半,late_v2,buy,1,4,400,320,-80,1,7-1-4,1,7,4,,,,,,109.6,72.0,3
8320230821010006,2023-08-21,久留米競輪,6,前半,early_v2,skip_threshold,0,0,0,0,0,0,,5,1,6,4,3,6.069999999999993,10.409999999999997,,,,
8320230821010008,2023-08-21,久留米競輪,8,中盤,middle_v2,buy,1,6,600,0,-600,0,,5,2,7,3,4,,,71.1,,,
7320230821010006,2023-08-21,小松島競輪,6,前半,early_v2,skip_threshold,0,0,0,0,0,0,,3,7,5,4,2,4.340000000000003,5.1699999999999875,,,,
7320230821010007,2023-08-21,小松島競輪,7,前半,early_v2,skip_threshold,0,0,0,0,0,0,,1,7,4,5,3,-0.5999999999999943,6.010000000000019,,,,
7320230821010009,2023-08-21,小松島競輪,9,中盤,middle_v2,skip_threshold,0,0,0,0,0,0,,3,5,6,7,2,,,50.6,,,
7320230821010010,2023-08-21,小松島競輪,10,後半,late_v2,buy,1,4,400,320,-80,1,2-7-5,7,2,5,,,,,,128.1,72.3,1
7320230821010011,2023-08-21,小松島競輪,11,後半,late_v2,buy,1,4,400,310,-90,1,1-5-7,5,1,7,,,,,,124.3,62.7,3
1120230823010006,2023-08-23,函館競輪,6,前半,early_v2,skip_threshold,0,0,0,0,0,0,,2,3,4,1,7,5.090000000000003,2.7299999999999898,,,,
1120230823010007,2023-08-23,函館競輪,7,前半,early_v2,skip_threshold,0,0,0,0,0,0,,4,1,7,2,5,-1.9599999999999937,1.8800000000000239,,,,
1120230823010009,2023-08-23,函館競輪,9,中盤,middle_v2,buy,1,6,600,0,-600,0,,7,1,4,5,2,,,78.6,,,
1120230823010011,2023-08-23,函館競輪,11,後半,late_v2,buy,1,4,400,300,-100,1,2-5-7,5,2,7,,,,,,122.3,61.6,1
4420230823010006,2023-08-23,大垣競輪,6,前半,early_v2,skip_threshold,0,0,0,0,0,0,,7,3,4,5,1,6.719999999999999,5.240000000000009,,,,
4420230823010007,2023-08-23,大垣競輪,7,前半,early_v2,skip_threshold,0,0,0,0,0,0,,7,3,2,1,4,1.8499999999999943,4.069999999999993,,,,
4420230823010009,2023-08-23,大垣競輪,9,中盤,middle_v2,buy,1,6,600,0,-600,0,,3,7,4,1,5,,,88.3,,,
4420230823010010,2023-08-23,大垣競輪,10,後半,late_v2,skip_threshold,0,0,0,0,0,0,,3,5,6,,,,,,97.3,34.4,4
4420230823010011,2023-08-23,大垣競輪,11,後半,late_v2,skip_threshold,0,0,0,0,0,0,,1,4,7,,,,,,84.69999999999999,21.5,2
5620230825010006,2023-08-25,岸和田競輪,6,前半,early_v2,skip_threshold,0,0,0,0,0,0,,1,7,5,4,3,-0.29999999999999716,4.1699999999999875,,,,
5620230825010009,2023-08-25,岸和田競輪,9,中盤,middle_v2,skip_threshold,0,0,0,0,0,0,,5,1,6,3,4,,,67.1,,,
5620230825010011,2023-08-25,岸和田競輪,11,後半,late_v2,skip_threshold,0,0,0,0,0,0,,1,7,5,,,,,,110.2,38.4,4
2220230828010007,2023-08-28,前橋競輪,7,前半,early_v2,buy,1,4,400,0,-400,0,,2,4,7,5,1,-2.950000000000003,3.7899999999999636,,,,
2220230828010008,2023-08-28,前橋競輪,8,中盤,middle_v2,buy,1,6,600,0,-600,0,,4,1,7,6,2,,,77.2,,,
2220230828010011,2023-08-28,前橋競輪,11,後半,late_v2,skip_threshold,0,0,0,0,0,0,,1,4,7,,,,,,107.1,42.8,2
7420230828010009,2023-08-28,高知競輪,9,前半,early_v2,skip_threshold,0,0,0,0,0,0,,3,7,5,1,6,4.1499999999999915,19.059999999999974,,,,
7420230828010011,2023-08-28,高知競輪,11,後半,late_v2,skip_threshold,0,0,0,0,0,0,,4,2,7,,,,,,97.1,43.5,3
3720230830010008,2023-08-30,伊東競輪,8,中盤,middle_v2,skip_threshold,0,0,0,0,0,0,,7,2,5,3,4,,,50.8,,,
3720230830010009,2023-08-30,伊東競輪,9,中盤,middle_v2,skip_threshold,0,0,0,0,0,0,,5,3,7,2,4,,,58.099999999999994,,,
3720230830010011,2023-08-30,伊東競輪,11,後半,late_v2,skip_threshold,0,0,0,0,0,0,,5,1,3,,,,,,90.8,39.900000000000006,2
4620230831010010,2023-08-31,富山競輪,10,中盤,middle_v2,skip_threshold,0,0,0,0,0,0,,1,4,5,7,3,,,43.3,,,
4620230831010011,2023-08-31,富山競輪,11,後半,late_v2,skip_threshold,0,0,0,0,0,0,,7,3,4,,,,,,77.5,35.0,2
1220230901010009,2023-09-01,青森競輪,9,前半,early_v2,skip_threshold,0,0,0,0,0,0,,7,1,6,3,4,4.86999999999999,0.5,,,,
2720230902010008,2023-09-02,京王閣競輪,8,後半,late_v2,skip_threshold,0,0,0,0,0,0,,1,2,6,,,,,,125.39999999999999,11.7,3
5520230904010006,2023-09-04,和歌山競輪,6,前半,early_v2,skip_threshold,0,0,0,0,0,0,,4,3,7,1,5,-0.35999999999999943,2.740000000000009,,,,
5520230904010007,2023-09-04,和歌山競輪,7,前半,early_v2,skip_threshold,0,0,0,0,0,0,,1,7,5,2,4,1.4500000000000028,11.839999999999975,,,,
5520230904010008,2023-09-04,和歌山競輪,8,中盤,middle_v2,buy,1,6,600,1680,1080,1,1-4-7,1,4,6,2,7,,,71.1,,,
5520230904010009,2023-09-04,和歌山競輪,9,中盤,middle_v2,buy,1,6,600,4030,3430,1,5-2-7,5,2,4,7,1,,,74.19999999999999,,,
5520230904010011,2023-09-04,和歌山競輪,11,後半,late_v2,skip_threshold,0,0,0,0,0,0,,5,1,6,,,,,,130.6,49.900000000000006,3
3520230904010008,2023-09-04,平塚競輪,8,前半,early_v2,skip_threshold,0,0,0,0,0,0,,5,1,4,3,6,0.5300000000000011,11.26000000000002,,,,
3520230904010010,2023-09-04,平塚競輪,10,中盤,middle_v2,buy,1,6,600,0,-600,0,,4,2,7,1,5,,,72.9,,,
4720230906010009,2023-09-06,松阪競輪,9,前半,early_v2,skip_threshold,0,0,0,0,0,0,,1,4,6,3,7,0.3199999999999932,3.0900000000000034,,,,
4720230906010010,2023-09-06,松阪競輪,10,中盤,middle_v2,skip_threshold,0,0,0,0,0,0,,4,1,5,2,7,,,59.7,,,
4720230906010011,2023-09-06,松阪競輪,11,後半,late_v2,skip_threshold,0,0,0,0,0,0,,1,7,5,,,,,,106.5,50.0,2
6120230907010006,2023-09-07,玉野競輪,6,前半,early_v2,skip_threshold,0,0,0,0,0,0,,2,5,6,7,3,-0.36999999999999034,0.5900000000000034,,,,
6120230907010007,2023-09-07,玉野競輪,7,前半,early_v2,skip_threshold,0,0,0,0,0,0,,5,1,4,3,2,5.1299999999999955,8.930000000000007,,,,
6120230907010009,2023-09-07,玉野競輪,9,中盤,middle_v2,skip_threshold,0,0,0,0,0,0,,3,7,4,1,5,,,57.3,,,
6120230907010010,2023-09-07,玉野競輪,10,後半,late_v2,skip_threshold,0,0,0,0,0,0,,2,5,6,,,,,,91.1,30.599999999999998,1
6120230907010011,2023-09-07,玉野競輪,11,後半,late_v2,skip_threshold,0,0,0,0,0,0,,5,1,6,,,,,,107.8,46.2,3
5420230910010009,2023-09-10,向日町競輪,9,前半,early_v2,skip_threshold,0,0,0,0,0,0,,7,1,4,2,6,-3.5900000000000034,14.609999999999985,,,,
5420230910010010,2023-09-10,向日町競輪,10,中盤,middle_v2,skip_threshold,0,0,0,0,0,0,,7,1,5,2,4,,,67.3,,,
5420230910010011,2023-09-10,向日町競輪,11,後半,late_v2,skip_threshold,0,0,0,0,0,0,,4,1,7,,,,,,98.2,38.8,2
3820230910010008,2023-09-10,静岡競輪,8,中盤,middle_v2,skip_threshold,0,0,0,0,0,0,,1,5,7,6,2,,,56.3,,,
3820230910010010,2023-09-10,静岡競輪,10,後半,late_v2,skip_threshold,0,0,0,0,0,0,,2,7,6,,,,,,110.0,32.4,5
3820230910010011,2023-09-10,静岡競輪,11,後半,late_v2,buy,1,4,400,660,260,1,1-4-2,4,1,7,,,,,,139.5,82.8,2
2420230912010006,2023-09-12,宇都宮競輪,6,前半,early_v2,skip_threshold,0,0,0,0,0,0,,2,5,4,7,1,0.7399999999999949,1.759999999999991,,,,
2420230912010007,2023-09-12,宇都宮競輪,7,前半,early_v2,skip_threshold,0,0,0,0,0,0,,1,5,4,3,7,2.950000000000003,6.159999999999997,,,,
2420230912010009,2023-09-12,宇都宮競輪,9,中盤,middle_v2,buy,1,6,600,0,-600,0,,1,7,4,5,3,,,78.19999999999999,,,
2420230912010010,2023-09-12,宇都宮競輪,10,後半,late_v2,skip_threshold,0,0,0,0,0,0,,3,7,1,,,,,,106.6,33.0,2
4520230913010008,2023-09-13,豊橋競輪,8,前半,early_v2,skip_threshold,0,0,0,0,0,0,,2,7,4,1,5,4.540000000000006,9.860000000000014,,,,
4520230913010011,2023-09-13,豊橋競輪,11,後半,late_v2,buy,1,4,400,0,-400,0,,5,1,4,,,,,,116.80000000000001,64.3,2
2120230916010009,2023-09-16,弥彦競輪,9,中盤,middle_v2,buy,1,6,600,360,-240,1,1-5-7,5,1,7,3,4,,,77.1,,,
2120230916010010,2023-09-16,弥彦競輪,10,後半,late_v2,skip_threshold,0,0,0,0,0,0,,5,2,4,,,,,,99.8,50.2,3
2120230916010011,2023-09-16,弥彦競輪,11,後半,late_v2,skip_threshold,0,0,0,0,0,0,,1,5,7,,,,,,102.2,34.3,2
8620230919010006,2023-09-19,別府競輪,6,前半,early_v2,skip_threshold,0,0,0,0,0,0,,4,1,6,5,3,4.519999999999996,7.689999999999998,,,,
8620230919010007,2023-09-19,別府競輪,7,前半,early_v2,skip_threshold,0,0,0,0,0,0,,7,3,4,2,5,1.0999999999999943,2.609999999999985,,,,
8620230919010009,2023-09-19,別府競輪,9,中盤,middle_v2,skip_threshold,0,0,0,0,0,0,,2,4,7,5,1,,,39.8,,,
8620230919010010,2023-09-19,別府競輪,10,後半,late_v2,skip_threshold,0,0,0,0,0,0,,7,5,1,,,,,,67.5,21.1,2
8620230919010011,2023-09-19,別府競輪,11,後半,late_v2,buy,1,4,400,0,-400,0,,1,7,4,,,,,,136.3,80.8,2
3620230919010008,2023-09-19,小田原競輪,8,中盤,middle_v2,buy,1,6,600,0,-600,0,,5,2,7,1,4,,,79.6,,,
3620230919010009,2023-09-19,小田原競輪,9,中盤,middle_v2,skip_threshold,0,0,0,0,0,0,,5,1,2,7,3,,,60.2,,,
3620230919010011,2023-09-19,小田原競輪,11,後半,late_v2,buy,1,4,400,0,-400,0,,3,5,7,,,,,,127.39999999999999,59.3,4
2120230921010006,2023-09-21,弥彦競輪,6,前半,early_v2,skip_threshold,0,0,0,0,0,0,,1,4,6,7,3,6.189999999999998,3.5600000000000023,,,,
2120230921010008,2023-09-21,弥彦競輪,8,中盤,middle_v2,skip_threshold,0,0,0,0,0,0,,2,7,4,1,5,,,40.0,,,
2120230921010009,2023-09-21,弥彦競輪,9,中盤,middle_v2,skip_threshold,0,0,0,0,0,0,,3,7,4,5,2,,,64.8,,,
2120230921010011,2023-09-21,弥彦競輪,11,後半,late_v2,skip_threshold,0,0,0,0,0,0,,5,1,4,,,,,,90.4,30.7,3
5120230921010006,2023-09-21,福井競輪,6,前半,early_v2,skip_threshold,0,0,0,0,0,0,,4,1,6,5,3,5.549999999999997,1.259999999999991,,,,
5120230921010009,2023-09-21,福井競輪,9,中盤,middle_v2,skip_threshold,0,0,0,0,0,0,,2,7,4,3,5,,,52.4,,,
5120230921010010,2023-09-21,福井競輪,10,後半,late_v2,skip_threshold,0,0,0,0,0,0,,5,7,2,,,,,,102.5,41.8,4
5120230921010011,2023-09-21,福井競輪,11,後半,late_v2,skip_threshold,0,0,0,0,0,0,,2,4,7,,,,,,108.0,41.8,1
3120230924010007,2023-09-24,松戸競輪,7,前半,early_v2,skip_threshold,0,0,0,0,0,0,,4,7,3,1,5,1.8400000000000034,4.439999999999998,,,,
3120230924010008,2023-09-24,松戸競輪,8,中盤,middle_v2,skip_threshold,0,0,0,0,0,0,,1,7,4,3,5,,,53.3,,,
3120230924010009,2023-09-24,松戸競輪,9,中盤,middle_v2,skip_threshold,0,0,0,0,0,0,,5,3,4,2,7,,,56.1,,,
3120230924010010,2023-09-24,松戸競輪,10,後半,late_v2,skip_threshold,0,0,0,0,0,0,,4,5,1,,,,,,73.30000000000001,16.2,3
3120230924010011,2023-09-24,松戸競輪,11,後半,late_v2,buy,1,4,400,0,-400,0,,2,7,4,,,,,,114.2,57.3,5
2520230925010006,2023-09-25,大宮競輪,6,前半,early_v2,skip_threshold,0,0,0,0,0,0,,1,7,2,5,3,1.1099999999999994,8.230000000000018,,,,
2520230925010007,2023-09-25,大宮競輪,7,前半,early_v2,buy,1,4,400,0,-400,0,,2,7,5,3,4,-8.400000000000006,3.180000000000007,,,,
2520230925010008,2023-09-25,大宮競輪,8,中盤,middle_v2,skip_threshold,0,0,0,0,0,0,,1,4,7,6,2,,,53.5,,,
2520230925010009,2023-09-25,大宮競輪,9,中盤,middle_v2,buy,1,6,600,0,-600,0,,7,3,4,5,1,,,75.6,,,
2520230925010010,2023-09-25,大宮競輪,10,後半,late_v2,skip_threshold,0,0,0,0,0,0,,1,4,6,,,,,,110.0,44.2,7
1120230926010010,2023-09-26,函館競輪,10,後半,late_v2,skip_threshold,0,0,0,0,0,0,,3,1,6,,,,,,97.6,32.0,5
1120230926010011,2023-09-26,函館競輪,11,後半,late_v2,buy,1,4,400,0,-400,0,,1,7,4,,,,,,114.9,56.9,2
7420230928010006,2023-09-28,高知競輪,6,前半,early_v2,skip_threshold,0,0,0,0,0,0,,2,4,6,1,7,-0.9300000000000068,4.159999999999997,,,,
7420230928010008,2023-09-28,高知競輪,8,中盤,middle_v2,buy,1,6,600,350,-250,1,7-1-4,7,1,4,5,2,,,72.6,,,
7420230928010009,2023-09-28,高知競輪,9,中盤,middle_v2,buy,1,6,600,440,-160,1,1-4-7,1,4,7,5,3,,,78.8,,,
7420230928010010,2023-09-28,高知競輪,10,後半,late_v2,buy,1,4,400,240,-160,1,3-5-2,3,5,2,,,,,,128.3,85.0,7
7420230928010011,2023-09-28,高知競輪,11,後半,late_v2,buy,1,4,400,0,-400,0,,1,3,7,,,,,,113.9,68.1,4
2720230929010006,2023-09-29,京王閣競輪,6,前半,early_v2,skip_threshold,0,0,0,0,0,0,,4,1,6,7,3,-0.980000000000004,1.5900000000000034,,,,
2720230929010007,2023-09-29,京王閣競輪,7,前半,early_v2,skip_threshold,0,0,0,0,0,0,,1,7,5,6,2,7.480000000000004,11.219999999999999,,,,
2720230929010008,2023-09-29,京王閣競輪,8,中盤,middle_v2,skip_threshold,0,0,0,0,0,0,,2,4,7,5,1,,,69.3,,,
5120231002010006,2023-10-02,福井競輪,6,前半,early_v2,skip_threshold,0,0,0,0,0,0,,7,2,5,4,1,4.040000000000006,8.440000000000026,,,,
5120231002010008,2023-10-02,福井競輪,8,中盤,middle_v2,skip_threshold,0,0,0,0,0,0,,4,3,6,7,2,,,44.1,,,
5120231002010009,2023-10-02,福井競輪,9,中盤,middle_v2,skip_threshold,0,0,0,0,0,0,,1,5,4,3,7,,,58.9,,,
5120231002010010,2023-10-02,福井競輪,10,後半,late_v2,skip_threshold,0,0,0,0,0,0,,7,4,1,,,,,,71.5,36.3,5
5120231002010011,2023-10-02,福井競輪,11,後半,late_v2,skip_threshold,0,0,0,0,0,0,,1,5,7,,,,,,76.0,20.7,2
2520231003010006,2023-10-03,大宮競輪,6,前半,early_v2,skip_threshold,0,0,0,0,0,0,,1,5,7,6,3,0.5300000000000011,8.21999999999997,,,,
2520231003010007,2023-10-03,大宮競輪,7,前半,early_v2,skip_threshold,0,0,0,0,0,0,,2,5,3,1,7,2.25,4.920000000000016,,,,
2520231003010008,2023-10-03,大宮競輪,8,中盤,middle_v2,skip_threshold,0,0,0,0,0,0,,5,4,1,7,3,,,64.0,,,
2520231003010010,2023-10-03,大宮競輪,10,後半,late_v2,skip_threshold,0,0,0,0,0,0,,5,7,3,,,,,,67.5,33.4,2
2520231003010011,2023-10-03,大宮競輪,11,後半,late_v2,skip_threshold,0,0,0,0,0,0,,2,4,3,,,,,,112.1,44.2,5
6120231005010008,2023-10-05,玉野競輪,8,中盤,middle_v2,buy,1,6,600,0,-600,0,,1,4,5,2,7,,,83.0,,,
6120231005010010,2023-10-05,玉野競輪,10,後半,late_v2,skip_threshold,0,0,0,0,0,0,,5,2,6,,,,,,84.6,38.4,3
2120231006010006,2023-10-06,弥彦競輪,6,前半,early_v2,buy,1,4,400,0,-400,0,,7,4,2,1,5,-5.039999999999992,1.339999999999975,,,,
2120231006010007,2023-10-06,弥彦競輪,7,前半,early_v2,skip_threshold,0,0,0,0,0,0,,5,3,1,2,4,5.549999999999997,6.779999999999973,,,,
2120231006010008,2023-10-06,弥彦競輪,8,中盤,middle_v2,skip_threshold,0,0,0,0,0,0,,5,2,7,4,1,,,65.9,,,
2120231006010009,2023-10-06,弥彦競輪,9,中盤,middle_v2,skip_threshold,0,0,0,0,0,0,,2,7,4,5,3,,,43.8,,,
2120231006010010,2023-10-06,弥彦競輪,10,後半,late_v2,skip_threshold,0,0,0,0,0,0,,5,2,6,,,,,,58.5,15.8,3
2120231006010011,2023-10-06,弥彦競輪,11,後半,late_v2,skip_threshold,0,0,0,0,0,0,,4,7,1,,,,,,114.30000000000001,40.1,2
3420231007010007,2023-10-07,川崎競輪,7,前半,early_v2,skip_threshold,0,0,0,0,0,0,,5,3,6,1,7,2.740000000000009,7.890000000000043,,,,
3420231007010008,2023-10-07,川崎競輪,8,中盤,middle_v2,skip_threshold,0,0,0,0,0,0,,7,2,6,1,5,,,55.7,,,
3420231007010010,2023-10-07,川崎競輪,10,後半,late_v2,skip_threshold,0,0,0,0,0,0,,7,1,5,,,,,,92.5,40.599999999999994,4
3420231007010011,2023-10-07,川崎競輪,11,後半,late_v2,skip_threshold,0,0,0,0,0,0,,7,5,3,,,,,,125.30000000000001,30.9,4
5320231010010007,2023-10-10,奈良競輪,7,前半,early_v2,skip_threshold,0,0,0,0,0,0,,3,4,7,5,1,2.3900000000000006,1.049999999999983,,,,
5320231010010008,2023-10-10,奈良競輪,8,中盤,middle_v2,buy,1,6,600,1580,980,1,5-3-4,3,5,7,1,4,,,71.4,,,
5320231010010009,2023-10-10,奈良競輪,9,中盤,middle_v2,buy,1,6,600,0,-600,0,,5,1,7,4,2,,,80.7,,,
5320231010010010,2023-10-10,奈良競輪,10,後半,late_v2,skip_threshold,0,0,0,0,0,0,,5,1,7,,,,,,90.0,19.900000000000002,3
5320231010010011,2023-10-10,奈良競輪,11,後半,late_v2,skip_threshold,0,0,0,0,0,0,,5,1,6,,,,,,80.4,61.0,4
4620231010010006,2023-10-10,富山競輪,6,前半,early_v2,skip_threshold,0,0,0,0,0,0,,3,7,2,4,1,3.469999999999999,1.2299999999999898,,,,
4620231010010007,2023-10-10,富山競輪,7,前半,early_v2,skip_threshold,0,0,0,0,0,0,,5,3,7,1,4,5.460000000000008,12.140000000000015,,,,
4620231010010008,2023-10-10,富山競輪,8,中盤,middle_v2,skip_threshold,0,0,0,0,0,0,,2,5,7,4,1,,,47.3,,,
4620231010010009,2023-10-10,富山競輪,9,中盤,middle_v2,buy,1,6,600,0,-600,0,,1,5,6,3,4,,,73.3,,,
4620231010010010,2023-10-10,富山競輪,10,後半,late_v2,skip_threshold,0,0,0,0,0,0,,4,5,2,,,,,,92.2,52.5,7
4620231010010011,2023-10-10,富山競輪,11,後半,late_v2,skip_threshold,0,0,0,0,0,0,,5,1,3,,,,,,100.4,30.1,7
1220231012010010,2023-10-12,青森競輪,10,中盤,middle_v2,buy,1,6,600,0,-600,0,,4,7,3,5,1,,,92.5,,,
1220231012010011,2023-10-12,青森競輪,11,後半,late_v2,buy,1,4,400,0,-400,0,,3,1,5,,,,,,118.39999999999999,61.3,2
5520231014010010,2023-10-14,和歌山競輪,10,中盤,middle_v2,skip_threshold,0,0,0,0,0,0,,7,5,3,4,2,,,63.8,,,
5520231014010011,2023-10-14,和歌山競輪,11,後半,late_v2,skip_threshold,0,0,0,0,0,0,,5,4,1,,,,,,91.8,33.4,7
8420231015010007,2023-10-15,武雄競輪,7,前半,early_v2,skip_threshold,0,0,0,0,0,0,,4,3,7,6,1,7.329999999999998,5.099999999999994,,,,
8420231015010008,2023-10-15,武雄競輪,8,中盤,middle_v2,skip_threshold,0,0,0,0,0,0,,1,4,6,2,7,,,35.8,,,
8420231015010009,2023-10-15,武雄競輪,9,中盤,middle_v2,skip_threshold,0,0,0,0,0,0,,5,1,6,4,3,,,69.3,,,
2320231016010006,2023-10-16,取手競輪,6,前半,early_v2,skip_threshold,0,0,0,0,0,0,,4,1,7,5,3,3.1899999999999977,9.639999999999986,,,,
2320231016010007,2023-10-16,取手競輪,7,前半,early_v2,buy,1,4,400,0,-400,0,,7,2,4,3,5,-3.539999999999992,4.160000000000025,,,,
2320231016010009,2023-10-16,取手競輪,9,中盤,middle_v2,buy,1,6,600,0,-600,0,,4,1,2,6,3,,,80.3,,,
2320231016010010,2023-10-16,取手競輪,10,後半,late_v2,buy,1,4,400,1220,820,1,1-7-2,7,1,4,,,,,,106.6,55.1,2
2320231016010011,2023-10-16,取手競輪,11,後半,late_v2,skip_threshold,0,0,0,0,0,0,,1,3,5,,,,,,114.69999999999999,36.1,7
7120231016010006,2023-10-16,高松競輪,6,前半,early_v2,skip_threshold,0,0,0,0,0,0,,3,1,5,7,2,-1.4399999999999977,1.1000000000000227,,,,
7120231016010007,2023-10-16,高松競輪,7,前半,early_v2,skip_threshold,0,0,0,0,0,0,,7,2,4,5,1,2.1500000000000057,3.4799999999999898,,,,
7120231016010008,2023-10-16,高松競輪,8,中盤,middle_v2,skip_threshold,0,0,0,0,0,0,,7,1,3,4,2,,,41.4,,,
7120231016010009,2023-10-16,高松競輪,9,中盤,middle_v2,skip_threshold,0,0,0,0,0,0,,1,5,7,4,2,,,54.6,,,
3420231017010007,2023-10-17,川崎競輪,7,前半,early_v2,skip_threshold,0,0,0,0,0,0,,2,7,5,4,3,1.2600000000000051,4.469999999999999,,,,
3420231017010010,2023-10-17,川崎競輪,10,後半,late_v2,skip_threshold,0,0,0,0,0,0,,1,4,6,,,,,,81.9,34.5,3
3420231017010011,2023-10-17,川崎競輪,11,後半,late_v2,skip_threshold,0,0,0,0,0,0,,1,7,6,,,,,,89.8,28.8,5
1220231020010007,2023-10-20,青森競輪,7,前半,early_v2,skip_threshold,0,0,0,0,0,0,,4,5,1,2,7,3.3700000000000045,4.760000000000019,,,,
1220231020010010,2023-10-20,青森競輪,10,後半,late_v2,skip_threshold,0,0,0,0,0,0,,1,4,2,,,,,,102.5,24.5,5
1220231020010011,2023-10-20,青森競輪,11,後半,late_v2,skip_threshold,0,0,0,0,0,0,,1,5,4,,,,,,62.4,4.1,7
1120231023010008,2023-10-23,函館競輪,8,中盤,middle_v2,skip_threshold,0,0,0,0,0,0,,4,1,6,7,3,,,62.7,,,
1120231023010009,2023-10-23,函館競輪,9,中盤,middle_v2,buy,1,6,600,0,-600,0,,1,5,7,3,4,,,74.6,,,
1120231023010011,2023-10-23,函館競輪,11,後半,late_v2,skip_threshold,0,0,0,0,0,0,,5,1,7,,,,,,103.1,56.7,2
