race_id,race_date,track,race_no,race_type,ticket_type,combination,odds,market_rank,odds_status,total_votes,odds_as_of,odds_phase,odds_source,odds_source_url,captured_at_utc
1320230101010006,2023-01-01,いわき平競輪,6,Ｓ級予選,3連複,1=2=3,25.6,9,available,23964,2023/01/01 17:48,final,楽天Kドリームス 確定オッズ,https://keirin.kdreams.jp/iwakitaira/racedetail/1320230101010006/?pageType=odds,2026-08-29T13:25:52.057211+00:00
1320230101010006,2023-01-01,いわき平競輪,6,Ｓ級予選,3連複,1=2=4,4.2,2,available,23964,2023/01/01 17:48,final,楽天Kドリームス 確定オッズ,https://keirin.kdreams.jp/iwakitaira/racedetail/1320230101010006/?pageType=odds,2026-08-29T13:25:52.057211+00:00
1320230101010006,2023-01-01,いわき平競輪,6,Ｓ級予選,3連複,1=2=5,7.6,4,available,23964,2023/01/01 17:48,final,楽天Kドリームス 確定オッズ,https://keirin.kdreams.jp/iwakitaira/racedetail/1320230101010006/?pageType=odds,2026-08-29T13:25:52.057211+00:00
1320230101010006,2023-01-01,いわき平競輪,6,Ｓ級予選,3連複,1=2=6,27.7,10,available,23964,2023/01/01 17:48,final,楽天Kドリームス 確定オッズ,https://keirin.kdreams.jp/iwakitaira/racedetail/1320230101010006/?pageType=odds,2026-08-29T13:25:52.057211+00:00
1320230101010006,2023-01-01,いわき平競輪,6,Ｓ級予選,3連複,1=3=4,44.5,13,available,23964,2023/01/01 17:48,final,楽天Kドリームス 確定オッズ,https://keirin.kdreams.jp/iwakitaira/racedetail/1320230101010006/?pageType=odds,2026-08-29T13:25:52.057211+00:00
1320230101010006,2023-01-01,いわき平競輪,6,Ｓ級予選,3連複,1=3=5,8.9,5,available,23964,2023/01/01 17:48,final,楽天Kドリームス 確定オッズ,https://keirin.kdreams.jp/iwakitaira/racedetail/1320230101010006/?pageType=odds,2026-08-29T13:25:52.057211+00:00
1320230101010006,2023-01-01,いわき平競輪,6,Ｓ級予選,3連複,1=3=6,106.3,20,available,23964,2023/01/01 17:48,final,楽天Kドリームス 確定オッズ,https://keirin.kdreams.jp/iwakitaira/racedetail/1320230101010006/?pageType=odds,2026-08-29T13:25:52.057211+00:00
1320230101010006,2023-01-01,いわき平競輪,6,Ｓ級予選,3連複,1=4=5,18.3,7,available,23964,2023/01/01 17:48,final,楽天Kドリームス 確定オッズ,https://keirin.kdreams.jp/iwakitaira/racedetail/1320230101010006/?pageType=odds,2026-08-29T13:25:52.057211+00:00
1320230101010006,2023-01-01,いわき平競輪,6,Ｓ級予選,3連複,1=4=6,77.4,16,available,23964,2023/01/01 17:48,final,楽天Kドリームス 確定オッズ,https://keirin.kdreams.jp/iwakitaira/racedetail/1320230101010006/?pageType=odds,2026-08-29T13:25:52.057211+00:00
1320230101010006,2023-01-01,いわき平競輪,6,Ｓ級予選,3連複,1=5=6,53.6,15,available,23964,2023/01/01 17:48,final,楽天Kドリームス 確定オッズ,https://keirin.kdreams.jp/iwakitaira/racedetail/1320230101010006/?pageType=odds,2026-08-29T13:25:52.057211+00:00
1320230101010006,2023-01-01,いわき平競輪,6,Ｓ級予選,3連複,2=3=4,13.6,6,available,23964,2023/01/01 17:48,final,楽天Kドリームス 確定オッズ,https://keirin.kdreams.jp/iwakitaira/racedetail/1320230101010006/?pageType=odds,2026-08-29T13:25:52.057211+00:00
1320230101010006,2023-01-01,いわき平競輪,6,Ｓ級予選,3連複,2=3=5,18.5,8,available,23964,2023/01/01 17:48,final,楽天Kドリームス 確定オッズ,https://keirin.kdreams.jp/iwakitaira/racedetail/1320230101010006/?pageType=odds,2026-08-29T13:25:52.057211+00:00
1320230101010006,2023-01-01,いわき平競輪,6,Ｓ級予選,3連複,2=3=6,35.1,12,available,23964,2023/01/01 17:48,final,楽天Kドリームス 確定オッズ,https://keirin.kdreams.jp/iwakitaira/racedetail/1320230101010006/?pageType=odds,2026-08-29T13:25:52.057211+00:00
1320230101010006,2023-01-01,いわき平競輪,6,Ｓ級予選,3連複,2=4=5,5.9,3,available,23964,2023/01/01 17:48,final,楽天Kドリームス 確定オッズ,https://keirin.kdreams.jp/iwakitaira/racedetail/1320230101010006/?pageType=odds,2026-08-29T13:25:52.057211+00:00
1320230101010006,2023-01-01,いわき平競輪,6,Ｓ級予選,3連複,2=4=6,4.0,1,available,23964,2023/01/01 17:48,final,楽天Kドリームス 確定オッズ,https://keirin.kdreams.jp/iwakitaira/racedetail/1320230101010006/?pageType=odds,2026-08-29T13:25:52.057211+00:00
1320230101010006,2023-01-01,いわき平競輪,6,Ｓ級予選,3連複,2=5=6,28.1,11,available,23964,2023/01/01 17:48,final,楽天Kドリームス 確定オッズ,https://keirin.kdreams.jp/iwakitaira/racedetail/1320230101010006/?pageType=odds,2026-08-29T13:25:52.057211+00:00
1320230101010006,2023-01-01,いわき平競輪,6,Ｓ級予選,3連複,3=4=5,44.8,14,available,23964,2023/01/01 17:48,final,楽天Kドリームス 確定オッズ,https://keirin.kdreams.jp/iwakitaira/racedetail/1320230101010006/?pageType=odds,2026-08-29T13:25:52.057211+00:00
1320230101010006,2023-01-01,いわき平競輪,6,Ｓ級予選,3連複,3=4=6,81.6,18,available,23964,2023/01/01 17:48,final,楽天Kドリームス 確定オッズ,https://keirin.kdreams.jp/iwakitaira/racedetail/1320230101010006/?pageType=odds,2026-08-29T13:25:52.057211+00:00
1320230101010006,2023-01-01,いわき平競輪,6,Ｓ級予選,3連複,3=5=6,77.8,17,available,23964,2023/01/01 17:48,final,楽天Kドリームス 確定オッズ,https://keirin.kdreams.jp/iwakitaira/racedetail/1320230101010006/?pageType=odds,2026-08-29T13:25:52.057211+00:00
1320230101010006,2023-01-01,いわき平競輪,6,Ｓ級予選,3連複,4=5=6,91.6,19,available,23964,2023/01/01 17:48,final,楽天Kドリームス 確定オッズ,https://keirin.kdreams.jp/iwakitaira/racedetail/1320230101010006/?pageType=odds,2026-08-29T13:25:52.057211+00:00
1320230101010007,2023-01-01,いわき平競輪,7,Ｓ級予選,3連複,1=2=3,23.7,10,available,30388,2023/01/01 18:12,final,楽天Kドリームス 確定オッズ,https://keirin.kdreams.jp/iwakitaira/racedetail/1320230101010007/?pageType=odds,2026-08-29T13:25:52.532223+00:00
1320230101010007,2023-01-01,いわき平競輪,7,Ｓ級予選,3連複,1=2=4,7.5,3,available,30388,2023/01/01 18:12,final,楽天Kドリームス 確定オッズ,https://keirin.kdreams.jp/iwakitaira/racedetail/1320230101010007/?pageType=odds,2026-08-29T13:25:52.532223+00:00
1320230101010007,2023-01-01,いわき平競輪,7,Ｓ級予選,3連複,1=2=5,3.7,1,available,30388,2023/01/01 18:12,final,楽天Kドリームス 確定オッズ,https://keirin.kdreams.jp/iwakitaira/racedetail/1320230101010007/?pageType=odds,2026-08-29T13:25:52.532223+00:00
1320230101010007,2023-01-01,いわき平競輪,7,Ｓ級予選,3連複,1=2=6,61.4,17,available,30388,2023/01/01 18:12,final,楽天Kドリームス 確定オッズ,https://keirin.kdreams.jp/iwakitaira/racedetail/1320230101010007/?pageType=odds,2026-08-29T13:25:52.532223+00:00
1320230101010007,2023-01-01,いわき平競輪,7,Ｓ級予選,3連複,1=2=7,33.8,14,available,30388,2023/01/01 18:12,final,楽天Kドリームス 確定オッズ,https://keirin.kdreams.jp/iwakitaira/racedetail/1320230101010007/?pageType=odds,2026-08-29T13:25:52.532223+00:00
1320230101010007,2023-01-01,いわき平競輪,7,Ｓ級予選,3連複,1=3=4,11.5,4,available,30388,2023/01/01 18:12,final,楽天Kドリームス 確定オッズ,https://keirin.kdreams.jp/iwakitaira/racedetail/1320230101010007/?pageType=odds,2026-08-29T13:25:52.532223+00:00
1320230101010007,2023-01-01,いわき平競輪,7,Ｓ級予選,3連複,1=3=5,14.1,6,available,30388,2023/01/01 18:12,final,楽天Kドリームス 確定オッズ,https://keirin.kdreams.jp/iwakitaira/racedetail/1320230101010007/?pageType=odds,2026-08-29T13:25:52.532223+00:00
1320230101010007,2023-01-01,いわき平競輪,7,Ｓ級予選,3連複,1=3=6,163.9,26,available,30388,2023/01/01 18:12,final,楽天Kドリームス 確定オッズ,https://keirin.kdreams.jp/iwakitaira/racedetail/1320230101010007/?pageType=odds,2026-08-29T13:25:52.532223+00:00
1320230101010007,2023-01-01,いわき平競輪,7,Ｓ級予選,3連複,1=3=7,20.5,9,available,30388,2023/01/01 18:12,final,楽天Kドリームス 確定オッズ,https://keirin.kdreams.jp/iwakitaira/racedetail/1320230101010007/?pageType=odds,2026-08-29T13:25:52.532223+00:00
1320230101010007,2023-01-01,いわき平競輪,7,Ｓ級予選,3連複,1=4=5,5.9,2,available,30388,2023/01/01 18:12,final,楽天Kドリームス 確定オッズ,https://keirin.kdreams.jp/iwakitaira/racedetail/1320230101010007/?pageType=odds,2026-08-29T13:25:52.532223+00:00
