race_id,race_date,track,race_no,race_type,start_time,deadline,source_url,captured_at_utc,car_no,player_name,player_profile,prefecture,age,term,class,style,gear,score,s_count,b_count,nige_count,makuri_count,sashi_count,mark_count,first_count,second_count,third_count,outside_count,win_rate,top2_rate,top3_rate,prediction_mark,evaluation,raw_row_json,predicted_line_formation,line_status,line_provider,line_source,line_id,line_position,line_size,line_role
1320230101010006,2023-01-01,いわき平競輪,6,Ｓ級予選,17:45,17:40,https://keirin.kdreams.jp/iwakitaira/racedetail/1320230101010006/?pageType=result,2026-08-28T16:16:42.713326+00:00,1,橋本 智昭,宮 城/40/99,宮城,40,99,S2,逃,3.92,101.92,1,6,2,2,1,0,1,4,0,9,7.1,35.7,35.7,◎,4,"{""cells"": [""◎"", """", ""4"", ""1"", ""1"", ""橋本 智昭 宮 城/40/99"", ""S2"", ""逃"", ""3.92"", ""101.92"", ""1"", ""6"", ""2"", ""2"", ""1"", ""0"", ""1"", ""4"", ""0"", ""9"", ""7.1"", ""35.7"", ""35.7""], ""row_class"": [""n1""]}",1-5-3/4-2-6,published,アオケイ,楽天Kドリームス 並び予想,1,1,3,先行
1320230101010006,2023-01-01,いわき平競輪,6,Ｓ級予選,17:45,17:40,https://keirin.kdreams.jp/iwakitaira/racedetail/1320230101010006/?pageType=result,2026-08-28T16:16:42.713326+00:00,2,中田 健太,埼 玉/32/99,埼玉,32,99,S2,追,3.92,107.47,7,0,0,0,6,3,4,5,6,9,16.6,37.5,62.5,×,3,"{""cells"": [""×"", """", ""3"", ""2"", ""2"", ""中田 健太 埼 玉/32/99"", ""S2"", ""追"", ""3.92"", ""107.47"", ""7"", ""0"", ""0"", ""0"", ""6"", ""3"", ""4"", ""5"", ""6"", ""9"", ""16.6"", ""37.5"", ""62.5""], ""row_class"": [""n2""]}",1-5-3/4-2-6,published,アオケイ,楽天Kドリームス 並び予想,2,2,3,追込
1320230101010006,2023-01-01,いわき平競輪,6,Ｓ級予選,17:45,17:40,https://keirin.kdreams.jp/iwakitaira/racedetail/1320230101010006/?pageType=result,2026-08-28T16:16:42.713326+00:00,3,川口 直人,神奈川/46/84,神奈川,46,84,S2,追,3.92,93.68,2,1,0,2,6,5,5,8,5,8,19.2,50.0,69.2,注,6,"{""cells"": [""注"", """", ""6"", ""3"", ""3"", ""川口 直人 神奈川/46/84"", ""S2"", ""追"", ""3.92"", ""93.68"", ""2"", ""1"", ""0"", ""2"", ""6"", ""5"", ""5"", ""8"", ""5"", ""8"", ""19.2"", ""50.0"", ""69.2""], ""row_class"": [""n3""]}",1-5-3/4-2-6,published,アオケイ,楽天Kドリームス 並び予想,1,3,3,追込
1320230101010006,2023-01-01,いわき平競輪,6,Ｓ級予選,17:45,17:40,https://keirin.kdreams.jp/iwakitaira/racedetail/1320230101010006/?pageType=result,2026-08-28T16:16:42.713326+00:00,4,伊藤 慶太郎,埼 玉/29/107,埼玉,29,107,S2,逃,3.92,100.57,1,15,7,1,0,1,3,6,4,15,10.7,32.1,46.4,△,4,"{""cells"": [""△"", """", ""4"", ""4"", ""4"", ""伊藤 慶太郎 埼 玉/29/107"", ""S2"", ""逃"", ""3.92"", ""100.57"", ""1"", ""15"", ""7"", ""1"", ""0"", ""1"", ""3"", ""6"", ""4"", ""15"", ""10.7"", ""32.1"", ""46.4""], ""row_class"": [""n4""]}",1-5-3/4-2-6,published,アオケイ,楽天Kドリームス 並び予想,2,1,3,押え先
1320230101010006,2023-01-01,いわき平競輪,6,Ｓ級予選,17:45,17:40,https://keirin.kdreams.jp/iwakitaira/racedetail/1320230101010006/?pageType=result,2026-08-28T16:16:42.713326+00:00,5,小野 大介,福 島/38/91,福島,38,91,S2,追,3.92,99.61,0,0,0,0,1,1,0,2,7,9,0.0,11.1,50.0,○,4,"{""cells"": [""○"", """", ""4"", ""5"", ""5"", ""小野 大介 福 島/38/91"", ""S2"", ""追"", ""3.92"", ""99.61"", ""0"", ""0"", ""0"", ""0"", ""1"", ""1"", ""0"", ""2"", ""7"", ""9"", ""0.0"", ""11.1"", ""50.0""], ""row_class"": [""n5""]}",1-5-3/4-2-6,published,アオケイ,楽天Kドリームス 並び予想,1,2,3,追込
1320230101010006,2023-01-01,いわき平競輪,6,Ｓ級予選,17:45,17:40,https://keirin.kdreams.jp/iwakitaira/racedetail/1320230101010006/?pageType=result,2026-08-28T16:16:42.713326+00:00,6,丸山 直樹,埼 玉/37/93,埼玉,37,93,S2,両,3.92,89.19,8,0,0,1,4,1,4,2,6,9,19.0,28.5,57.1,▲,7,"{""cells"": [""▲"", """", ""7"", ""6"", ""6"", ""丸山 直樹 埼 玉/37/93"", ""S2"", ""両"", ""3.92"", ""89.19"", ""8"", ""0"", ""0"", ""1"", ""4"", ""1"", ""4"", ""2"", ""6"", ""9"", ""19.0"", ""28.5"", ""57.1""], ""row_class"": [""n6""]}",1-5-3/4-2-6,published,アオケイ,楽天Kドリームス 並び予想,2,3,3,追込
1320230101010007,2023-01-01,いわき平競輪,7,Ｓ級予選,18:10,18:05,https://keirin.kdreams.jp/iwakitaira/racedetail/1320230101010007/?pageType=result,2026-08-28T16:16:44.563294+00:00,1,青森 伸也,福 島/45/87,福島,45,87,S2,追,3.92,104.05,1,0,0,0,5,2,4,3,4,9,20.0,35.0,55.0,◎,3,"{""cells"": [""◎"", """", ""3"", ""1"", ""1"", ""青森 伸也 福 島/45/87"", ""S2"", ""追"", ""3.92"", ""104.05"", ""1"", ""0"", ""0"", ""0"", ""5"", ""2"", ""4"", ""3"", ""4"", ""9"", ""20.0"", ""35.0"", ""55.0""], ""row_class"": [""n1""]}",4-1/3-7/5-2-6,published,アオケイ,楽天Kドリームス 並び予想,1,2,2,追込
1320230101010007,2023-01-01,いわき平競輪,7,Ｓ級予選,18:10,18:05,https://keirin.kdreams.jp/iwakitaira/racedetail/1320230101010007/?pageType=result,2026-08-28T16:16:44.563294+00:00,2,岡本 大嗣,東 京/42/88,東京,42,88,S2,追,3.92,99.76,4,0,0,1,7,1,8,1,2,7,44.4,50.0,61.1,注,4,"{""cells"": [""注"", """", ""4"", ""2"", ""2"", ""岡本 大嗣 東 京/42/88"", ""S2"", ""追"", ""3.92"", ""99.76"", ""4"", ""0"", ""0"", ""1"", ""7"", ""1"", ""8"", ""1"", ""2"", ""7"", ""44.4"", ""50.0"", ""61.1""], ""row_class"": [""n2""]}",4-1/3-7/5-2-6,published,アオケイ,楽天Kドリームス 並び予想,3,2,3,追込
1320230101010007,2023-01-01,いわき平競輪,7,Ｓ級予選,18:10,18:05,https://keirin.kdreams.jp/iwakitaira/racedetail/1320230101010007/?pageType=result,2026-08-28T16:16:44.563294+00:00,3,藤田 大輔,千 葉/38/91,千葉,38,91,S2,両,3.92,99.43,2,0,0,1,3,3,2,5,4,22,6.0,21.2,33.3,△,4,"{""cells"": [""△"", """", ""4"", ""3"", ""3"", ""藤田 大輔 千 葉/38/91"", ""S2"", ""両"", ""3.92"", ""99.43"", ""2"", ""0"", ""0"", ""1"", ""3"", ""3"", ""2"", ""5"", ""4"", ""22"", ""6.0"", ""21.2"", ""33.3""], ""row_class"": [""n3""]}",4-1/3-7/5-2-6,published,アオケイ,楽天Kドリームス 並び予想,2,1,2,自在
1320230101010007,2023-01-01,いわき平競輪,7,Ｓ級予選,18:10,18:05,https://keirin.kdreams.jp/iwakitaira/racedetail/1320230101010007/?pageType=result,2026-08-28T16:16:44.563294+00:00,4,伊東 翔貴,福 島/32/100,福島,32,100,S2,逃,3.92,98.42,0,11,4,2,0,0,4,2,2,12,20.0,30.0,40.0,×,5,"{""cells"": [""×"", """", ""5"", ""4"", ""4"", ""伊東 翔貴 福 島/32/100"", ""S2"", ""逃"", ""3.92"", ""98.42"", ""0"", ""11"", ""4"", ""2"", ""0"", ""0"", ""4"", ""2"", ""2"", ""12"", ""20.0"", ""30.0"", ""40.0""], ""row_class"": [""n4""]}",4-1/3-7/5-2-6,published,アオケイ,楽天Kドリームス 並び予想,1,1,2,先行
