race_id,race_date,track,race_no,race_type,car_no,player_name,finish_position,finish_text,margin,last200,winning_method,sb,result_comment,result_source_url,result_source,captured_at_utc,raw_row_json
1320230101010006,2023-01-01,いわき平競輪,6,Ｓ級予選,1,橋本 智昭,4,4,１/２車輪,12.3,,SB,突張り末欠,https://keirin.kdreams.jp/iwakitaira/racedetail/1320230101010006/?pageType=KS_RACE_CARD_PAGE_TYPE_SHOW_RESULT,楽天Kドリームス 結果・払戻金,2026-08-28T17:49:55.404923+00:00,"{""cells"": [""◎"", ""4"", ""1"", ""橋本 智昭"", ""１/２車輪"", ""12.3"", """", ""SB"", ""突張り末欠""], ""row_class"": []}"
1320230101010006,2023-01-01,いわき平競輪,6,Ｓ級予選,2,中田 健太,2,2,１/４車輪,12.1,差,,伊藤慶乗り,https://keirin.kdreams.jp/iwakitaira/racedetail/1320230101010006/?pageType=KS_RACE_CARD_PAGE_TYPE_SHOW_RESULT,楽天Kドリームス 結果・払戻金,2026-08-28T17:49:55.404923+00:00,"{""cells"": [""×"", ""2"", ""2"", ""中田 健太"", ""１/４車輪"", ""12.1"", ""差"", """", ""伊藤慶乗り""], ""row_class"": []}"
1320230101010006,2023-01-01,いわき平競輪,6,Ｓ級予選,3,川口 直人,1,1,,12.0,差,,直線外鋭く,https://keirin.kdreams.jp/iwakitaira/racedetail/1320230101010006/?pageType=KS_RACE_CARD_PAGE_TYPE_SHOW_RESULT,楽天Kドリームス 結果・払戻金,2026-08-28T17:49:55.404923+00:00,"{""cells"": [""注"", ""1"", ""3"", ""川口 直人"", """", ""12.0"", ""差"", """", ""直線外鋭く""], ""row_class"": []}"
1320230101010006,2023-01-01,いわき平競輪,6,Ｓ級予選,4,伊藤 慶太郎,5,5,１/４車輪,12.3,,,叩き切れず,https://keirin.kdreams.jp/iwakitaira/racedetail/1320230101010006/?pageType=KS_RACE_CARD_PAGE_TYPE_SHOW_RESULT,楽天Kドリームス 結果・払戻金,2026-08-28T17:49:55.404923+00:00,"{""cells"": [""△"", ""5"", ""4"", ""伊藤 慶太郎"", ""１/４車輪"", ""12.3"", """", """", ""叩き切れず""], ""row_class"": []}"
1320230101010006,2023-01-01,いわき平競輪,6,Ｓ級予選,5,小野 大介,3,3,３/４車身,12.2,,,橋本智利し,https://keirin.kdreams.jp/iwakitaira/racedetail/1320230101010006/?pageType=KS_RACE_CARD_PAGE_TYPE_SHOW_RESULT,楽天Kドリームス 結果・払戻金,2026-08-28T17:49:55.404923+00:00,"{""cells"": [""○"", ""3"", ""5"", ""小野 大介"", ""３/４車身"", ""12.2"", """", """", ""橋本智利し""], ""row_class"": []}"
1320230101010006,2023-01-01,いわき平競輪,6,Ｓ級予選,6,丸山 直樹,6,6,３/４車身,12.2,,,前追い一杯,https://keirin.kdreams.jp/iwakitaira/racedetail/1320230101010006/?pageType=KS_RACE_CARD_PAGE_TYPE_SHOW_RESULT,楽天Kドリームス 結果・払戻金,2026-08-28T17:49:55.404923+00:00,"{""cells"": [""▲"", ""6"", ""6"", ""丸山 直樹"", ""３/４車身"", ""12.2"", """", """", ""前追い一杯""], ""row_class"": []}"
1320230101010007,2023-01-01,いわき平競輪,7,Ｓ級予選,1,青森 伸也,3,3,１/２車身,12.3,,S,番手絶好も,https://keirin.kdreams.jp/iwakitaira/racedetail/1320230101010007/?pageType=KS_RACE_CARD_PAGE_TYPE_SHOW_RESULT,楽天Kドリームス 結果・払戻金,2026-08-28T17:49:58.242907+00:00,"{""cells"": [""◎"", ""3"", ""1"", ""青森 伸也"", ""１/２車身"", ""12.3"", """", ""S"", ""番手絶好も""], ""row_class"": []}"
1320230101010007,2023-01-01,いわき平競輪,7,Ｓ級予選,2,岡本 大嗣,1,1,,12.0,差,,中割り鋭く,https://keirin.kdreams.jp/iwakitaira/racedetail/1320230101010007/?pageType=KS_RACE_CARD_PAGE_TYPE_SHOW_RESULT,楽天Kドリームス 結果・払戻金,2026-08-28T17:49:58.242907+00:00,"{""cells"": [""注"", ""1"", ""2"", ""岡本 大嗣"", """", ""12.0"", ""差"", """", ""中割り鋭く""], ""row_class"": []}"
1320230101010007,2023-01-01,いわき平競輪,7,Ｓ級予選,3,藤田 大輔,6,6,２車身,12.7,,,切り叩かれ,https://keirin.kdreams.jp/iwakitaira/racedetail/1320230101010007/?pageType=KS_RACE_CARD_PAGE_TYPE_SHOW_RESULT,楽天Kドリームス 結果・払戻金,2026-08-28T17:49:58.242907+00:00,"{""cells"": [""△"", ""6"", ""3"", ""藤田 大輔"", ""２車身"", ""12.7"", """", """", ""切り叩かれ""], ""row_class"": []}"
1320230101010007,2023-01-01,いわき平競輪,7,Ｓ級予選,4,伊東 翔貴,4,4,３/４車身,12.5,,B,先行末欠き,https://keirin.kdreams.jp/iwakitaira/racedetail/1320230101010007/?pageType=KS_RACE_CARD_PAGE_TYPE_SHOW_RESULT,楽天Kドリームス 結果・払戻金,2026-08-28T17:49:58.242907+00:00,"{""cells"": [""×"", ""4"", ""4"", ""伊東 翔貴"", ""３/４車身"", ""12.5"", """", ""B"", ""先行末欠き""], ""row_class"": []}"
1320230101010007,2023-01-01,いわき平競輪,7,Ｓ級予選,5,阿部 大樹,2,2,１/４車輪,12.2,差,,３番手伸び,https://keirin.kdreams.jp/iwakitaira/racedetail/1320230101010007/?pageType=KS_RACE_CARD_PAGE_TYPE_SHOW_RESULT,楽天Kドリームス 結果・払戻金,2026-08-28T17:49:58.242907+00:00,"{""cells"": [""○"", ""2"", ""5"", ""阿部 大樹"", ""１/４車輪"", ""12.2"", ""差"", """", ""３番手伸び""], ""row_class"": []}"
1320230101010007,2023-01-01,いわき平競輪,7,Ｓ級予選,6,大薗 宏,7,7,大差,,,,踏出し離れ,https://keirin.kdreams.jp/iwakitaira/racedetail/1320230101010007/?pageType=KS_RACE_CARD_PAGE_TYPE_SHOW_RESULT,楽天Kドリームス 結果・払戻金,2026-08-28T17:49:58.242907+00:00,"{""cells"": ["""", ""7"", ""6"", ""大薗 宏"", ""大差"", """", """", """", ""踏出し離れ""], ""row_class"": []}"
1320230101010007,2023-01-01,いわき平競輪,7,Ｓ級予選,7,江守 昇,5,5,７車身,12.4,,,目標と一緒,https://keirin.kdreams.jp/iwakitaira/racedetail/1320230101010007/?pageType=KS_RACE_CARD_PAGE_TYPE_SHOW_RESULT,楽天Kドリームス 結果・払戻金,2026-08-28T17:49:58.242907+00:00,"{""cells"": [""▲"", ""5"", ""7"", ""江守 昇"", ""７車身"", ""12.4"", """", """", ""目標と一緒""], ""row_class"": []}"
1320230101010008,2023-01-01,いわき平競輪,8,Ｓ級予選,1,近藤 隆司,5,5,１/２車輪,11.4,,S,後方置かれ,https://keirin.kdreams.jp/iwakitaira/racedetail/1320230101010008/?pageType=KS_RACE_CARD_PAGE_TYPE_SHOW_RESULT,楽天Kドリームス 結果・払戻金,2026-08-28T17:50:00.103854+00:00,"{""cells"": [""◎"", ""5"", ""1"", ""近藤 隆司"", ""１/２車輪"", ""11.4"", """", ""S"", ""後方置かれ""], ""row_class"": []}"
1320230101010008,2023-01-01,いわき平競輪,8,Ｓ級予選,2,小林 大介,2,2,１/８車輪,12.0,差,,番手交すも,https://keirin.kdreams.jp/iwakitaira/racedetail/1320230101010008/?pageType=KS_RACE_CARD_PAGE_TYPE_SHOW_RESULT,楽天Kドリームス 結果・払戻金,2026-08-28T17:50:00.103854+00:00,"{""cells"": [""×"", ""2"", ""2"", ""小林 大介"", ""１/８車輪"", ""12.0"", ""差"", """", ""番手交すも""], ""row_class"": []}"
1320230101010008,2023-01-01,いわき平競輪,8,Ｓ級予選,3,坂本 紘規,3,3,１/２車身,11.9,,,Ｂ捲り上げ,https://keirin.kdreams.jp/iwakitaira/racedetail/1320230101010008/?pageType=KS_RACE_CARD_PAGE_TYPE_SHOW_RESULT,楽天Kドリームス 結果・払戻金,2026-08-28T17:50:00.103854+00:00,"{""cells"": [""注"", ""3"", ""3"", ""坂本 紘規"", ""１/２車身"", ""11.9"", """", """", ""Ｂ捲り上げ""], ""row_class"": []}"
